Index,LightGBM,BiLSTM,StackLSTM ,LSTM,RF,SVM,XGB
MAE,6.928321132608988,6.811222140913333,6.868139968266666,7.10035000134,7.343202130355353,7.1434439209973695,7.723720246873333
RMSE,10.159109391306837,10.043839597086809,10.040057268856039,10.225791446585413,10.439720592502752,10.218448036421762,11.099564202448999
nRMSE,0.1494365571143226,0.1477409831694001,0.14768534658877952,0.15041742427288124,0.15356423899855495,0.15030940555883202,0.16327028246222997
R2,0.6502204638121645,0.6483900018036476,0.6468402677174301,0.6253198106569533,0.6577960801220244,0.6157731413764767,0.6016610378609686
