Index,LightGBM,BiLSTM,StackLSTM ,LSTM,RF,SVM,XGB
MAE,7.043186141112528,6.717092072646667,6.62191974978,6.606748029346667,7.276985723131599,7.07344086837561,8.346591723486666
RMSE,10.14867445156396,9.783960801030279,9.840035705635561,9.839604649992278,10.407401049230415,10.044937212233974,11.645857984534631
nRMSE,0.14928306319976692,0.14391826691998807,0.14474310700802745,0.14473676634677698,0.15308883105794768,0.14775712866230808,0.17130605201873214
R2,0.5766368548965526,0.63375468170671,0.6424026172006092,0.6528907082447097,0.6307795105350319,0.5741429498345252,0.44326913145776936
