Index,LightGBM,BiLSTM,StackLSTM ,LSTM,RF,SVM,XGB
MAE,6.389194175223333,6.4301626894399995,6.3623921951,6.424956811493333,6.757028887296668,6.551553426849999,7.499531864960001
RMSE,9.075855039529795,9.338414131980999,9.084123348049838,9.33152457077671,9.627091516761498,9.197684780841868,10.084410633211714
nRMSE,0.12932141637641795,0.13306260809559017,0.12943923110177352,0.13296443907357847,0.13717595808994934,0.131057362426088,0.14369227590438835
R2,0.7086407728621604,0.715978845023991,0.7009993255883065,0.717778875340059,0.6897579744357225,0.6937172030685279,0.6341248812109317
