True,LightGBM,BiLSTM,StackLSTM ,LSTM,RF,SVM,XGB
0.008,0.3551202423199237,0.36716595,0.35142228,0.34942824,0.3483587150859653,0.2865489300196975,0.36890447
-0.151,0.1497017889635259,0.14540166,0.11273834,0.10741467,0.147986867355271,0.0930160952449156,0.18672214
-0.1459999999999999,-0.0748560023228572,-0.037014466,-0.057401363,-0.050481793,-0.075776808380116,-0.1485021278850405,-0.054909136
0.0379999999999999,-0.0704938269353582,-0.041059602,-0.069240294,-0.06304305,-0.044894701234814,-0.158831061548845,-0.04854919
0.3360000000000001,0.1375463310741497,0.16799948,0.1468473,0.13872522,0.1267503007741688,0.1215463223296822,0.18180607
0.654,0.3155773539931129,0.4179853,0.3999764,0.40158117,0.306848706191074,0.3397811982207807,0.31933796
0.8970000000000001,0.7327804054059053,0.73127335,0.7164394,0.69584423,0.7097225473024784,0.7059984227827263,0.72140944
1.023,0.8912962483789639,0.96364623,0.9250952,0.9297223,0.8543897635241391,0.8984004415320481,0.90037036
1.027,1.0084770533728702,1.0588068,1.02239,1.0319207,0.9607585188432608,1.0123886626366023,1.0138481
0.945,1.009938591820413,1.0687332,1.0456603,1.0253572,0.9936349482104418,1.019011497692085,1.0349596
0.78,0.9717748576220672,0.9917955,0.9670208,0.959581,0.86610765033266,0.935376732507156,0.9672937
0.6440000000000001,0.7892504873064259,0.82004863,0.79896986,0.8030172,0.787956090746929,0.7505443727257419,0.78492117
0.5839999999999999,0.7137101520239234,0.71183693,0.6921919,0.691003,0.6376812436093237,0.6773731168072333,0.8287386
0.6490000000000001,0.6352478440994853,0.65493304,0.6503521,0.6088292,0.6847204902706684,0.6311660510397705,0.6099081
0.8239999999999998,0.684698907176396,0.71635354,0.7028838,0.6831469,0.7276678763783337,0.668801714648764,0.6753117
1.107,0.8109968408709374,0.8801376,0.8559845,0.8631902,0.8486571979659762,0.856369298471188,0.80019265
1.452,1.114289071462176,1.1251496,1.101749,1.1148342,1.1508051873971064,1.1081638512895344,1.1417364
1.763,1.4244768496889444,1.4300257,1.3986607,1.4264815,1.4186256172721066,1.3852305546929136,1.394613
1.946,1.6478826880163246,1.6950248,1.6669854,1.7023562,1.6791062090663889,1.644361270912047,1.6557513
1.974,1.8249457438339085,1.85103,1.8718963,1.7952541,1.8222629344894807,1.7831365582964347,1.7868054
1.826,1.8499293780399928,1.8631989,1.8556682,1.8695973,1.8858229852254489,1.7942980962256534,2.0749338
1.488,1.8169025966863677,1.7522376,1.7332437,1.7572166,1.7810114620927242,1.7264313893012218,1.8095573
1.04,1.467554220249656,1.4654337,1.4412941,1.4598193,1.5181535299912217,1.414540532240478,1.5053378
0.54,1.0057434435358643,1.0529958,1.0243148,1.0431665,1.0545303222099147,0.9904023905253826,1.041166
0.1079999999999999,0.4663360304608482,0.5701657,0.5591148,0.55778277,0.5690523513443693,0.5030952065340875,0.5325307
-0.21,0.2345707197798948,0.20948148,0.17105728,0.17169857,0.2528436075526858,0.155344262405175,0.30518845
-0.329,-0.1205158724739483,-0.115755655,-0.13314684,-0.13866754,-0.1361536057064795,-0.2057393877611021,-0.07194487
-0.225,-0.336092977637105,-0.1795165,-0.2060436,-0.19865774,-0.2614111294017914,-0.2400351395455121,-0.32984746
