True,LightGBM,BiLSTM,StackLSTM ,LSTM,RF,SVM,XGB
0.2359999999999999,0.2447883697002819,0.23945105,0.2442692,0.22476138,0.1879913749082278,0.2335343158124016,0.20039977
0.274,0.2993365875439375,0.27385783,0.24987967,0.20771728,0.2543497985519122,0.3569805342946285,0.2789652
0.28,0.2919925664547331,0.3086013,0.30005074,0.26690426,0.2741505783634555,0.3409560483895664,0.32544175
0.2509999999999999,0.3069446609238928,0.3017092,0.30725247,0.28146183,0.2802714396998901,0.3204472384483002,0.30501357
0.1589999999999999,0.2706469554983582,0.2863749,0.26827776,0.2311897,0.2518879462652291,0.341619674349901,0.26321894
0.069,0.1783718272652144,0.20842612,0.18309355,0.14528246,0.154048973218795,0.3289475918314984,0.20078763
0.0089999999999999,0.1120952925074174,0.12622291,0.10984622,0.076745495,0.0890724842108625,0.2435956628593224,0.073332496
-0.0359999999999999,0.0586565248743794,0.07789015,0.06149042,0.025486287,0.0566517947066605,0.2523964177257631,0.11304838
-0.0119999999999999,0.025012381730926,0.019518437,0.016289363,-0.006115366,-0.0059343544116937,0.115702673543818,-0.00899174
0.04,0.0623583155781909,0.051801268,0.03934911,0.008429561,0.039955881419493,0.1739380808326244,0.08108296
0.1699999999999999,0.0829806905065381,0.10024579,0.08518175,0.0489228,0.0792945930953689,0.2316986892658941,0.046032533
0.32,0.1927007548051996,0.21532255,0.19470376,0.16143204,0.1741447260456884,0.298550296570891,0.21548706
0.4639999999999999,0.3402811684784546,0.34162003,0.33600184,0.30078396,0.3168379407192098,0.342159438466409,0.2988949
0.641,0.5016361924028585,0.4685145,0.47628716,0.4424319,0.4663759840338305,0.4500268038951032,0.5088796
0.743,0.6637894943875451,0.63482124,0.66106474,0.6174565,0.6388414904776111,0.6683634094163672,0.69009024
0.802,0.737989203294205,0.72929734,0.7541385,0.6993072,0.7337557270333416,0.4976390822751156,0.6859453
0.771,0.7917188552224217,0.79387903,0.82807213,0.76396185,0.7607625194391704,0.5303702317329644,0.6460022
0.647,0.7763809313016933,0.7567148,0.7880104,0.73987156,0.7404106463875286,0.6587374385225551,0.7481011
0.4939999999999999,0.60698996548361,0.62119305,0.65371245,0.6158557,0.6418542974416312,0.6280782534586591,0.6157075
0.342,0.4437905094080783,0.46784887,0.49229655,0.4658622,0.4350865928879088,0.4701407180670042,0.4427133
0.228,0.3547638757282422,0.33392873,0.35256532,0.32698062,0.3334849811881887,0.356696749412958,0.35233277
0.152,0.2257547227418025,0.229685,0.2431239,0.2231786,0.2375462920686458,0.2435273357647439,0.22811474
0.105,0.1608605331105446,0.16126283,0.17112638,0.15488653,0.1654734478024155,0.1715183643210715,0.1250925
0.111,0.1172855761823087,0.1166112,0.12608203,0.11215716,0.1256878989714712,0.1314840107439157,0.11277261
0.1389999999999999,0.1225991527965114,0.11918393,0.13003205,0.11527036,0.1212265225415285,0.1342762566391999,0.12305112
0.198,0.1501504510343023,0.14981794,0.1591068,0.14367007,0.162801982750629,0.1577376615131218,0.14901543
0.2349999999999999,0.2157741092985681,0.20193602,0.21455732,0.1965314,0.2231658055477717,0.2089906942811239,0.22607745
0.242,0.2383048231991978,0.23935187,0.25157952,0.22943397,0.2401949963391148,0.2565067073609542,0.2692153
0.1769999999999999,0.2652517747107432,0.2298086,0.2441332,0.2299079,0.247298332894624,0.2622302142408822,0.30019543
0.11,0.2008485641424478,0.16500813,0.17921469,0.1676973,0.1746727637810538,0.1811275240290464,0.20975311
0.0289999999999999,0.1173156726195592,0.12297338,0.13126154,0.1159322,0.0999759819211143,0.1376097729585169,0.11281672
-0.0519999999999999,0.0461913711001539,0.049272146,0.055139806,0.04348572,0.053589986190597,0.0796254966071237,0.041101392
-0.083,-0.0329687587410774,-0.035943117,-0.019098794,-0.036445137,-0.0417421203600194,-0.0027647785469288,-0.027646292
-0.049,-0.0484895184810816,-0.04607018,-0.037389033,-0.055304807,-0.0462071942529313,0.0527228424721185,-0.045111172
0.034,0.0222072447981201,0.0127293775,0.005687484,-0.020224191,-0.0160598666206382,0.1350952577696541,0.044582676
0.1579999999999999,0.0984697296920194,0.080227345,0.071716994,0.049779344,0.077318721305148,0.1336988577171691,0.09248153
0.357,0.2023732626772435,0.18670571,0.1850163,0.16344748,0.1622376130879844,0.1836482805961019,0.19201659
0.543,0.3991995565008647,0.36459252,0.37574303,0.35031307,0.3771116808029096,0.3953593507359594,0.4295568
0.681,0.5974148734042601,0.5365529,0.55743307,0.5209742,0.5413383988897121,0.5859807745501701,0.5942589
0.803,0.7138366242092536,0.6668311,0.6952858,0.65434676,0.6565578871434794,0.6836785832471599,0.7488793
0.837,0.7848772487346843,0.77684337,0.815208,0.76692146,0.7607625194391704,0.691187771064742,0.74288875
0.767,0.7622640255632712,0.8010088,0.84841317,0.797097,0.7936026440126019,0.7023066746137199,0.7980025
0.618,0.7418033994815508,0.72692925,0.76944566,0.727575,0.7394971333351977,0.7385799165034853,0.76218635
