True,LightGBM,BiLSTM,StackLSTM ,LSTM,RF,SVM,XGB
49.65517241,52.38887411994945,49.900185,50.832756,51.67649,47.652955091816345,49.11586512257799,49.820026
39.74137931,43.48104937862031,41.77085,42.756786,43.27116,40.69290165946187,42.45702085861848,43.190315
29.65517241,31.72731249903226,31.719429,32.426407,32.59762,33.22052486526019,30.64260666482221,32.39884
19.39655172,22.702945208765698,21.810385,21.488798,21.979424,19.155352712630247,21.691244799282934,21.495415
10.0862069,13.442562918744418,12.399808,12.058499,12.296458,8.930165289933182,14.18466065368363,12.075677
3.211206897,5.631873059235332,5.2522707,6.0107617,5.9157367,2.519865864228394,9.369500844884314,0.34878802
2.844827586,9.549932294498715,9.332569,10.582503,9.311847,8.319174060769699,9.176234578550108,9.471758
10.0,6.533598949419318,6.6349688,7.499317,6.3457727,4.0181510406860745,8.272875426499455,2.6825054
19.74137931,19.44261097824696,18.70546,19.64881,19.274837,17.912777427316005,16.974107327815872,18.984268
30.17241379,27.96568226092601,28.613632,29.64347,29.35243,26.000775431815327,26.1451488597866,24.740337
40.51724138,38.10058579965059,37.97179,38.842297,39.262466,38.26742851955528,34.78951831257951,37.04591
49.9137931,46.95859273285103,48.45237,48.509544,49.905396,47.9427125531568,45.560301858017496,48.50829
58.70689655,54.705708389058174,54.69826,56.00799,56.974445,54.46565339487898,49.47005729938592,46.613434
66.12068966,63.3094693129669,63.146576,63.749886,65.558945,63.22061966011427,59.77987167755048,65.14847
71.81034483,69.69256730213036,69.00376,70.34507,71.65519,71.09790135128095,66.20054147504047,69.988266
76.12068966,74.65847320114159,73.25402,75.834145,76.23098,76.17436726085094,71.37392436705201,75.75889
78.79310345,77.06326758477348,75.61939,79.38138,78.491776,79.12464265320479,73.6481472340849,80.479675
80.17241379,79.95722707216552,76.788055,80.68978,79.46139,79.70819230970989,75.62986015967488,80.24441
80.43103448,78.8829965414035,77.226845,81.03895,79.55514,78.35371922853075,76.90552843598775,81.31756
78.62068966,77.69886176285637,76.4729,79.10427,78.133415,76.03587388697366,76.07135615083446,72.5339
