IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,Residue
1.1096450569236185,-0.12200550917965414,-0.020931132780768386,0.01914838220058042,0.2570082404764019,0.005146207698112525,0.011235301371885676,0.003758314570118085,1.1479951387197054,0.0
1.1338013150514845,-0.12380066938414701,-0.02012347376340168,0.020221794324493628,0.25766380281257634,0.005220686913085774,0.011272331756369674,0.0037408000087855373,1.148003412280753,0.0
0.7910134042208428,-0.11549556118004395,-0.019421720804354073,0.021256868274758166,0.25831035714501965,0.005293357084356487,0.011308524587262872,0.003723011590442664,1.1480117590817156,0.0
0.3461853171847059,-0.10005482798029351,-0.018758196018464988,0.02224677198372085,0.2589477287595257,0.00536420269088488,0.011343875248464048,0.0037049489867742227,1.1480201791446827,0.0
-0.09861193078464776,-0.07963638653875563,-0.01803824761965753,0.023183955135786666,0.2595757381105576,0.005433208211636982,0.011378379123871265,0.0036866118901631014,1.1480286724710453,-2.220446049250313e-16
-0.5013769221682577,-0.053328555855971245,-0.01716882396835674,0.024062488614635818,0.2601941845998039,0.005500358125575302,0.011412031597384886,0.003668000010304688,1.148037239044881,1.1102230246251565e-16
-0.8588564096879054,-0.02547148469173915,-0.01605829949684368,0.024877881117064016,0.26080285588769603,0.0055656369116639315,0.011444828052898395,0.003649113062318039,1.1480458788448478,1.1102230246251565e-16
-1.1727774703517606,0.004575002480529935,-0.014616025492905757,0.025626618782206793,0.26140153904782704,0.005629029048867667,0.011476763874315675,0.0036299507624266143,1.1480545918484928,0.0
-1.1330356726882986,0.03461957270772942,-0.012751871457802027,0.026305694680662822,0.261990032435805,0.005690519016148839,0.011507834445531799,0.0036105128276979885,1.1480633780325247,2.220446049250313e-16
-0.5086813044806302,0.06362561229139031,-0.01037621808660987,0.026912579295432722,0.26256816818865003,0.0057500912924713645,0.011538035150446596,0.003590798975827802,1.148072237373021,2.220446049250313e-16
0.11867324149641469,0.08811861252476136,-0.007399948012765262,0.027445211470410253,0.26313581202085023,0.005807730356797573,0.01156736137295884,0.00357080892497922,1.1480811698455933,-2.220446049250313e-16
0.6892433723307213,0.10879626483837775,-0.003734324767347888,0.027901882592907122,0.2636928580011152,0.005863420688093496,0.011595808496965542,0.0035505423940393383,1.148090175425128,0.0
1.0482763864179923,0.1223243693549548,0.0007092861186273029,0.02828094808788051,0.2642392381604504,0.005917146765321109,0.011623371906366534,0.003529999102396437,1.1480992540860107,0.0
1.1962803047168455,0.12810800363429486,0.006019491515029959,0.028580764832336687,0.26477491067692205,0.005968893067445565,0.011650046985059528,0.003509178770144047,1.1481084058019222,0.0
1.0455962660323863,0.12474876354013653,0.012255256744038838,0.02879969260258469,0.26529983622656234,0.006018644073429898,0.011675829116942768,0.003488081117724801,1.1481176305461935,0.0
0.6609771720686768,0.11256395867303279,0.019348070492061442,0.02893610122669935,0.2658139654336394,0.006066384262237141,0.01170071368591503,0.003466705865680017,1.1481269282920583,-4.440892098500626e-16
0.22936825581609974,0.09474393163391952,0.027164057158803826,0.028988371606102393,0.2663172378490685,0.006112098112831742,0.011724696075875613,0.0034450527348005473,1.148136299012498,0.0
-0.15890441918366338,0.07010712650650619,0.03556040910989674,0.028954931082883346,0.2668095465831038,0.006155770104175676,0.011747771670721704,0.0034231214461327712,1.148145742680243,0.0
