IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10
1.1112878235205268,-0.12255318814563569,-0.11633928852142339,0.13315611846251632,0.21163468317952266,0.007068453096343254,0.031197494381322584,-0.03529342089170549,-0.033990340109474694,1.2248316650280076
1.1337071154474727,-0.12113142646509313,-0.11627487651226609,0.13355683048533573,0.21204113630451865,0.007318979930233664,0.031231864474804173,-0.035319159562512414,-0.03397981928241093,1.2248493551799176
0.7922057361191235,-0.11283491275419073,-0.11597248225065131,0.1337285373281655,0.21248986330146216,0.00756613668684503,0.0312645583799027,-0.03534523077216436,-0.03396925870832054,1.2248670526698284
0.3475386989728355,-0.09647774565590704,-0.11536703355146549,0.1336643717221698,0.2129817896021546,0.007809885252835073,0.03129556960256847,-0.035371635068642715,-0.03395865836969596,1.2248847574931476
-0.09863893296102777,-0.07379351295217326,-0.11437545529513397,0.13335901539010286,0.21351772825829762,0.008050187514854467,0.03132489164876008,-0.035398372999935736,-0.03394801824902308,1.2249024696452786
-0.5007750701653263,-0.047412828911697985,-0.11291697077093923,0.13281009349189724,0.21409784729326894,0.00828700535955829,0.03135251802443225,-0.03542544511403219,-0.03393733832878957,1.2249201891216286
-0.8579499652072958,-0.019333965718814013,-0.1109131567842806,0.13201837049718934,0.21472152893686094,0.00852030067359827,0.03137844223554058,-0.035452851958817616,-0.03392661859158264,1.2249379159176015
-1.1728404034154878,0.012041337203463655,-0.10828612825930754,0.13098568583721673,0.21538761857601177,0.008750035343630017,0.03140265778804066,-0.03548059408149516,-0.033915859020677,1.2249556500286047
-1.1323003298160754,0.04148850012973927,-0.10495850193966152,0.12971492983194324,0.21609441252842715,0.008976171256307374,0.03142515818788545,-0.03550867202759688,-0.033905059601010874,1.2249733914500422
-0.5077226628236614,0.07032191672304573,-0.10085331400211404,0.12820957360503596,0.21684004574124263,0.009198670298282072,0.031445936941034786,-0.03553708633911973,-0.03389422032106674,1.2249911401773206
0.11916506130488652,0.095190598488685,-0.09589388953741879,0.12647338813795225,0.21762264221777947,0.009417494356211302,0.03146498755344055,-0.03556583754576564,-0.033883341181616115,1.2250088962058454
0.6903877728287204,0.11499109041593578,-0.09000361033527168,0.12451020111109902,0.21844032596135776,0.009632605316742919,0.0314823035310617,-0.035594926153336065,-0.03387242220733205,1.225026659531022
1.0489549892699055,0.1286353502311654,-0.08310585818536782,0.12232384020487752,0.21929122097529757,0.00984396506653482,0.03149787837985101,-0.03562435265651356,-0.03386146343400598,1.2250444301482555
1.1966750694423018,0.1342364943689439,-0.07512401487740403,0.11991813309969483,0.22017345126291907,0.0100515354922405,0.03151170560576373,-0.03565411754683398,-0.03385046490057812,1.2250622080529527
1.045918543629995,0.130377037320677,-0.06601303172813681,0.11729690747595518,0.2210851408275431,0.01025527848051239,0.03152377871475704,-0.03568422131445091,-0.033839426647370115,1.225079993240518
0.6615506266302768,0.11728004574888747,-0.05586309673864217,0.11446399101406053,0.22202441367248937,0.010455155918004866,0.03153409121278654,-0.03571466444853106,-0.03382834871568905,1.225097785706357
0.23020441688993196,0.09846810649805396,-0.04483180174145197,0.11142321139441848,0.2229893938010789,0.010651129691370359,0.031542636604378824,-0.035745447436616166,-0.033817231147039564,1.225115585445875
-0.1583812129690028,0.07336699081349823,-0.03308569714518678,0.10817839629743185,0.2239782052166324,0.010843161687263953,0.03154940838655507,-0.03577657075874186,-0.03380607398293,1.2251333924544798
-0.5147717715968021,0.04470685121285482,-0.020791333358473014,0.10473337340350543,0.22498897192246897,0.011031213792339312,0.03155440004167736,-0.03580803488028344,-0.033794877264862,1.2251512067275747
-0.8297974575104842,0.01348253008050228,-0.008115260789933715,0.10109197039304435,0.22601981792190864,0.01121524789324905,0.03155760498477161,-0.03583984019928142,-0.03378364103434355,1.2251690282605667
-1.0876953462658396,-0.018904253160409907,0.004775970151806309,0.09725801494645125,0.2270688672182753,0.011395225876646658,0.031559016369871976,-0.03587198685278442,-0.033772365332876295,1.2251868570488589
-1.1393238251184252,-0.04943046738696545,0.017715809058122776,0.09323533474413304,0.2281342438148843,0.011571109629186333,0.031558626917878876,-0.035904474544703774,-0.03376105020196998,1.225204693087859
-0.4138037219340933,-0.08081064086595224,0.03053770552039229,0.08902775746649255,0.22921407171505925,0.01174286103752192,0.03155642912828196,-0.03593730275754816,-0.03374969568312749,1.2252225363729732
0.17554285961997157,-0.10555802606282534,0.04307510912998845,0.08463911079393367,0.2303064749221208,0.011910441988306559,0.03155241545315372,-0.03597047092640117,-0.03373830181785345,1.2252403868996051
0.7995141174106671,-0.12630617697712296,0.05516146947828874,0.08007322240686277,0.23140957743938614,0.012073814368195152,0.031546578330706766,-0.03600397847249002,-0.03372686864765445,1.2252582446631606
1.1164764778377374,-0.13925687614122942,0.0666302361566673,0.07533391998568213,0.23252150327017934,0.012232940063839607,0.03153891018930482,-0.03603782480719184,-0.03371539621403636,1.225276109659047
