IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11,IMF12,IMF13,IMF14,Residual,Pre
-0.00179984,-0.002693014,-0.13459814,-0.031162146,0.007638243,0.007310151,-0.008884201,0.004854724,-0.018406587,-0.022082085,0.051070396,-0.010372678,-0.029754385,0.022037994,1.3220737,1.155232131
0.00012561,0.004269262,-0.37025803,-0.10754968,-0.008539739,0.004555141,-0.007474151,0.006889291,-0.017711101,-0.021884643,0.051027123,-0.010497053,-0.029741043,0.0220215,1.3220785,0.837310987
0.004217092,0.005020638,-0.59173864,-0.14256074,-0.021975914,0.00071228,-0.005698056,0.008895631,-0.017017499,-0.021685602,0.050982498,-0.010621353,-0.029727677,0.022005023,1.3220831,0.572890781
-0.00935754,-0.005288781,-0.72632265,-0.15323052,-0.030070364,-0.004119822,-0.003589256,0.010870206,-0.016325938,-0.021484947,0.050936498,-0.010745571,-0.029714284,0.021988548,1.3220879,0.395633479
-0.022707105,-0.011080559,-0.64166933,-0.13617742,-0.032384135,-0.009664261,-0.001207583,0.012809277,-0.015636671,-0.02128256,0.050889138,-0.010869717,-0.02970084,0.021972071,1.3220927,0.475383005
0.009989106,0.003333991,-0.36574847,-0.08402654,-0.030362831,-0.015402149,0.001343382,0.014709041,-0.014949929,-0.021078458,0.050840415,-0.010993793,-0.029687375,0.021955596,1.3220974,0.852019386
0.002004308,0.005531034,0.0779391,-0.015755743,-0.02553774,-0.020672813,0.003995477,0.01656552,-0.014266109,-0.020872587,0.05079033,-0.011117782,-0.029673873,0.021939136,1.3221023,1.362970558
0.005019523,0.001058711,0.48845467,0.05595876,-0.018901339,-0.024897387,0.006677643,0.018375121,-0.013585803,-0.02066485,0.05073887,-0.011241699,-0.029660339,0.021922683,1.3221071,1.851361664
0.003889755,0.0014493,0.7428912,0.11968101,-0.010814634,-0.027668023,0.009329168,0.020134691,-0.012909669,-0.020455228,0.05068604,-0.011365549,-0.029646777,0.02190623,1.3221118,2.179219314
0.016598426,0.009519904,0.75588286,0.14884114,-0.001419032,-0.028707983,0.011917952,0.021841781,-0.012238462,-0.020243682,0.05063184,-0.011489313,-0.029633174,0.021889776,1.3221165,2.255508534
0.004763634,0.001759268,0.64051735,0.12998655,0.007405853,-0.027924249,0.014393651,0.023495482,-0.0115731,-0.02003017,0.05057628,-0.01161301,-0.029619545,0.021873329,1.3221213,2.116132623
-0.002456474,-0.004916902,0.35114694,0.07541861,0.014137703,-0.02550808,0.016712483,0.025093082,-0.010914573,-0.019814601,0.050519366,-0.011736627,-0.029605873,0.021856885,1.322126,1.772057939
0.000667966,-0.004861475,0.011225669,0.010240941,0.016682517,-0.02177582,0.018855562,0.02663231,-0.010264142,-0.019596975,0.05046108,-0.011860176,-0.029592175,0.02184045,1.3221308,1.380786532
-0.006737866,-0.004791575,-0.24379484,-0.052766692,0.014960362,-0.017087122,0.020805392,0.028111637,-0.009623071,-0.01937723,0.050401445,-0.011983644,-0.029578442,0.021824019,1.3221356,1.062497973
0.003616636,0.001238393,-0.5168389,-0.100366175,0.011350798,-0.011612196,0.022538062,0.029529026,-0.00899254,-0.019155273,0.05034043,-0.012107035,-0.02956467,0.021807592,1.3221403,0.763924447
0.004071257,-0.000812371,-0.7223269,-0.12625623,0.007457653,-0.005715346,0.024040926,0.030882565,-0.008373645,-0.018931089,0.050278075,-0.012230355,-0.029550873,0.021791168,1.3221451,0.536469935
-0.028196044,-0.014209119,-0.7257443,-0.123082034,0.004177225,0.000268262,0.025311334,0.032171812,-0.007767404,-0.01870462,0.05021434,-0.012353604,-0.029537037,0.021774748,1.3221498,0.496473359
0.008138195,-0.013912253,-0.4685313,-0.0809319,0.001206683,0.006074685,0.026339313,0.033397414,-0.007174722,-0.018475806,0.05014926,-0.012476771,-0.029523175,0.021758333,1.3221545,0.838192456
0.000590751,0.006155338,-0.13347626,-0.022660345,-0.002704338,0.011618618,0.027096773,0.034561317,-0.006596627,-0.01824462,0.05008283,-0.012599876,-0.029509282,0.021741925,1.3221593,1.248215504
0.012121884,0.010122212,0.308551,0.034861185,-0.008901173,0.016885376,0.02754114,0.03566611,-0.006034012,-0.018011015,0.05001505,-0.012722904,-0.029495342,0.021725528,1.322164,1.764489039
0.004605508,0.007826952,0.656116,0.093641624,-0.015485138,0.021850409,0.027648432,0.036713183,-0.005487851,-0.017775012,0.049945895,-0.012845852,-0.029481385,0.021709125,1.3221688,2.16115069
0.012476593,0.008801052,0.7843476,0.1338006,-0.020241773,0.026551165,0.02741281,0.03770215,-0.004959037,-0.017536553,0.049875394,-0.012968732,-0.029467387,0.021692734,1.3221736,2.339660216
0.015367578,0.006375093,0.70825577,0.117013544,-0.022402834,0.031047728,0.026842637,0.038630538,-0.004448283,-0.017295696,0.04980356,-0.013091541,-0.029453356,0.021676341,1.3221782,2.25049928
0.0011342,-0.003185906,0.49496162,0.06302957,-0.02321686,0.035286445,0.025939051,0.03949593,-0.003956343,-0.0170524,0.049730353,-0.013214283,-0.029439295,0.021659944,1.322183,1.963355026
-0.002928138,-0.000950574,0.16824898,0.007353066,-0.024021339,0.03896644,0.024709903,0.04029614,-0.003483849,-0.016806707,0.0496558,-0.013336943,-0.029425196,0.02164357,1.3221877,1.582108853
0.005288872,0.007567164,-0.16641527,-0.04883116,-0.02361666,0.041731115,0.023179218,0.041029647,-0.003031267,-0.016558614,0.049579896,-0.013459537,-0.029411064,0.021627195,1.3221925,1.210872035
0.00135333,0.005539975,-0.4096849,-0.09244714,-0.019488232,0.043297503,0.02138148,0.041693613,-0.002598859,-0.016308146,0.049502652,-0.013582059,-0.029396908,0.02161082,1.3221972,0.923070328
-0.001836865,-0.00035637,-0.6162709,-0.12031492,-0.009996647,0.04362604,0.01935829,0.042285156,-0.002186734,-0.016055342,0.04942406,-0.013704505,-0.02938271,0.021594452,1.322202,0.688385005
-0.022160111,-0.003476614,-0.7261243,-0.13687053,0.004584517,0.04293728,0.017144822,0.04280103,-0.001794906,-0.015800193,0.049344126,-0.013826883,-0.029368488,0.021578094,1.3222066,0.551174444
-0.009959882,-0.011343929,-0.5732776,-0.11798491,0.022206252,0.04145313,0.014769633,0.0432375,-0.001423361,-0.015542761,0.04926284,-0.013949195,-0.029354226,0.021561736,1.3222114,0.741866628
-0.006591579,-0.009521242,-0.22263801,-0.069688015,0.03989929,0.03915093,0.012267376,0.04359064,-0.001072099,-0.015283091,0.04918023,-0.014071435,-0.02933994,0.021545384,1.3222162,1.159644639
0.016769446,0.005441806,0.13999873,0.007868069,0.05437559,0.035958335,0.009676959,0.043856736,-0.0007409,-0.015021202,0.04909628,-0.014193604,-0.029325614,0.021529038,1.3222209,1.647510569
0.008407846,0.005706248,0.50906384,0.09645446,0.06308169,0.031887673,0.007016995,0.044031497,-0.000429422,-0.014757156,0.04901101,-0.0143157,-0.02931125,0.021512685,1.3222256,2.099586016
0.01859751,0.003023956,0.67592543,0.15079448,0.063856915,0.026872728,0.004278324,0.0441112,-0.000137349,-0.014490983,0.048924416,-0.014437735,-0.029296871,0.02149635,1.3222302,2.321748571
0.014923211,-0.008225775,0.7082327,0.14874692,0.058158886,0.020822303,0.001451863,0.044094257,0.0001358,-0.01422275,0.048836503,-0.014559684,-0.029282445,0.02148002,1.322235,2.322826809
0.007050089,-0.006037294,0.48625398,0.097204156,0.04865643,0.013534121,-0.001473178,0.043981552,0.000390505,-0.013952534,0.048747297,-0.014681585,-0.029267991,0.02146369,1.3222398,2.024109037
0.001515301,-0.001949348,0.19684999,0.032564864,0.03730745,0.005039641,-0.004508742,0.043775827,0.00062715,-0.013680404,0.048656806,-0.0148034,-0.029253501,0.021447366,1.3222445,1.6458335
0.001087449,0.004127144,-0.10339842,-0.026676426,0.024434019,-0.004493318,-0.007623705,0.043480497,0.000846229,-0.013406389,0.048565026,-0.014925158,-0.029238984,0.021431053,1.3222492,1.266458217
0.002813526,0.006051869,-0.34334692,-0.085154586,0.008966107,-0.014435236,-0.01083481,0.04309963,0.001048127,-0.013130588,0.04847197,-0.015046843,-0.029224435,0.02141474,1.3222538,0.94294635
0.001946924,0.00054032,-0.51984674,-0.1390432,-0.009764307,-0.02406539,-0.014179171,0.04263912,0.001233007,-0.012853064,0.048377648,-0.015168463,-0.029209848,0.021398429,1.3222587,0.674263965
-0.011171653,-0.01427541,-0.63058233,-0.1608293,-0.031982582,-0.032832265,-0.017623747,0.042104978,0.001401063,-0.012573878,0.04828209,-0.015290014,-0.029195232,0.021382127,1.3222634,0.479077247
-0.039987404,-0.014983418,-0.63046575,-0.12702575,-0.054562893,-0.040446587,-0.021148488,0.0415033,0.001552541,-0.012293142,0.048185278,-0.0154115,-0.029180583,0.021365825,1.322268,0.44936943
0.013315709,0.001750646,-0.3762393,-0.05624596,-0.07273158,-0.046593435,-0.024723656,0.04083945,0.001687661,-0.01201089,0.048087236,-0.015532914,-0.029165907,0.021349534,1.3222727,0.816059294
0.003897371,0.012655641,0.040161908,0.017980173,-0.08474058,-0.051022742,-0.028304655,0.040118467,0.001806711,-0.011727212,0.047987983,-0.015654266,-0.029151194,0.021333244,1.3222775,1.287618349
0.020118596,0.009491329,0.4852075,0.0933748,-0.09088488,-0.05363273,-0.031823903,0.039346218,0.001909924,-0.011442144,0.047887515,-0.01577555,-0.02913645,0.02131696,1.3222822,1.808239385
0.03598813,0.009335117,0.7013602,0.1561126,-0.09052532,-0.054472875,-0.03520164,0.038527824,0.001997698,-0.011155733,0.047785845,-0.015896762,-0.029121663,0.021300687,1.3222868,2.098320908
0.011789194,0.005268442,0.6234402,0.16197409,-0.08326661,-0.053654555,-0.03836213,0.03766806,0.002070363,-0.010868005,0.04768302,-0.016017927,-0.02910686,0.021284407,1.3222915,2.00219319
0.001373011,-0.002508459,0.33247703,0.10009144,-0.06979047,-0.05118278,-0.04122626,0.036771584,0.002128248,-0.010579022,0.047579005,-0.016139016,-0.02909202,0.021268146,1.3222963,1.643466736
-0.006715621,-0.006650867,0.029199086,0.029640725,-0.05294018,-0.047015022,-0.043719657,0.035842724,0.002171723,-0.010288866,0.047473837,-0.016260039,-0.029077146,0.021251883,1.322301,1.275213581
-0.006356049,-0.000269092,-0.27467576,-0.028684093,-0.035928365,-0.04142643,-0.045795787,0.03488434,0.00220127,-0.009997555,0.04736754,-0.016380994,-0.029062238,0.021235628,1.3223057,0.939418114
-0.00574183,-0.007561924,-0.49146873,-0.0973982,-0.019160215,-0.03499857,-0.047401894,0.033898205,0.002217409,-0.009705198,0.047260124,-0.016501887,-0.029047301,0.02121937,1.3223103,0.667919658
-0.009328056,-0.023612974,-0.63698906,-0.15559858,-0.001951254,-0.028457347,-0.048485946,0.032885898,0.002220702,-0.009411848,0.047151584,-0.016622722,-0.029032338,0.021203125,1.3223151,0.466286284
-0.05153703,-0.03149616,-0.61783415,-0.16093886,0.016959496,-0.022394596,-0.049005777,0.03184958,0.002211645,-0.009117615,0.047041953,-0.016743476,-0.029017339,0.02118688,1.3223197,0.453484251
0.011199445,-0.009761591,-0.42385173,-0.11594977,0.039517492,-0.017035963,-0.048919115,0.030789455,0.002190813,-0.008822515,0.046931244,-0.016864177,-0.029002298,0.021170635,1.3223244,0.803916325
0.000503694,0.008747903,-0.06548077,-0.04049111,0.06521484,-0.012533474,-0.048185628,0.029703842,0.002158823,-0.008526657,0.046819467,-0.016984817,-0.02898723,0.021154413,1.3223292,1.275442497
0.015056754,0.012380926,0.32950422,0.06104401,0.090346955,-0.00896479,-0.046776194,0.02859177,0.00211646,-0.008230059,0.04670665,-0.01710539,-0.02897214,0.021138184,1.3223338,1.819171156
0.014538113,0.020933345,0.59600097,0.14527571,0.11035485,-0.006422865,-0.044665463,0.027453002,0.00206438,-0.007932793,0.046592787,-0.0172259,-0.028957013,0.021121962,1.3223385,2.201469585
0.030587187,0.02892861,0.68885887,0.17449118,0.1204494,-0.004725431,-0.041839153,0.02628642,0.002003407,-0.007634951,0.04647791,-0.017346345,-0.028941855,0.021105746,1.3223432,2.361044195
0.030123781,0.025050731,0.62559694,0.14394423,0.11885172,-0.003713389,-0.038289264,0.025089605,0.001934324,-0.007336621,0.046362024,-0.01746672,-0.02892666,0.021089533,1.3223479,2.264658134
0.011797903,0.011669924,0.4024521,0.09291696,0.108856656,-0.003239835,-0.034019813,0.023858257,0.001858036,-0.007037822,0.04624514,-0.017587036,-0.028911442,0.021073334,1.3223525,1.952284862
0.005867952,-0.000247887,0.12610306,0.016384024,0.09448762,-0.003272435,-0.029063921,0.022588959,0.001775257,-0.006738644,0.046127282,-0.017707294,-0.028896187,0.021057133,1.3223572,1.570822118
0.004409754,-0.006873691,-0.12884781,-0.066666245,0.07728862,-0.003935264,-0.02349843,0.021279763,0.001686673,-0.006439105,0.046008438,-0.017827488,-0.0288809,0.021040933,1.322362,1.211107249
-0.005952062,-0.011118182,-0.3285702,-0.124284506,0.057669323,-0.0053207,-0.017419977,0.01992926,0.001593025,-0.006139277,0.04588864,-0.017947616,-0.028865581,0.021024745,1.3223666,0.922853492
-0.004425094,-0.009775831,-0.5499246,-0.15429524,0.035340615,-0.007185247,-0.010918553,0.018535323,0.001494876,-0.005839107,0.045767862,-0.018067673,-0.028850237,0.021008568,1.3223712,0.655236862
-0.015306758,-0.018466514,-0.6937226,-0.16156493,0.00956501,-0.009250317,-0.004162473,0.017096158,0.001392994,-0.005538702,0.045646142,-0.018187677,-0.02883485,0.020992378,1.322376,0.462033862
-0.03732343,-0.027319906,-0.60246885,-0.13538842,-0.019958852,-0.011289387,0.002719574,0.015610497,0.001288161,-0.005238008,0.045523476,-0.018307615,-0.028819446,0.020976212,1.3223807,0.522384706
0.003775968,-0.013469947,-0.28149942,-0.07271908,-0.04951824,-0.013081054,0.009540635,0.014079371,0.001181311,-0.004937043,0.045399867,-0.018427486,-0.028804004,0.020960035,1.3223853,0.934866213
0.004954561,0.005432984,0.13271943,0.004739908,-0.07505955,-0.01437182,0.016309844,0.012504401,0.001073529,-0.004635808,0.045275323,-0.018547308,-0.028788527,0.020943874,1.32239,1.42494084
0.012072833,0.006970689,0.56684774,0.07679837,-0.09447949,-0.014977125,0.022944339,0.010887944,0.000965814,-0.004334303,0.045149833,-0.01866705,-0.028773017,0.020927712,1.3223946,1.92472889
0.022659246,0.019640222,0.7446805,0.14359571,-0.107421,-0.014734739,0.029326182,0.009232328,0.000859294,-0.004032544,0.045023438,-0.018786738,-0.028757485,0.020911569,1.3223993,2.184595283
0.023052186,0.021693815,0.7219332,0.17196532,-0.11422902,-0.013516114,0.035334196,0.007539469,0.000754997,-0.003730533,0.044896126,-0.018906355,-0.028741917,0.020895414,1.322404,2.191344784
0.003900538,0.005957175,0.5223765,0.12892222,-0.11550217,-0.011214485,0.040860966,0.005811486,0.000654034,-0.003428215,0.044767886,-0.01902592,-0.028726317,0.020879276,1.3224087,1.918641674
-0.005912738,-0.008341276,0.25212726,0.053872205,-0.11182813,-0.007775094,0.045819096,0.004050768,0.000557299,-0.003125591,0.04463875,-0.019145412,-0.02871069,0.020863138,1.3224133,1.559502885
-0.003279001,0.001726598,-0.098448485,-0.017894562,-0.10351013,-0.003189788,0.050151117,0.00226032,0.000465887,-0.002822641,0.04450871,-0.019264858,-0.02869503,0.020847006,1.322418,1.165273143
-0.000341492,0.011139634,-0.38774124,-0.08569419,-0.09032391,0.002369873,0.05382174,0.000444532,0.000380583,-0.002519295,0.044377785,-0.019384226,-0.028679337,0.020830885,1.3224226,0.841103942
0.001845466,0.000776133,-0.6063888,-0.13919672,-0.07156719,0.008451585,0.05683551,-0.001390379,0.000302305,-0.002215516,0.04424596,-0.019503538,-0.02866362,0.020814763,1.3224273,0.58677326
