IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11,IMF12,IMF13,IMF14,Residual,Pre
-0.001864237,-0.008430437,-0.4692137,-0.17549525,0.039904825,-0.001896463,-0.038721725,0.020681592,0.004400885,0.027546545,0.024848938,-0.032474615,-0.026726708,0.01904781,1.322939,0.70454646
0.001199954,-0.012249014,-0.6586379,-0.174252,0.002226285,-0.01048787,-0.03612724,0.01908367,0.004372162,0.027712267,0.024644645,-0.03258652,-0.02670811,0.019032404,1.3229436,0.470166333
-0.026189648,-0.021638615,-0.6736254,-0.14307775,-0.036103416,-0.018737977,-0.03323394,0.017431855,0.004341531,0.02787454,0.024440102,-0.032698337,-0.026689496,0.019017015,1.3229481,0.404058564
0.006619371,-0.016481655,-0.43834895,-0.07582629,-0.07207968,-0.026075598,-0.0300535,0.015730008,0.004309515,0.028033422,0.024235304,-0.032810073,-0.026670866,0.019001633,1.3229526,0.70253524
-0.001547005,0.00390962,-0.082409345,0.012968467,-0.10302272,-0.031971,-0.026608195,0.0139819,0.004276661,0.028188858,0.024030281,-0.032921724,-0.02665222,0.01898625,1.322957,1.124166828
0.011880774,0.012502272,0.3418565,0.09003558,-0.12708631,-0.036115386,-0.02293661,0.012191835,0.004243519,0.028340792,0.023825034,-0.03303328,-0.026633548,0.018970883,1.3229614,1.621003455
0.007864245,0.011466507,0.6562203,0.15028146,-0.14330454,-0.038384415,-0.019084211,0.01036488,0.004210762,0.028489264,0.023619546,-0.033144757,-0.026614876,0.018955521,1.322966,1.973905686
0.011921983,0.010185854,0.73541635,0.18070254,-0.14972079,-0.038901918,-0.015094487,0.008506279,0.004178786,0.028634269,0.023413826,-0.033256132,-0.026596177,0.01894016,1.3229704,2.081300943
0.00978781,0.008922092,0.5404834,0.1581384,-0.14539404,-0.037921064,-0.011017134,0.006621807,0.004148033,0.028775847,0.023207894,-0.03336742,-0.026577463,0.018924806,1.3229749,1.867707868
0.002418663,0.00338953,0.25488123,0.0980145,-0.13156891,-0.03577402,-0.006946908,0.004718478,0.004118871,0.028913941,0.023001716,-0.033478625,-0.026558742,0.018909473,1.3229793,1.527018497
0.00434581,0.005766062,-0.07223733,0.016199123,-0.11047902,-0.03287591,-0.002920403,0.002803392,0.004091547,0.02904866,0.022795355,-0.033589736,-0.02654,0.018894134,1.3229839,1.148285583
0.005660661,0.005185712,-0.3317778,-0.07366561,-0.08526613,-0.02956938,0.00097292,0.000883386,0.004066379,0.029179972,0.02258877,-0.03370075,-0.026521243,0.018878808,1.3229883,0.829903994
0.008043937,-0.000739934,-0.5528794,-0.13776831,-0.057577644,-0.026112342,0.004690689,-0.00103612,0.004043777,0.029307835,0.022381961,-0.033811666,-0.026502466,0.018863486,1.3229928,0.573896602
-0.005591584,-0.013688856,-0.68989325,-0.16340598,-0.027250474,-0.022512,0.008242605,-0.002961194,0.00402407,0.02943236,0.022174971,-0.03392249,-0.02648368,0.018848183,1.3229972,0.42000988
-0.02730258,-0.01928655,-0.65525633,-0.1517124,0.005601123,-0.018662369,0.011641639,-0.004893105,0.004007574,0.029553492,0.02196777,-0.03403322,-0.026464876,0.018832877,1.3230017,0.476994745
0.011331669,-0.008195323,-0.41801885,-0.09314919,0.041403834,-0.01459851,0.014887569,-0.006808176,0.003994455,0.029671252,0.021760376,-0.034143854,-0.026446063,0.01881758,1.3230062,0.863512969
-0.001964715,0.001241961,-0.03625261,-0.004714006,0.07929654,-0.010482111,0.017971655,-0.008732219,0.003984999,0.029785581,0.021552792,-0.034254394,-0.026427235,0.01880228,1.3230106,1.372819119
0.005625673,0.004079554,0.35107586,0.0638743,0.11620523,-0.006520162,0.020888107,-0.010632027,0.003979441,0.029896518,0.021345014,-0.034364834,-0.026408385,0.018787004,1.3230151,1.880846393
-0.000334705,0.004101192,0.65237963,0.11841249,0.14624643,-0.002904059,0.023623263,-0.012499733,0.003978055,0.030004047,0.021137062,-0.03447517,-0.026389532,0.018771727,1.3230195,2.265070197
0.011167775,0.011273077,0.72898775,0.15837218,0.1647568,0.000324741,0.026146607,-0.01433049,0.003981267,0.030108145,0.020928925,-0.03458541,-0.026370654,0.018756462,1.323024,2.422541174
0.008650615,0.009076992,0.6606483,0.1567446,0.16831131,0.003351806,0.02841735,-0.01611802,0.003989281,0.030208796,0.02072062,-0.034695543,-0.026351769,0.018741203,1.3230284,2.354723941
0.005168035,0.008307627,0.40919426,0.103484005,0.15489455,0.006349671,0.030391831,-0.017855652,0.004002401,0.030306056,0.020512128,-0.03480558,-0.026332874,0.018725954,1.3230329,2.035375311
0.001051329,0.00165751,0.14336097,0.03711765,0.1282914,0.009509059,0.032045744,-0.019537756,0.00402057,0.030399853,0.020303464,-0.034915518,-0.02631396,0.018710706,1.3230373,1.668738321
8.01E-05,-0.005400113,-0.1054322,-0.026262844,0.0934954,0.01287419,0.03337397,-0.021159826,0.004043488,0.030490147,0.020094628,-0.03502535,-0.026295038,0.01869547,1.3230418,1.316613824
0.000782885,-0.001716557,-0.33738935,-0.08074423,0.055148985,0.016446106,0.034392916,-0.022719136,0.004070976,0.030576978,0.019885616,-0.035135083,-0.026276102,0.018680245,1.3230462,0.999050448
0.010886813,0.007261849,-0.55793947,-0.13182455,0.016545247,0.020129569,0.035116863,-0.024214018,0.004102691,0.030660361,0.019676449,-0.035244703,-0.026257148,0.018665025,1.3230506,0.710615578
0.008015811,-0.008183865,-0.6776437,-0.16210486,-0.020974087,0.023818148,0.035562318,-0.025641914,0.00413833,0.030740244,0.019467095,-0.035354227,-0.026238188,0.018649809,1.3230551,0.507306014
-0.025011469,-0.026953612,-0.658212,-0.13380976,-0.056207474,0.027375381,0.035745148,-0.026998281,0.004177373,0.03081659,0.019257573,-0.03546364,-0.026219212,0.018634606,1.3230596,0.470190823
0.018568253,-0.011583012,-0.46043283,-0.06627778,-0.087026164,0.030618291,0.035671417,-0.028278174,0.004219174,0.030889437,0.019047895,-0.03557295,-0.026200226,0.018619403,1.323064,0.765326734
-0.008997439,-2.10E-05,-0.027505992,0.000564282,-0.11142935,0.033389267,0.035335753,-0.029476829,0.004263089,0.030958762,0.018838037,-0.03568215,-0.026181221,0.018604217,1.3230684,1.225727817
0.009073151,0.008105722,0.38504538,0.05582881,-0.12865108,0.035548333,0.03472368,-0.030589653,0.004308225,0.031024536,0.018628007,-0.035791237,-0.026162213,0.018589037,1.3230728,1.702753498
0.003949175,0.013159632,0.672243,0.12322635,-0.13951218,0.03702763,0.033817176,-0.03161255,0.004353882,0.031086806,0.01841781,-0.035900224,-0.02614319,0.018573856,1.3230773,2.045764473
0.007969059,0.010215954,0.75156885,0.17034414,-0.14428943,0.0378474,0.032596268,-0.032541495,0.004399169,0.031145524,0.018207457,-0.0360091,-0.026124153,0.018558698,1.3230817,2.166970041
0.004885829,0.004315354,0.5890397,0.1600164,-0.14312026,0.03795709,0.031036526,-0.033372413,0.004443441,0.03120065,0.017996907,-0.036117863,-0.026105111,0.01854354,1.3230861,1.98380589
-0.002258836,-0.004269614,0.33215415,0.10058716,-0.13571265,0.037193462,0.029135654,-0.03410253,0.004485956,0.03125222,0.017786214,-0.036226515,-0.026086053,0.018528389,1.3230906,1.655557607
-0.001994915,-0.004998001,0.04033757,0.005313196,-0.12149368,0.035322484,0.026909957,-0.03473096,0.004526041,0.031300202,0.017575357,-0.036335062,-0.026066985,0.018513242,1.323095,1.277273446
-0.002441469,-0.002321308,-0.21046501,-0.0946074,-0.09905657,0.032279488,0.024383742,-0.03525712,0.004563026,0.031344593,0.017364351,-0.036443483,-0.026047908,0.018498106,1.3230994,0.944892438
0.010271953,0.005485268,-0.48989657,-0.15757348,-0.06710561,0.028103208,0.021592451,-0.035680577,0.004596346,0.031385407,0.017153202,-0.036551803,-0.026028818,0.018482987,1.3231038,0.647337764
0.00033241,-0.004467365,-0.6642169,-0.17028351,-0.028098881,0.022960624,0.018587567,-0.036001865,0.004625453,0.031422615,0.016941909,-0.036660004,-0.026009718,0.018467862,1.3231082,0.470708397
-0.020101173,-0.013641831,-0.6941888,-0.1455027,0.013120742,0.017154131,0.015413413,-0.036221337,0.004649935,0.03145625,0.016730487,-0.036768097,-0.025990613,0.01845275,1.3231126,0.467675757
0.008525554,-0.011083262,-0.45542288,-0.090574585,0.051858753,0.010998393,0.012092516,-0.03634026,0.004669395,0.03148642,0.016518949,-0.03687607,-0.02597149,0.018437648,1.3231171,0.821436181
0.000541322,0.004313417,-0.10297543,-0.03401282,0.08585801,0.004723703,0.008652594,-0.03636119,0.004683571,0.031513073,0.01630728,-0.036983926,-0.025952358,0.018422559,1.3231215,1.261851305
0.008365242,0.005645728,0.3070701,0.032181792,0.11396629,-0.001512359,0.005118126,-0.03628797,0.004692464,0.031536296,0.016095491,-0.03709166,-0.025933227,0.018407462,1.323126,1.765379775
-0.000536642,-0.002677388,0.632898,0.10555095,0.13568273,-0.00728992,0.001492924,-0.036126047,0.004696032,0.031556074,0.015883576,-0.03719928,-0.025914073,0.018392388,1.3231304,2.159539723
0.004347469,-0.001233386,0.74403715,0.16880955,0.15021195,-0.012431394,-0.002218262,-0.03588028,0.004694372,0.031572476,0.01567157,-0.03730678,-0.025894914,0.018377315,1.3231348,2.345891636
0.006506865,0.004382858,0.65017974,0.18056002,0.15569642,-0.016802942,-0.005999936,-0.035552803,0.004687455,0.031585485,0.015459435,-0.037414163,-0.025875745,0.018362252,1.3231392,2.268914141
0.000731232,0.002700512,0.4121081,0.13184652,0.14888388,-0.02032444,-0.009790062,-0.03514412,0.004675269,0.031595156,0.015247212,-0.03752142,-0.025856571,0.018347202,1.3231436,1.960642069
-0.005132099,-0.007222614,0.16732106,0.058712285,0.1301976,-0.023079956,-0.013601771,-0.034654647,0.00465784,0.031601526,0.015034876,-0.037628558,-0.025837386,0.018332157,1.323148,1.601848313
0.001092765,-0.003080247,-0.101770744,-0.030817404,0.1034966,-0.025250237,-0.01737618,-0.034085542,0.004635059,0.031604648,0.014822441,-0.03773557,-0.02581818,0.018317122,1.3231524,1.221186931
-0.002370135,0.004021724,-0.3044299,-0.10429055,0.07189251,-0.027023885,-0.021072516,-0.033437856,0.004606762,0.03160454,0.014609933,-0.03784246,-0.025798976,0.018302089,1.3231567,0.91192798
0.008763347,0.01161477,-0.53733605,-0.14410768,0.037646234,-0.028537603,-0.024646522,-0.032712806,0.004572728,0.03160129,0.014397326,-0.037949227,-0.025779767,0.018287065,1.3231611,0.618974205
0.009278105,-0.001955553,-0.6887867,-0.15889949,0.001850885,-0.029818635,-0.028046126,-0.031911783,0.004532711,0.031594906,0.014184644,-0.03805587,-0.025760548,0.018272053,1.3231655,0.399644099
-0.023983404,-0.017553631,-0.6783116,-0.1538445,-0.03459245,-0.030932387,-0.03123555,-0.031036448,0.004486546,0.031585522,0.013971888,-0.038162377,-0.025741316,0.018257048,1.32317,0.32607734
0.01351478,-0.005356318,-0.49339986,-0.094965,-0.069904685,-0.03193439,-0.03418632,-0.030088922,0.004433985,0.03157316,0.013759071,-0.038268764,-0.025722085,0.018242048,1.3231744,0.5808711
0.002836713,0.008544639,-0.15970121,0.005703572,-0.10013917,-0.032816537,-0.036869437,-0.029072244,0.004374989,0.031557877,0.013546187,-0.038375024,-0.025702843,0.01822706,1.3231788,0.985293371
0.005420946,0.001897012,0.31280386,0.09022886,-0.12128737,-0.03343474,-0.0392583,-0.027989563,0.004309487,0.03153967,0.013333241,-0.03848115,-0.025683586,0.01821208,1.3231832,1.514793647
0.000967629,0.003740025,0.63877577,0.13398431,-0.13190454,-0.033391494,-0.041317575,-0.026843987,0.00423755,0.031518683,0.013120252,-0.038587157,-0.025664326,0.018197108,1.3231876,1.870019848
0.004947058,-0.000906227,0.78332263,0.15527797,-0.13380302,-0.03227054,-0.04301203,-0.025639454,0.004159395,0.03149481,0.012907217,-0.038693022,-0.025645057,0.018182147,1.3231919,2.033513778
0.001715127,-0.007876925,0.66311425,0.14859748,-0.12986062,-0.02987754,-0.04429722,-0.024382103,0.004075381,0.031468213,0.01269416,-0.038798757,-0.02562578,0.018167187,1.3231963,1.902309153
-0.003509366,-0.009639086,0.36018285,0.107759066,-0.12168212,-0.02629508,-0.045121066,-0.023078581,0.003985795,0.03143882,0.012481051,-0.03890437,-0.025606502,0.018152237,1.3232007,1.563364348
0.000323098,-0.001141115,-0.006528375,0.03687962,-0.1091718,-0.0219106,-0.045432996,-0.021736547,0.003891036,0.031406663,0.012267926,-0.039009843,-0.025587216,0.018137299,1.3232051,1.15559225
0.001373086,0.003450403,-0.2854967,-0.049348235,-0.09167103,-0.017116489,-0.045195367,-0.020363502,0.003791391,0.03137173,0.012054786,-0.039115183,-0.025567912,0.018122371,1.3232095,0.819498848
0.012136891,0.004214115,-0.5387142,-0.12956162,-0.06814578,-0.012180422,-0.044390153,-0.018965794,0.003687121,0.031334125,0.011841646,-0.03922039,-0.025548607,0.018107451,1.3232139,0.527808284
0.001824088,-0.010438778,-0.6940979,-0.16349597,-0.03930889,-0.007226402,-0.043009408,-0.017548552,0.003578336,0.031293813,0.011628499,-0.03932547,-0.025529303,0.018092535,1.3232182,0.349654798
-0.02739271,-0.019013733,-0.7217476,-0.13807708,-0.006978418,-0.002285081,-0.04105244,-0.016115515,0.003464941,0.031250812,0.01141536,-0.03943041,-0.025509989,0.01807763,1.3232226,0.349828367
0.010362365,-0.004028528,-0.52077234,-0.07540196,0.02618751,0.002605421,-0.03852958,-0.014670016,0.00334681,0.03120516,0.011202235,-0.03953521,-0.02549066,0.018062737,1.323227,0.707770944
0.003572674,0.010492653,-0.19174725,-0.006885862,0.05888155,0.007357402,-0.035457868,-0.013214174,0.003223767,0.031156892,0.01098914,-0.039639875,-0.025471333,0.018047843,1.3232313,1.154536858
0.008137101,0.000248287,0.24466075,0.058709923,0.08837697,0.011999657,-0.031852253,-0.011751113,0.003095673,0.031106042,0.010776076,-0.03974441,-0.025452001,0.018032968,1.3232358,1.689579471
0.000335426,0.000640979,0.56597,0.12214101,0.111518785,0.016431995,-0.027732428,-0.010285031,0.002962489,0.031052614,0.010563034,-0.039848804,-0.02543266,0.018018097,1.3232402,2.099575707
-0.001499424,0.002474865,0.764786,0.16445799,0.12473907,0.020453792,-0.023133337,-0.008820158,0.002824062,0.030996656,0.010350051,-0.039953064,-0.02541331,0.01800323,1.3232445,2.363510923
0.010360329,0.000943012,0.7596991,0.16371292,0.12621467,0.023808584,-0.018089015,-0.007360057,0.002680337,0.030938175,0.010137114,-0.040057182,-0.025393965,0.017988378,1.3232489,2.378831299
-0.005497516,-0.007422536,0.5971335,0.117123716,0.1173489,0.026397591,-0.012643266,-0.005927036,0.002531124,0.030877203,0.009924229,-0.040161155,-0.0253746,0.01797353,1.3232533,2.145536984
-0.002379334,-0.007020976,0.28396496,0.04491189,0.100849256,0.028194277,-0.006904436,-0.004507937,0.002376297,0.030813757,0.009711413,-0.040264994,-0.025355237,0.017958693,1.3232576,1.75560523
-0.001476199,-5.65E-05,-0.042364653,-0.00953211,0.078739025,0.029091911,-0.000961416,-0.00309532,0.002215666,0.030747894,0.009498663,-0.040368695,-0.025335869,0.017943867,1.323262,1.368308216
0.005347048,0.010493798,-0.33634412,-0.06456723,0.05336594,0.02884077,0.00499732,-0.001695255,0.002048982,0.030679578,0.009285982,-0.04047225,-0.02531649,0.017929053,1.3232663,1.017859427
0.014913634,0.012555414,-0.5641853,-0.124435,0.027721457,0.027218742,0.010895913,-0.000310806,0.00187589,0.03060888,0.009073383,-0.04057567,-0.025297118,0.017914237,1.3232707,0.721244355
0.009386651,-0.005155924,-0.69542927,-0.16300716,0.00437823,0.024092427,0.016684119,0.0010732,0.001695895,0.030535763,0.008860859,-0.04067894,-0.02527773,0.017899435,1.3232751,0.508332655
-0.02729536,-0.016731184,-0.70081085,-0.15385178,-0.015635308,0.019568652,0.022243261,0.002458385,0.001508407,0.030460337,0.008648448,-0.04078207,-0.02525834,0.017884633,1.3232795,0.445686731
0.011544201,-0.004401033,-0.5223533,-0.09939249,-0.03335958,0.013878821,0.027455106,0.003846428,0.001313014,0.030382583,0.008436111,-0.040885057,-0.025238948,0.01786985,1.3232838,0.712379506
3.41E-06,0.007106368,-0.16690014,-0.019549187,-0.050681736,0.007472043,0.032220285,0.005239068,0.001109141,0.03030261,0.00822388,-0.040987898,-0.025219548,0.017855076,1.3232882,1.129481577
0.008273661,0.004213982,0.271145,0.063168645,-0.068293214,0.0009971,0.03646214,0.006638042,0.000896498,0.030220382,0.008011761,-0.041090596,-0.025200147,0.017840313,1.3232926,1.636576167
0.006620879,0.004732574,0.5938684,0.12796748,-0.08374239,-0.004814511,0.040125113,0.008045267,0.000674866,0.030136006,0.007799748,-0.041193154,-0.025180735,0.017825555,1.3232969,2.006161998
0.010857102,0.001504693,0.75866926,0.16397205,-0.093042865,-0.00926133,0.04317388,0.009463424,0.000444081,0.030049501,0.007587855,-0.041295566,-0.02516132,0.017810808,1.3233012,2.198072772
0.006183676,-0.004535994,0.68652695,0.1623838,-0.09203251,-0.011946826,0.045590106,0.010895724,0.000204156,0.029960938,0.007376081,-0.041397825,-0.025141906,0.01779606,1.3233056,2.11516803
-0.005322198,-0.007545859,0.40628046,0.12426098,-0.080660574,-0.012693144,0.047381185,0.012343993,-4.49E-05,0.029870337,0.007164421,-0.041499943,-0.025122492,0.017781325,1.3233099,1.795503511
-0.005681959,-0.006362116,0.063698,0.059169542,-0.06277664,-0.01162038,0.04857789,0.013808557,-0.000302797,0.02977775,0.006952888,-0.041601907,-0.02510306,0.017766612,1.3233143,1.409616681
0.000554707,0.004503285,-0.25761643,-0.02619293,-0.043172274,-0.009137595,0.049223177,0.015289209,-0.000569139,0.029683214,0.006741491,-0.041703735,-0.025083637,0.017751893,1.3233186,1.043589835
-0.000665511,0.001332135,-0.4565408,-0.11671,-0.024632327,-0.005719252,0.04935448,0.016785007,-0.000843509,0.029586766,0.006530221,-0.041805405,-0.025064206,0.017737186,1.3233229,0.772667685
0.000170966,-0.004906469,-0.64186335,-0.16222927,-0.007961912,-0.001675768,0.04898387,0.018295242,-0.001125455,0.029488442,0.006319071,-0.04190693,-0.025044763,0.017722484,1.3233273,0.557593458
-0.027181912,-0.012226251,-0.6890973,-0.15344878,0.007181436,0.0027887,0.048121244,0.019821122,-0.001414413,0.029388241,0.006108071,-0.042008303,-0.025025332,0.017707795,1.3233316,0.504045917
0.001640098,-0.006002527,-0.5352507,-0.10457323,0.0222999,0.007430046,0.046786338,0.021363711,-0.001709808,0.029286217,0.005897199,-0.04210953,-0.02500588,0.017693121,1.323336,0.761080956
5.67E-05,0.002127006,-0.2160171,-0.043255996,0.037670966,0.011999388,0.045008127,0.022923447,-0.002010911,0.029182352,0.005686469,-0.042210605,-0.02498644,0.017678447,1.3233403,1.167192177
0.011175768,0.000715094,0.20028274,0.025669608,0.052322924,0.016125789,0.04281995,0.024500243,-0.0023169,0.029076649,0.005475883,-0.042311527,-0.02496699,0.01766379,1.3233447,1.679577721
0.008252812,0.003961498,0.51870584,0.098842956,0.06395148,0.019377694,0.040254086,0.026092803,-0.002626978,0.028969139,0.005265454,-0.0424123,-0.024947535,0.017649133,1.323349,2.084685081
0.013566396,0.004304869,0.7018899,0.1449397,0.06875539,0.021454383,0.0373435,0.027699094,-0.002940446,0.028859861,0.005055167,-0.042512916,-0.02492808,0.017634489,1.3233533,2.324474606
0.017950151,-0.001334272,0.7288486,0.15263194,0.06544992,0.022331238,0.034120884,0.029316317,-0.003256851,0.028748779,0.004845031,-0.04261338,-0.02490862,0.01761986,1.3233576,2.353107197
0.005872099,-0.002273744,0.5264038,0.12751451,0.053708635,0.022072082,0.030603198,0.030940613,-0.003575946,0.028635912,0.004635053,-0.042713694,-0.024889162,0.01760523,1.323362,2.097900586
0.003609472,-0.003365748,0.2347173,0.07134037,0.035931494,0.020664047,0.026818108,0.032567825,-0.003897703,0.028521273,0.004425224,-0.04281385,-0.024869692,0.01759062,1.3233663,1.724605041
-0.007506629,-0.008661903,-0.002410411,0.003957116,0.017121753,0.01807706,0.022809127,0.034193266,-0.004222067,0.02840485,0.004215546,-0.04291385,-0.024850233,0.017576007,1.3233706,1.379160232
0.000682293,0.003657874,-0.29048702,-0.06298916,0.001011569,0.014385482,0.018619841,0.03581326,-0.004549272,0.028286641,0.004006033,-0.0430137,-0.024830764,0.017561408,1.323375,1.021529485
0.000400841,0.005505728,-0.5012495,-0.11196366,-0.011306888,0.00979041,0.014289849,0.03742347,-0.00487951,0.028166682,0.003796663,-0.04311339,-0.024811286,0.017546823,1.3233793,0.742975531
-0.00136818,-0.00353238,-0.6860466,-0.12199885,-0.018898368,0.004630985,0.009853553,0.039018918,-0.005212918,0.028045008,0.003587458,-0.043212924,-0.024791814,0.01753224,1.3233836,0.520989728
-0.03730213,-0.009351301,-0.7104876,-0.11671693,-0.021752233,-0.00086408,0.005339196,0.040594094,-0.005549606,0.027921584,0.003378403,-0.043312296,-0.02477235,0.01751767,1.3233879,0.448030321
0.002595414,-0.006419946,-0.49806178,-0.092513405,-0.021428837,-0.006378679,0.00076373,0.042143077,-0.005889492,0.027796462,0.003169528,-0.043411512,-0.024752872,0.017503107,1.3233923,0.718507096
-0.002863817,0.000139079,-0.13969839,-0.034108844,-0.019250967,-0.011463909,-0.003841375,0.04366059,-0.006232369,0.027669681,0.002960781,-0.04351057,-0.024733385,0.017488558,1.3233966,1.129611664
0.008536187,-0.00071755,0.32542193,0.029027041,-0.015814323,-0.015798511,-0.008377674,0.04514071,-0.006577853,0.02754124,0.002752207,-0.04360947,-0.024713907,0.017474014,1.3234009,1.663684941
0.008514847,0.006145598,0.6617717,0.06396562,-0.011919909,-0.01910339,-0.012792968,0.046577018,-0.006925451,0.027411195,0.002543798,-0.043708205,-0.02469443,0.017459475,1.3234051,2.038649998
0.019303761,0.006128128,0.813212,0.076862566,-0.009053425,-0.021125723,-0.017040208,0.04796285,-0.007274764,0.02727956,0.002335531,-0.043806784,-0.024674943,0.017444953,1.3234096,2.210963102
0.018090557,-0.000102028,0.6945677,0.09757702,-0.009058961,-0.021702873,-0.021062912,0.04929067,-0.007625422,0.027146319,0.002127423,-0.043905195,-0.024655465,0.017430438,1.3234138,2.101531071
2.61E-05,-0.004569303,0.4112408,0.10061891,-0.012303688,-0.020809649,-0.024840193,0.050553128,-0.007977014,0.027011562,0.001919486,-0.044003446,-0.024635984,0.017415933,1.3234181,1.793064754
-0.001421228,-0.00436827,0.096657805,0.033211585,-0.018949408,-0.018673684,-0.028354725,0.0517429,-0.008329209,0.026875254,0.001711686,-0.044101536,-0.024616493,0.017401434,1.3234224,1.402208511
0.00514677,-0.000711019,-0.1818892,-0.06198843,-0.027685039,-0.01563261,-0.03159501,0.052853294,-0.008681775,0.026737412,0.00150405,-0.044199463,-0.024597006,0.017386947,1.3234266,1.030075521
0.000711626,0.00037705,-0.4103073,-0.10720615,-0.03630884,-0.012044898,-0.034561545,0.053879004,-0.009034547,0.02659818,0.001296579,-0.044297222,-0.024577523,0.01737247,1.323431,0.745327884
0.007043604,0.001682816,-0.6774757,-0.09179902,-0.03909661,-0.008262659,-0.037258983,0.054814875,-0.009387401,0.026457451,0.001089251,-0.044394817,-0.024558032,0.017358,1.3234353,0.499648076
-0.025345083,-0.009251701,-0.7570311,-0.075180694,-0.030541848,-0.00476763,-0.039692964,0.05565596,-0.009740159,0.026315369,0.000882074,-0.04449225,-0.024538545,0.017343534,1.3234396,0.403054563
-0.017661192,-0.011064087,-0.60476553,-0.07247606,-0.010741047,-0.001892253,-0.04187482,0.056398362,-0.010092614,0.026171915,0.000675031,-0.04458951,-0.024519058,0.017329086,1.3234439,0.584342123
-0.001013395,0.001171169,-0.3020121,-0.033682667,0.013217994,0.000338077,-0.043801494,0.05703861,-0.010444659,0.026027162,0.000468124,-0.044686608,-0.024499571,0.017314654,1.3234482,0.978883496
0.010911131,0.008911539,0.11880497,0.026924483,0.033010263,0.001966235,-0.045452572,0.057573844,-0.010796196,0.02588111,0.000261344,-0.04478354,-0.02448008,0.017300213,1.3234525,1.499485244
0.006143937,0.00865924,0.53258115,0.08054043,0.043799445,0.003112182,-0.046818767,0.058001734,-0.011146936,0.025733866,5.47E-05,-0.044880297,-0.024460599,0.017285787,1.3234569,1.972062764
0.006113775,0.002783182,0.80428684,0.11811435,0.046148077,0.003938554,-0.047900997,0.058321964,-0.011496743,0.025585432,-0.000151847,-0.04497689,-0.024441103,0.017271372,1.323461,2.277056965
0.019669706,0.002482967,0.7871625,0.13546987,0.040154483,0.004636812,-0.04870078,0.058535997,-0.011845371,0.025435878,-0.000358289,-0.04507331,-0.024421625,0.017256962,1.3234653,2.2838711
0.001226723,-0.003534217,0.5728406,0.1247885,0.026466671,0.005296104,-0.04922368,0.05864782,-0.012192489,0.025285207,-0.000564618,-0.04516956,-0.024402129,0.017242583,1.3234696,2.020177114
-0.001986357,-0.006631552,0.24387899,0.092134915,0.008778154,0.005801956,-0.04948336,0.058663256,-0.012537602,0.025133507,-0.000770857,-0.04526564,-0.024382647,0.01722819,1.3234739,1.634034853
0.001428057,0.000801866,-0.084174395,0.024837395,-0.009200142,0.006052255,-0.049487516,0.058589064,-0.012880068,0.02498076,-0.000976999,-0.045361545,-0.024363164,0.017213816,1.3234782,1.230937584
-0.002539911,0.003399457,-0.2920939,-0.07054352,-0.024778511,0.006060675,-0.049232565,0.058433637,-0.013219294,0.024827003,-0.001183073,-0.045457277,-0.024343677,0.017199451,1.3234825,0.910010995
0.005422718,0.004259156,-0.50932604,-0.1433573,-0.03588423,0.005817852,-0.048708625,0.05820581,-0.013554678,0.024672253,-0.001389072,-0.04555284,-0.024324192,0.017185094,1.3234868,0.616952706
-0.001323653,-0.002584205,-0.68622595,-0.14994083,-0.04213769,0.005464699,-0.04789991,0.057914283,-0.013885726,0.024516582,-0.001595007,-0.045648225,-0.024304708,0.017170746,1.3234911,0.413011506
-0.033695355,-0.008401396,-0.72539586,-0.11973223,-0.041909643,0.005177151,-0.04680728,0.057565533,-0.014211984,0.024359992,-0.00180087,-0.045743432,-0.024285236,0.017156405,1.3234954,0.365771195
0.009793352,-0.005420766,-0.4775969,-0.08654907,-0.03417584,0.004993906,-0.04543859,0.057164807,-0.014532904,0.024202537,-0.002006692,-0.045838468,-0.02426575,0.017142076,1.3234997,0.700971398
-0.003990229,0.003415076,-0.080246575,-0.03409676,-0.020058313,0.0049901,-0.04380929,0.05671641,-0.014848061,0.024044214,-0.002212462,-0.04593332,-0.024246272,0.017127756,1.3235039,1.160356174
0.012835827,0.005073621,0.34617803,0.037127748,-0.002197914,0.00515856,-0.041937955,0.056224193,-0.015157082,0.023885097,-0.002418187,-0.046027996,-0.024226794,0.017113449,1.3235081,1.695138697
0.006578086,0.004685237,0.6816112,0.08840032,0.014423722,0.005453114,-0.039840814,0.055691905,-0.015459517,0.023725187,-0.002623885,-0.046122503,-0.02420732,0.017099142,1.3235124,2.092926272
0.01611764,0.004261592,0.7961533,0.1155381,0.02509559,0.0058908,-0.037537523,0.05512205,-0.015754938,0.023564517,-0.002829561,-0.04621682,-0.024187848,0.017084857,1.3235167,2.255818456
0.011342113,0.001180696,0.65876484,0.13518004,0.028447371,0.006337917,-0.035045512,0.054515067,-0.016042896,0.023403091,-0.003035215,-0.04631097,-0.02416838,0.017070578,1.323521,2.13515974
0.002442718,-0.001818609,0.3481025,0.11627131,0.026424928,0.006603607,-0.032382652,0.05386878,-0.01632303,0.023240872,-0.003240849,-0.046404924,-0.024148906,0.017056309,1.3235252,1.793217254
-0.000657744,-0.002302213,0.047190204,0.044336345,0.023021853,0.006403557,-0.029561315,0.053181242,-0.016595012,0.023077803,-0.003446484,-0.046498712,-0.024129437,0.017042046,1.3235296,1.414591733
