IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11,IMF12,IMF13,Residual
-0.026999103,-0.001830569,0.043206405,0.24433015,0.07110105,0.0044801384,0.0010128987,0.0009956628,-0.0017673261,0.0041488525,0.0009354666,0.0014130278,-0.00034278276,0.47945297
-0.031077541,0.009776539,0.104882374,0.18287764,0.040577766,0.0035768934,0.0007824999,0.00066154625,-0.0017300189,0.0041550277,0.00093285384,0.0014121048,-0.0003422481,0.47945312
-0.0052901423,0.018920537,0.12098579,0.11597806,0.007870292,0.00267226,0.0005371567,0.00032570437,-0.0016918968,0.0041608587,0.0009301642,0.0014111646,-0.00034171247,0.47945327
-0.29568294,0.014880246,0.040827796,0.057820704,-0.0224419,0.0017656013,0.00028053115,-1.0707516e-05,-0.0016529618,0.0041663405,0.0009273969,0.0014102071,-0.00034117556,0.4794534
-0.022701986,-0.023398535,-0.05284635,-0.07022115,-0.049301323,0.0009037255,1.552838e-05,-0.000346528,-0.0016132192,0.0041714637,0.0009245523,0.0014092324,-0.00034063755,0.47945356
0.009951057,-0.043718874,-0.11739008,-0.18293892,-0.07120703,0.00021096627,-0.00025446631,-0.00068070245,-0.0015726712,0.0041762325,0.00092162995,0.0014082402,-0.0003400985,0.4794537
0.044876263,-0.008973225,-0.11517396,-0.24503157,-0.08476017,-0.00024845745,-0.00052465766,-0.0010122057,-0.0015313191,0.00418063,0.00091863034,0.0014072307,-0.0003395584,0.47945386
0.03701234,0.0050156265,-0.05166078,-0.26555935,-0.09611395,-0.00054832955,-0.0008097456,-0.0013400466,-0.0014891649,0.0041846517,0.0009155529,0.0014062044,-0.00033901716,0.479454
0.015736824,0.005450081,0.01898112,-0.24703896,-0.11104386,-0.0007469326,-0.0010858793,-0.0016633351,-0.0014462117,0.0041882903,0.00091239787,0.001405161,-0.0003384749,0.47945416
0.008529825,0.0023586988,0.03821841,-0.19724514,-0.11574451,-0.00093974057,-0.0013413447,-0.0019811727,-0.0014024591,0.0041915397,0.0009091648,0.0014041006,-0.00033793147,0.4794543
0.0038454505,-0.00018585463,0.049243193,-0.1346609,-0.10906109,-0.0011709892,-0.001571197,-0.0022926757,-0.0013579046,0.0041944,0.0009058545,0.0014030227,-0.00033738697,0.4794545
0.0042073554,0.0014706086,0.02816836,-0.075274535,-0.09174467,-0.0014888432,-0.0017717993,-0.0025970093,-0.001312545,0.004196863,0.00090246653,0.0014019283,-0.0003368413,0.4794546
0.0020018597,0.0016823002,0.020192869,-0.0525885,-0.068615384,-0.0018809923,-0.0019415085,-0.0028933885,-0.001266372,0.004198922,0.0008990008,0.0014008167,-0.00033629462,0.4794548
0.006447988,0.002598531,-0.0059089693,-0.03565454,-0.04194545,-0.002282026,-0.0020840163,-0.0031810713,-0.0012193741,0.00420057,0.000895458,0.0013996884,-0.00033574674,0.4794549
0.0051786606,0.00056499767,0.003153872,-0.021353642,-0.011979445,-0.0025333664,-0.0021937278,-0.0034593162,-0.0011715366,0.0042017987,0.0008918381,0.0013985434,-0.00033519795,0.47945508
-0.00023236357,-0.00017736723,0.0072345976,-0.0060744965,0.022009313,-0.0024870469,-0.0022692461,-0.0037273702,-0.0011228375,0.0042026043,0.00088814093,0.0013973815,-0.00033464804,0.4794552
0.0057805977,0.0018751053,0.009762244,-0.005286541,0.058342326,-0.0020918748,-0.0023104858,-0.003984424,-0.0010732539,0.0042029805,0.00088436715,0.0013962027,-0.00033409696,0.47945538
0.0012467691,0.0008821937,0.01458017,0.012446515,0.08200353,-0.0014140031,-0.002318516,-0.0042297496,-0.0010227597,0.004202917,0.0008805167,0.001395007,-0.00033354486,0.4794555
0.007328237,0.000710082,-0.003273118,0.049834587,0.094891034,-0.000615638,-0.0022947565,-0.0044626496,-0.0009713326,0.0042024087,0.0008765901,0.0013937945,-0.00033299156,0.47945568
7.9281795e-05,-0.00072795653,-0.016699228,0.09483969,0.10412754,0.00011951879,-0.0022408506,-0.0046824757,-0.00091895176,0.00420145,0.0008725877,0.001392566,-0.0003324373,0.4794558
0.004617253,0.0013168269,-0.02848936,0.11556131,0.11204269,0.0006332464,-0.0021582108,-0.0048886314,-0.00086559384,0.0042000306,0.0008685094,0.0013913208,-0.00033188198,0.47945598
0.0007969142,0.0016296426,-0.046870627,0.14529708,0.111293964,0.0008023212,-0.0020473236,-0.0050805733,-0.0008112305,0.0041981423,0.00086435635,0.0013900587,-0.00033132551,0.4794561
-0.0015577713,0.00080526073,-0.043884434,0.19523343,0.10838139,0.00064394926,-0.001908673,-0.005257874,-0.000755831,0.004195779,0.0008601283,0.0013887805,-0.000330768,0.47945628
-0.0045500845,-0.0056021465,-0.0008375022,0.22572774,0.09559494,0.00033178684,-0.0017467763,-0.005420279,-0.00069936016,0.0041929325,0.00085582625,0.0013874859,-0.00033020944,0.4794564
-0.021010138,-0.0072060362,0.060713198,0.23254885,0.071686134,2.8270248e-05,-0.0015685374,-0.005567691,-0.0006417757,0.004189594,0.0008514501,0.0013861745,-0.0003296497,0.47945657
-0.0338939,0.0051210257,0.12609589,0.20323125,0.040543817,-0.0001745821,-0.0013806238,-0.005700146,-0.00058303546,0.0041857585,0.000847001,0.0013848471,-0.000329089,0.4794567
0.0010141286,0.01775294,0.12927823,0.14285466,0.0074974876,-0.00022350675,-0.001187874,-0.0058179176,-0.00052309694,0.004181416,0.0008424791,0.001383503,-0.00032852706,0.47945687
-0.31362274,0.012816408,0.06417868,0.043276466,-0.025469754,-0.00015268309,-0.0009907807,-0.005921468,-0.00046191647,0.0041765594,0.00083788496,0.0013821429,-0.00032796426,0.479457
-0.02395021,-0.030031113,-0.037915584,-0.057185423,-0.056606147,-7.478722e-05,-0.0007831012,-0.006011345,-0.0003994472,0.004171182,0.00083321927,0.0013807665,-0.00032740028,0.47945717
0.011106725,-0.040106263,-0.12010268,-0.16258428,-0.08421939,-2.2560213e-05,-0.0005578065,-0.006088159,-0.00033563745,0.0041652746,0.0008284822,0.0013793741,-0.0003268353,0.4794573
0.043975376,-0.0050126393,-0.12962472,-0.229977,-0.105077,1.9602552e-05,-0.00030886993,-0.006152452,-0.00027043992,0.004158831,0.000823675,0.0013779652,-0.0003262692,0.47945747
0.040885918,0.004126055,-0.055040304,-0.25651836,-0.11858593,-8.097474e-06,-3.1865162e-05,-0.006204688,-0.00020380756,0.0041518435,0.0008187981,0.0013765403,-0.00032570204,0.4794576
0.027535282,0.0075823017,0.0077692135,-0.24879472,-0.12535667,-0.00018949245,0.00027319125,-0.006245275,-0.0001357004,0.004144304,0.0008138518,0.0013750995,-0.0003251345,0.47945777
0.0048901006,0.0029296558,0.050216082,-0.21247905,-0.12049607,-0.00048727766,0.0006007478,-0.006274677,-6.608419e-05,0.004136205,0.0008088364,0.001373642,-0.0003245687,0.47945789
0.0048471075,-0.0011668334,0.04934599,-0.15338524,-0.10550409,-0.0008197516,0.0009446307,-0.006293382,5.0670255e-06,0.004127541,0.0008037529,0.0013721692,-0.00032400203,0.47945806
0.002864147,-0.0013676006,0.026200537,-0.098220155,-0.083678715,-0.0010989411,0.0012988003,-0.006301846,7.7765224e-05,0.004118304,0.0007986021,0.0013706804,-0.00032343433,0.47945818
-0.0036664614,-0.0015154897,0.021028431,-0.05479823,-0.059331283,-0.0012659072,0.0016574345,-0.0063004624,0.00015200516,0.0041084853,0.0007933512,0.0013691756,-0.00032286547,0.47945836
0.007146552,0.002953994,0.0027621046,-0.040520538,-0.03723499,-0.0012590698,0.0020143054,-0.006289583,0.00022776784,0.0040980806,0.00078803377,0.0013676548,-0.00032229567,0.47945848
-0.002250872,0.0020559565,0.014554465,-0.0335623,-0.013148608,-0.001056276,0.0023618888,-0.006269553,0.00030465864,0.004087082,0.0007826505,0.0013661181,-0.00032172468,0.47945866
0.0004518636,0.0020730048,0.016028838,-0.016917974,0.012822809,-0.000672727,0.0026801247,-0.0062407358,0.00037706443,0.0040754825,0.0007772021,0.0013645659,-0.00032115277,0.47945878
0.0059421426,0.00054170983,0.008044643,0.02171161,0.0431802,-0.00012455734,0.002960662,-0.006203388,0.0004508186,0.0040632784,0.000771689,0.0013629983,-0.0003205798,0.47945896
