IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,Residue
0.33819154555811204,0.18430328879350602,0.9036241252775339,-0.9934778008565632,-2.5278225121676683,-6.837079455676515,2.9465731890352536,-1.7343175305740308,2.5026802828057546,1019.4173248678046,0.0
0.33949413750112073,0.23284019443036147,0.9775168194896118,-0.31790145229407724,-3.211291354423437,-6.863706444703671,2.9580086454036087,-1.7383816684543567,2.505909779255292,1019.4175113437954,1.1368683772161603e-13
-0.3215620613754953,0.12450417315420716,0.9030530875293178,0.31300786935804625,-3.882549812138756,-6.890116120806453,2.969278244077539,-1.742443567911513,2.509131662568181,1019.4176965255449,1.1368683772161603e-13
-0.10830394350161734,0.00010938148474468252,0.7029997187584791,0.8974373391914571,-4.540037395122495,-6.916309191448242,2.9803809978978206,-1.7465032390751811,2.5123459192353654,1019.4178804125795,1.1368683772161603e-13
0.25016410095287406,-0.14335012453395682,0.4096623766017287,1.4336328564546643,-5.182193613188722,-6.942286364093936,2.991315919709777,-1.7505606920752594,2.515552535750603,1019.4180630044223,1.1368683772161603e-13
-0.01504755486845918,-0.26909505217274315,0.055346724486947864,1.9198403203922798,-5.8074579761478216,-6.968048346209299,3.002082022354616,-1.7546159370362324,2.5187514986018047,1019.418244300599,-1.1368683772161603e-13
-0.1813135402381099,-0.23600542698793353,-0.3234972534590639,2.3543056302512966,-6.414269993809532,-6.993595845259228,3.0126783186746295,-1.7586689840886478,2.521942794284677,1019.4184243006318,0.0
0.17121718555339596,0.08144847242541962,-0.6720549900496076,2.7352746852769756,-7.001069175985969,-7.0189295687094875,3.0231038215134087,-1.7627198433591555,2.5251264092877808,1019.4186030040473,0.0
-0.17806094837125977,0.33644347209084546,-0.9227024111322668,3.060993384716961,-7.566295032490769,-7.044050224023891,3.0333575437136777,-1.7667685249757052,2.528302330103792,1019.4187804103688,-1.1368683772161603e-13
0.22415974194116184,0.11434780215886432,-1.0139006789208396,3.329688205225979,-8.108387073131501,-7.06895851866907,3.0434384981172946,-1.7708150390666788,2.5314705432240854,1019.4189565191208,1.1368683772161603e-13
-0.0812964782259451,-0.2326792722505522,-0.9384146937387359,3.53958174527056,-8.625784807722235,-7.093655160108405,3.053345697566335,-1.7748593957595926,2.5346310351411203,1019.4191313298275,1.1368683772161603e-13
-0.3768867437821901,-0.41120615941736693,-0.7072761084244013,3.689172429423742,-9.116927746073138,-7.1181408558078765,3.0630781549046064,-1.7789016051821795,2.5377837923438906,1019.4193048420149,0.0
-0.41748165261759573,-0.3336649100769238,-0.353631509456725,3.777350721336192,-9.580255397994812,-7.142416313233898,3.072634882975049,-1.7829416774632547,2.540928801326803,1019.4194770552052,-1.1368683772161603e-13
-0.12394601496691161,-0.020166984399848254,0.0615453364772759,3.8045078866457294,-10.014207273299592,-7.166482239849202,3.082014894618222,-1.7869796227292516,2.544066048580152,1019.4196479689234,1.1368683772161603e-13
0.4991109919079412,0.2983440748604434,0.4708746765972581,3.772222783833145,-10.417428038937791,-7.190339343120635,3.0912172026792333,-1.7910154511096357,2.5471955205957455,1019.4198175826945,0.0
0.6759398048281055,0.46196389072223343,0.807978729560793,3.6820066684129804,-10.789395510187044,-7.213988330512227,3.100240819998857,-1.7950491727314895,2.5503172038651765,1019.4199858960427,-1.1368683772161603e-13
-0.07262907287889356,0.3030892112830729,1.018402575185577,3.534847335015099,-11.129868094184783,-7.237429909489743,3.109084759420468,-1.799080797722546,2.5534310848791706,1019.4201529084927,-1.1368683772161603e-13
