IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11,IMF12,IMF13,Residual,IMF1-13,IMF1-R
0.014094308,-0.022475213,0.12444082,-0.23640226,-0.60230875,-0.17476067,0.21869674,-0.18534908,-0.18458034,0.04022806,0.05720527,-0.16420977,0.65857124,1.9369547,1.480105055,-0.456849645
-0.077742256,-0.009496396,0.19592988,-0.01928133,-0.587362,-0.16213806,0.22543527,-0.20416096,-0.19899261,0.045514118,0.060455453,-0.16364942,0.65891314,1.9369347,1.700359529,-0.236575171
-0.10806583,-0.011359598,0.13575996,0.25494954,-0.52438223,-0.13878569,0.23090269,-0.22280174,-0.21334589,0.050792597,0.06370697,-0.16308883,0.65925527,1.9369147,1.950451919,0.013537219
0.121594094,-0.009466944,-0.13894135,0.40463433,-0.43040085,-0.106682606,0.23424158,-0.24122351,-0.22763194,0.056062743,0.06695933,-0.16252781,0.6595977,1.9368948,2.163109567,0.226214767
0.038466707,-0.020193309,-0.14124535,0.35393164,-0.31934243,-0.067879654,0.2346399,-0.25891778,-0.24184297,0.061324365,0.07021277,-0.16196649,0.65994036,1.9368747,2.144002459,0.207127759
0.06766176,-0.006551679,-0.06970615,0.17566088,-0.19970998,-0.02393789,0.2313403,-0.27588037,-0.2559705,0.0665769,0.07346706,-0.16140485,0.6602832,1.9368547,2.218683381,0.281828681
-0.07134357,0.003305704,0.07648784,-0.008928561,-0.07995604,0.023319395,0.22383763,-0.29217216,-0.27000552,0.07181977,0.07672183,-0.16084284,0.6606264,1.9368348,2.189704678,0.252869878
0.019619213,-0.005527299,0.10007492,-0.14128236,0.031054545,0.07147049,0.21172038,-0.30771723,-0.283939,0.07705279,0.079977214,-0.16028053,0.66096973,1.9368148,2.290007663,0.353192863
-0.009037172,-0.013721191,-0.00809345,-0.23789974,0.1435697,0.11795943,0.19468562,-0.3225324,-0.29776004,0.082275204,0.08323283,-0.1597179,0.6613134,1.9367948,2.171069091,0.234274291
0.07060115,-0.010126662,-0.13346931,-0.265272,0.260789,0.16109689,0.1700445,-0.3366311,-0.31145772,0.08748663,0.08648857,-0.15915492,0.66165733,1.936775,2.218827358,0.282052358
-0.16049491,-0.01687243,-0.3316484,-0.13971394,0.36816394,0.19953251,0.13876824,-0.35002935,-0.32502133,0.09268708,0.089744434,-0.15859167,0.6620014,1.936755,2.005280574,0.068525574
0.2532991,-0.034595218,-0.21911314,0.05359661,0.45156407,0.23261607,0.10180301,-0.3627461,-0.3384408,0.097875595,0.09300005,-0.15802807,0.6623458,1.936735,2.769911977,0.833176977
0.20749785,-0.002352888,0.08368424,0.20050511,0.5005136,0.2593699,0.059286874,-0.37480885,-0.3517051,0.10305217,0.09625531,-0.15746412,0.6626904,1.9367151,3.223239596,1.286524496
-0.3533941,0.038487356,0.37764326,0.30354258,0.49598116,0.27863488,0.011367464,-0.38625193,-0.36480394,0.10821606,0.0995102,-0.15689987,0.66303533,1.9366951,3.05176355,1.11506845
0.24084555,0.017299172,0.38825557,0.3457068,0.4338829,0.28762844,-0.041689623,-0.3971112,-0.37772632,0.11336669,0.10276425,-0.15633531,0.66338044,1.9366752,3.556942559,1.620267359
-0.122655116,-0.016915945,0.09815631,0.27106935,0.3291662,0.2840623,-0.099543735,-0.407411,-0.3904621,0.11850369,0.106017455,-0.15577048,0.6637258,1.9366552,2.614597929,0.677942729
-0.036256086,-0.013778328,-0.1856178,0.047110412,0.21185312,0.26728615,-0.16150303,-0.41717446,-0.40300152,0.12362534,0.109269686,-0.15520531,0.6640713,1.9366353,1.987314774,0.050679474
0.017891744,-0.032613322,-0.32193238,-0.22383736,0.10891531,0.23904575,-0.22672018,-0.4264328,-0.41533434,0.12873165,0.11252072,-0.15463983,0.66441727,1.9366155,1.406627732,-0.529987768
0.17511834,-0.053937275,-0.34806657,-0.35260335,0.029083898,0.20083414,-0.29408598,-0.43521047,-0.42745778,0.1338213,0.115770414,-0.15407407,0.66476333,1.9365956,1.190551527,-0.746044073
0.19304353,-0.028480778,-0.3585139,-0.22227874,-0.027340021,0.15337464,-0.36265153,-0.44375727,-0.43996435,0.13889351,0.11901854,-0.15350796,0.6651097,1.9365757,1.169521071,-0.767054629
0.004010014,-0.007887124,-0.05642381,-0.023178842,-0.07582617,0.09848659,-0.43157768,-0.45205033,-0.45240673,0.14394717,0.12225519,-0.15294157,0.66545624,1.9365557,1.318418648,-0.618137052
-0.11144154,0.007134438,0.24889788,0.15449561,-0.12475523,0.038495403,-0.5000992,-0.45984545,-0.46458676,0.1489817,0.12547734,-0.15237495,0.6658031,1.936536,1.512718341,-0.423817659
-0.15782088,0.01829746,0.2891325,0.27740523,-0.16968073,-0.024439171,-0.5675747,-0.4671226,-0.47649422,0.15399615,0.1286973,-0.15180789,0.66615015,1.936516,1.455254599,-0.481261401
0.000737792,-0.007115522,0.25680646,0.29277372,-0.19679272,-0.08815568,-0.6333542,-0.4738687,-0.4881193,0.15899014,0.13191523,-0.15124063,0.66649747,1.9364961,1.40557016,-0.53092594
0.15536332,-0.019558355,-0.040072292,0.19015642,-0.20161259,-0.1497967,-0.6966216,-0.48006862,-0.4994529,0.16396254,0.13513061,-0.15067305,0.66684496,1.9364762,1.010077943,-0.926398257
-0.024710057,-0.022950431,-0.1777183,0.014635063,-0.1939246,-0.20686148,-0.75679004,-0.48571917,-0.51048607,0.16891298,0.13834357,-0.1501052,0.6671928,1.9364563,0.396275365,-1.540180935
0.034600656,-0.013067223,-0.20713845,-0.15215899,-0.19517417,-0.2567083,-0.8134429,-0.49082536,-0.5212117,0.17384031,0.14155376,-0.14953703,0.66754085,1.9364365,0.154707953,-1.781728547
0.005210561,-0.019324327,-0.06521224,-0.18770145,-0.21655905,-0.29537487,-0.8663821,-0.49539563,-0.53162354,0.17874376,0.14476117,-0.14896859,0.66788906,1.9364166,0.106479354,-1.829937246
0.016412763,-0.014177131,-0.092522524,-0.078761265,-0.24855682,-0.32117504,-0.9153977,-0.49941382,-0.5417159,0.18362279,0.14796545,-0.14839989,0.6682376,1.9363967,0.092515213,-1.843881487
-0.015897958,-0.013929128,-0.026746692,0.02203753,-0.27108237,-0.33500892,-0.9601403,-0.50283736,-0.5514841,0.18847607,0.15116681,-0.14783086,0.6685864,1.936377,0.141686122,-1.794690878
0.086540155,-0.013005222,0.059907902,0.02921723,-0.2804777,-0.3348782,-1.0002912,-0.5056011,-0.56092346,0.193303,0.15436456,-0.14726155,0.6689354,1.9363571,0.286186915,-1.650170185
-0.0578938,-0.004587473,0.091032475,0.08697494,-0.27855673,-0.3196304,-1.0356807,-0.50761783,-0.57002896,0.19810267,0.15755878,-0.14669198,0.6692846,1.9363372,0.218602792,-1.717734408
-0.049528826,-0.002546053,0.008040544,0.17879169,-0.2734038,-0.29096192,-1.0660827,-0.5087947,-0.5787955,0.20287469,0.16074964,-0.14612216,0.66963404,1.9363174,0.240172345,-1.696145055
0.008146727,-0.008327938,-0.120950714,0.1645304,-0.26949918,-0.25370148,-1.0913851,-0.5090605,-0.5872186,0.20761734,0.16393639,-0.14555201,0.66998374,1.9362977,0.164816775,-1.771480925
0.054353394,-0.013409597,-0.12501206,0.044988696,-0.26106748,-0.21137781,-1.1115786,-0.5083711,-0.59529227,0.2123102,0.16711938,-0.14498161,0.6703337,1.9362779,0.114292743,-1.821985157
-0.057709187,-0.019064296,-0.027686134,-0.052936014,-0.22973321,-0.16790107,-1.1267303,-0.5066963,-0.60301137,0.21686041,0.17029828,-0.1444109,0.67068374,1.936258,0.058221649,-1.878036351
-0.001637904,-0.009791895,-0.004748204,-0.11087742,-0.16179278,-0.12568405,-1.1369231,-0.50400704,-0.610371,0.22137938,0.1734727,-0.14383994,0.67103416,1.9362383,0.192451207,-1.743787093
0.081629544,-0.003289795,0.025413249,-0.16634859,-0.04469253,-0.08794412,-1.1419302,-0.5002738,-0.6173677,0.22586672,0.17664266,-0.14326872,0.6713849,1.9362184,0.412040018,-1.524178382
-0.12890919,-0.008044646,-0.07523385,-0.1943751,0.12075955,-0.058758646,-1.1413342,-0.49545604,-0.6239993,0.2303213,0.17980814,-0.14269722,0.67173564,1.9361987,0.270015138,-1.666183562
0.15610556,-0.030741984,-0.090789355,-0.18009901,0.3125771,-0.04040249,-1.1348158,-0.4895219,-0.6302642,0.23474254,0.18296878,-0.14212544,0.6720868,1.9361789,0.755899501,-1.180279399
-0.00475963,-0.018062381,-0.08200818,-0.088129245,0.48545077,-0.032518256,-1.1223199,-0.48245797,-0.6361755,0.2391295,0.18612447,-0.1415534,0.6724381,1.936159,0.911317378,-1.024841622
-0.072573304,0.011100883,-0.03202525,0.038122468,0.59654385,-0.033866044,-1.1037761,-0.47426394,-0.6417212,0.24348141,0.1892751,-0.1409811,0.67278975,1.9361393,1.188245823,-0.747893477
-0.016825946,0.008147586,0.0695082,0.19613913,0.62891394,-0.0429593,-1.0791975,-0.4649468,-0.64689714,0.24779773,0.19242053,-0.14040847,0.67314154,1.9361196,1.5609531,-0.3751665
-0.14875044,-0.02333588,0.018125746,0.3329602,0.5874377,-0.05902911,-1.0485641,-0.45452076,-0.65170294,0.25207728,0.19556063,-0.13983561,0.67349356,1.9360999,1.470016176,-0.466083724
0.25572824,-0.037953153,-0.021591315,0.35730636,0.49350184,-0.08212136,-1.0119784,-0.4430104,-0.6561393,0.25632012,0.19869493,-0.13926254,0.6738458,1.9360801,1.779420922,-0.156659178
-0.04627916,-0.012812145,0.04052243,0.2728521,0.36660045,-0.11139207,-0.9697298,-0.4304449,-0.6602065,0.26052526,0.20182368,-0.13868912,0.6741982,1.9360604,1.383028825,-0.553031575
-0.21539731,0.012207871,0.023750175,0.16155533,0.21867819,-0.14429027,-0.92227495,-0.41685885,-0.6639052,0.2646923,0.20494638,-0.13811544,0.674551,1.9360406,0.995579826,-0.940460774
0.1872019,-0.009659138,-0.05191319,0.004505513,0.0600362,-0.18117562,-0.8701286,-0.40229234,-0.66723603,0.26882112,0.2080633,-0.13754149,0.6749039,1.936021,1.019606525,-0.916414475
-0.057133365,-0.037995256,-0.081235565,-0.17717165,-0.10506912,-0.22227609,-0.81380975,-0.38678685,-0.67019963,0.27291107,0.21117368,-0.13696724,0.6752571,1.9360012,0.406698534,-1.529302666
0.07918599,-0.022746742,-0.0902907,-0.29354343,-0.26554585,-0.26548618,-0.7537375,-0.37038982,-0.67279655,0.27696222,0.21427777,-0.13639277,0.6756105,1.9359814,0.311088338,-1.624893062
0.033321638,-0.004521492,-0.045620326,-0.34080985,-0.41073748,-0.30957693,-0.6898571,-0.35315567,-0.67502636,0.2809738,0.21737547,-0.13581799,0.6759642,1.9359617,0.17847361,-1.75748809
-0.10830996,0.00153599,-0.03379795,-0.30777848,-0.52788275,-0.35118705,-0.6225225,-0.33520988,-0.67688876,0.28494596,0.22046629,-0.13524292,0.676318,1.9359422,0.02038819,-1.91555401
0.1303808,-0.004456485,-0.039054167,-0.18043874,-0.6221377,-0.3868253,-0.552111,-0.3178748,-0.6783838,0.28887796,0.2235502,-0.13466763,0.67667216,1.9359224,0.339453898,-1.596468502
-0.06553606,-0.017339425,-0.05763206,-0.012666393,-0.6944159,-0.41364753,-0.47890234,-0.29999742,-0.67951274,0.29277,0.22662699,-0.134092,0.67702645,1.9359027,0.278584272,-1.657318428
0.054195315,-0.027482046,-0.05845338,0.15484455,-0.763277,-0.42999914,-0.40317568,-0.28166825,-0.6802772,0.29662153,0.22969666,-0.1335161,0.6773809,1.935883,0.570773159,-1.365109841
0.039341435,-0.022489807,0.006218191,0.27843454,-0.8341605,-0.434938,-0.32525927,-0.26297075,-0.68068117,0.3004327,0.23275872,-0.13293998,0.6777357,1.9358634,0.777345209,-1.158518191
-0.015331611,-0.004791606,0.005002589,0.31070495,-0.892212,-0.4276798,-0.24549296,-0.24396725,-0.68072915,0.30420294,0.2358134,-0.13236348,0.6780907,1.9358436,0.827090322,-1.108753278
-0.05629484,-0.008502176,0.054338668,0.23904859,-0.9192718,-0.4067735,-0.16428906,-0.22469765,-0.68042725,0.30793193,0.2388601,-0.13178672,0.67844594,1.935824,0.862406232,-1.073417768
-0.0242146,-0.028903548,0.046703573,0.091142915,-0.9014064,-0.37189355,-0.08335384,-0.20520055,-0.6797811,0.3116196,0.24189907,-0.13120969,0.67880136,1.9358045,0.88000774,-1.05579676
0.19319971,-0.031917077,-0.019766478,-0.08355091,-0.8415623,-0.32414207,-0.006406563,-0.18550994,-0.6787968,0.315266,0.24492982,-0.13063237,0.679157,1.9357847,1.066052722,-0.869731978
-0.106258,-0.008113988,-0.008252539,-0.2562884,-0.74686253,-0.26522988,0.07088611,-0.16567095,-0.6774816,0.31887072,0.24795237,-0.13005479,0.6795129,1.9357651,0.888774523,-1.046990577
-0.075480856,0.018390328,-0.13923766,-0.32965866,-0.62745774,-0.19662577,0.14825337,-0.14572576,-0.6758422,0.3224336,0.25096634,-0.12947686,0.67986894,1.9357456,1.036152672,-0.899592928
-0.121796876,-0.033841483,-0.13670513,-0.24359916,-0.49447003,-0.123250015,0.22550431,-0.12572032,-0.67388594,0.3259544,0.25397182,-0.12889862,0.6802253,1.9357258,1.339214056,-0.596511744
0.28943226,-0.05077551,-0.13256253,-0.059512764,-0.35872108,-0.047520936,0.30241862,-0.105701104,-0.67161983,0.32943335,0.2569685,-0.12832011,0.6805818,1.9357063,2.239806966,0.304100666
-0.2641783,0.007964415,0.115218475,0.12760241,-0.22665042,0.03366868,0.3790208,-0.08572402,-0.669051,0.3328701,0.25995624,-0.12774134,0.68093854,1.9356867,2.49958128,0.56389458
0.15750627,0.045594428,0.12629105,0.2737993,-0.10464309,0.11802315,0.45511112,-0.065854445,-0.6661868,0.33626458,0.26293492,-0.12716225,0.68129563,1.935667,3.428640863,1.492973863
-0.14742327,-0.024715723,-0.007331049,0.31326553,0.011785497,0.20310207,0.5303072,-0.046170864,-0.6630346,0.33961645,0.2659043,-0.12658283,0.6816528,1.9356475,3.266023011,1.330375511
0.19355452,-0.07628109,-0.04031885,0.2437113,0.12701729,0.28789127,0.6040406,-0.026753554,-0.65960157,0.34292588,0.2688616,-0.12600313,0.6820102,1.9356279,3.756682366,1.821054466
-0.09697622,-0.022366777,-0.022878153,0.15782021,0.23454838,0.37208033,0.6756787,-0.007686459,-0.65589446,0.3461929,0.27180874,-0.1254231,0.68236786,1.9356084,3.744880351,1.809271951
-0.047635887,0.027747285,0.0841955,0.048782673,0.3131771,0.4564498,0.7446444,0.010890718,-0.65191865,0.3494173,0.2747461,-0.12484273,0.6827257,1.9355887,4.103968009,2.168379309
-0.15556175,0.004398718,0.013082859,-0.10531006,0.34455022,0.5420521,0.8001254,0.028886013,-0.6476789,0.3525987,0.27767354,-0.1242621,0.6830838,1.9355692,3.94920774,2.01363854
0.30623615,-0.039344322,-0.015397949,-0.2472813,0.32853514,0.62809193,0.8521098,0.046241116,-0.6431798,0.3557377,0.28059107,-0.12368115,0.68344206,1.9355496,4.347650045,2.412100445
-0.16999845,-0.030518923,-0.16676956,-0.2745784,0.30323467,0.7123062,0.901126,0.06286567,-0.6384339,0.35883406,0.28349835,-0.123099856,0.6838006,1.93553,3.837796461,1.902266461
-0.49451622,-0.015397861,-0.23708858,-0.15605319,0.3099384,0.78914917,0.9470123,0.078548506,-0.63345313,0.36188743,0.28639522,-0.12251825,0.6841593,1.9355105,3.733573595,1.798063095
-0.1112918,-0.013592149,-0.13217904,0.029704269,0.37403652,0.8524709,0.9893569,0.09306215,-0.628225,0.36489818,0.28928173,-0.12193634,0.6845183,1.935491,4.60559562,2.67010462
0.67777807,-0.007553771,0.013038361,0.15303646,0.5061692,0.89617246,1.0279934,0.10665138,-0.6227527,0.36786592,0.29215744,-0.121354066,0.6848774,1.9354714,5.909550954,3.974079554
0.102913395,-0.013524222,0.2041087,0.16309659,0.7004816,0.91574275,1.0626355,0.11930948,-0.61703885,0.37079108,0.29502243,-0.12077155,0.6852367,1.935452,5.803455603,3.868003603
-0.59607106,-0.015451989,0.26604924,0.06853632,0.93565524,0.9086515,1.0929476,0.13103485,-0.61108595,0.37367266,0.29787642,-0.12018864,0.6855963,1.9354324,5.352654891,3.417222491
-0.6450422,0.006563078,-0.100856416,-0.058534764,1.1870127,0.876042,1.1187724,0.14182138,-0.604896,0.37651125,0.3007193,-0.11960543,0.68595606,1.935413,5.099876358,3.164463358
-0.37410668,-0.018662222,-0.21486282,-0.18807726,1.4411703,0.81987613,1.1400362,0.1516659,-0.5984699,0.37930664,0.30355078,-0.119021855,0.6863161,1.9353933,5.344114613,3.408721313
0.621916,-0.065904,-0.29194862,-0.23783289,1.6809728,0.7429788,1.1540983,0.16057543,-0.59180737,0.38205868,0.30637094,-0.11843796,0.6866762,1.9353739,6.36509021,4.42971631
0.0505461,-0.026158541,-0.19941808,-0.123673074,1.8840387,0.64948153,1.1620299,0.16855575,-0.5849082,0.38476732,0.3090432,-0.117853776,0.6870367,1.9353544,6.178841929,4.243487529
-0.48834252,0.01492599,0.122441046,0.06385037,2.035166,0.54367316,1.1655493,0.17560975,-0.57777387,0.38743243,0.31163946,-0.11726922,0.6873973,1.9353349,6.259634096,4.324299196
0.22022812,0.051339783,0.29719636,0.23034438,2.1158206,0.42938218,1.1647918,0.18172812,-0.5704066,0.39005435,0.31422496,-0.116684265,0.68775815,1.9353155,7.331093438,5.395777938
0.019257002,0.017507903,0.046579625,0.38923746,2.1054788,0.3090251,1.1600413,0.18690158,-0.56280977,0.39263326,0.31679994,-0.116099045,0.6881192,1.935296,6.887968355,4.952672355
-0.24391325,-0.057652265,-0.15771213,0.45736605,1.9981505,0.18434177,1.1516443,0.19113976,-0.5549883,0.39516973,0.3193638,-0.11551343,0.6884804,1.9352766,6.191153535,4.255876935
0.30750266,-0.05260174,-0.25039786,0.4021012,1.7962457,0.057418253,1.1400123,0.19446889,-0.54694724,0.3976634,0.32191682,-0.11492749,0.68884194,1.9352571,6.276553933,4.341296833
-0.29630953,0.026743777,-0.07306429,0.28950045,1.5047606,-0.06996322,1.1256078,0.19691913,-0.53869164,0.4001147,0.32445857,-0.114341184,0.68920356,1.9352376,5.400176323,3.464938723
0.20382228,0.013416308,0.037198383,0.17208786,1.1303895,-0.19606997,1.1088177,0.19852057,-0.53022766,0.40252408,0.32698873,-0.1137545,0.6895654,1.9352182,5.378496881,3.443278681
0.21802111,-0.03898293,0.09826268,0.1873003,0.6836884,-0.3202849,1.0900114,0.19929855,-0.5215612,0.40489143,0.3295073,-0.11316748,0.6899275,1.9351989,4.84211106,2.90691216
-0.022249637,-0.03363169,-0.047262967,0.27193415,0.19814137,-0.4516133,1.0694355,0.19927356,-0.5126949,0.40721747,0.33201414,-0.11258008,0.69028974,1.9351795,3.923452856,1.988273356
0.03974743,-0.006562381,0.04368968,0.21328975,-0.2971311,-0.5758982,1.0475191,0.19846514,-0.5036316,0.40950188,0.3345089,-0.11199229,0.6906522,1.93516,3.417318509,1.482158509
-0.12701379,0.012964438,-0.022127783,-0.046451934,-0.7869854,-0.6917225,1.0246183,0.1968951,-0.49437338,0.41174555,0.33699134,-0.11140413,0.6910149,1.9351406,2.329291311,0.394150711
-0.06562704,-0.016367404,0.030931108,-0.3285948,-1.2580305,-0.7976036,1.0009601,0.19457239,-0.48491725,0.4139483,0.33946168,-0.1108156,0.6913779,1.9351212,1.544416484,-0.390704716
0.123893216,-0.033191405,-0.101085976,-0.49942702,-1.6496406,-0.8911863,0.976779,0.19148484,-0.47526467,0.41611016,0.3419192,-0.11022675,0.6917409,1.9351019,0.917006495,-1.018095405
0.06063513,-0.027390592,-0.12944284,-0.5715624,-1.94209,-0.9697856,0.9472624,0.18761356,-0.4654171,0.41823205,0.3443642,-0.10963744,0.6921042,1.9350824,0.369967968,-1.565114432
-0.08349708,-0.00104893,-0.08713109,-0.6383831,-2.1197486,-1.0306656,0.9146089,0.18295436,-0.45537665,0.42031378,0.34679624,-0.10904777,0.6924677,1.935063,-0.03269484,-1.96775784
-0.00034941,0.004926474,0.051044412,-0.6594599,-2.1847985,-1.0705817,0.8815472,0.17751142,-0.44514576,0.42235592,0.349215,-0.10845769,0.6928314,1.9350437,0.045682566,-1.889361134
-0.013764682,-0.013565439,0.009064782,-0.57879764,-2.1472006,-1.0874401,0.84812003,0.17130782,-0.43472826,0.42435867,0.35162058,-0.10786725,0.6931952,1.9350243,0.049327411,-1.885696889
-0.07389592,-0.035288986,-0.11200787,-0.33800036,-2.010054,-1.0806984,0.81440496,0.16437495,-0.4241287,0.42632222,0.35401276,-0.10727633,0.69355935,1.935005,0.206328674,-1.728676326
0.26384586,-0.0363805,-0.14777218,0.054345954,-1.7842711,-1.0514259,0.78042203,0.15674002,-0.41335112,0.42824656,0.35639128,-0.10668514,0.69392365,1.9349858,1.129015214,-0.805970586
-0.004629416,-0.011300782,-0.072491154,0.46833536,-1.5067444,-1.0020869,0.7461632,0.14842744,-0.40239897,0.43013263,0.35875592,-0.106093474,0.6942881,1.9349663,1.675323854,-0.259642446
-0.23205732,0.007315133,0.17057948,0.76747036,-1.1969889,-0.93451,0.71150905,0.13946247,-0.39127424,0.43197986,0.36110663,-0.10550138,0.6946528,1.934947,2.358690943,0.423743943
-0.20135239,0.02212018,0.21744671,0.87220424,-0.8774057,-0.8504667,0.6762654,0.12988774,-0.37997842,0.4337887,0.3634431,-0.10490893,0.6950177,1.9349277,2.93098933,0.99606163
0.31437877,-0.00821004,0.24357635,0.7689733,-0.52461284,-0.75175476,0.64023864,0.11976736,-0.36851397,0.4355592,0.3657651,-0.10431604,0.6953827,1.9349084,3.76114217,1.82623377
0.043907456,-0.013664498,0.10277331,0.45446587,-0.118517175,-0.6403595,0.60326606,0.10917339,-0.35688424,0.4372915,0.3680727,-0.10372276,0.69574803,1.9348892,3.516439343,1.581550143
-0.06021074,0.005498277,0.002596594,0.054737005,0.32692635,-0.5187395,0.56537616,0.09817345,-0.3450917,0.43898535,0.37036565,-0.10312905,0.6961135,1.9348698,3.466471146,1.531601346
-0.29002532,-0.004042823,-0.16092102,-0.30923176,0.770666,-0.3892007,0.526476,0.08682714,-0.33313885,0.44064128,0.37264365,-0.1025349,0.6964791,1.9348505,3.239488297,1.304637797
0.24217914,-0.04439467,-0.33063945,-0.58721524,1.1596534,-0.25493923,0.486496,0.07519694,-0.3210268,0.44225916,0.37490666,-0.10194036,0.696845,1.9348313,3.77221185,1.83738055
0.102505505,-0.042076413,-0.43884504,-0.645118,1.4571329,-0.12259552,0.44563827,0.06334116,-0.30875656,0.44383898,0.37715432,-0.10134541,0.697211,1.9348121,3.862897292,1.928085192
-0.21197289,-0.008735762,-0.41744968,-0.4376853,1.6602043,0.002375568,0.4041686,0.051318455,-0.29632944,0.44538072,0.37938675,-0.100749984,0.6975772,1.9347928,4.102281337,2.167488537
-0.01631286,-0.01788089,-0.35581797,-0.06780826,1.7902025,0.12446926,0.3623758,0.03919257,-0.28374642,0.44688496,0.38160348,-0.100154154,0.6979437,1.9347734,4.935725116,3.000951716
-0.08216821,-0.14076214,-0.013997095,0.323134,1.8600663,0.24177049,0.3203559,0.027023746,-0.27100897,0.4483515,0.3838045,-0.09955796,0.6983103,1.9347541,5.630076461,3.695322361
0.32219997,-0.09549553,0.337113,0.63886666,1.8739681,0.35147607,0.27808005,0.014864857,-0.25811866,0.44978112,0.38598946,-0.09896126,0.69867706,1.9347351,6.833175997,4.898440897
-0.33663383,0.16399242,0.55828154,0.7822189,1.8117703,0.45446762,0.23546265,0.002762682,-0.24562678,0.45117325,0.38815823,-0.0983641,0.69904405,1.9347157,6.801422632,4.866706932
0.27337936,0.19337222,0.48832932,0.66892445,1.6541836,0.5510131,0.19240671,-0.009242087,-0.2332158,0.45252842,0.3903108,-0.09776652,0.6994112,1.9346964,7.158331173,5.223634773
-0.29881716,-0.07874033,-0.025933681,0.38532516,1.4000062,0.6411323,0.1488567,-0.02111228,-0.22067146,0.45384687,0.39244682,-0.09716854,0.6997787,1.9346774,5.313626699,3.378949299
0.38749048,-0.18780091,-0.3975352,0.04819557,1.0587779,0.72382575,0.10465702,-0.03281073,-0.20799653,0.45512873,0.39456615,-0.09657009,0.7001455,1.934658,4.88473164,2.95007364
-0.37939748,-0.046034366,-0.42954212,-0.26120815,0.6593295,0.7978609,0.05863966,-0.04430347,-0.19519314,0.45637426,0.39666858,-0.09597121,0.7004921,1.9346389,3.552353964,1.617715064
-0.029162169,0.024757989,-0.13668756,-0.390896,0.23384443,0.8628539,0.005788952,-0.05556695,-0.18226404,0.45758396,0.39875397,-0.09537191,0.7008389,1.9346198,3.729093272,1.794473472
0.07929972,0.007013179,0.04695032,-0.3079116,-0.17521204,0.9186904,-0.048399456,-0.06659829,-0.16921131,0.45875752,0.40082195,-0.09477208,0.7011859,1.9346005,3.685214713,1.750614213
0.28641403,0.00745762,0.06373595,-0.13687652,-0.5291555,0.96418697,-0.103688955,-0.07740374,-0.15603788,0.45989564,0.40287256,-0.0941719,0.7015331,1.9345814,3.723342775,1.788761375
-0.24425575,-0.003605901,0.016445102,-0.03603638,-0.807166,0.99508697,-0.15961555,-0.08798921,-0.14274709,0.46099815,0.40490562,-0.093571216,0.70188034,1.9345622,2.938891285,1.004329085
0.028788406,-0.018642055,-0.076088116,0.026313867,-1.0219632,1.0060896,-0.21574391,-0.09836274,-0.12934214,0.46206525,0.40692055,-0.09297009,0.70222783,1.9345431,2.913836352,0.979293252
0.093952686,-0.03238407,-0.09478404,0.045384422,-1.1406152,0.99364376,-0.27178407,-0.10853984,-0.11582652,0.46309656,0.40891764,-0.092368454,0.70257545,1.9345239,2.785792224,0.851268324
0.088069364,-0.024581905,-0.015925633,0.008712575,-1.1746758,0.9552747,-0.32760707,-0.11852983,-0.1022038,0.46409187,0.41089657,-0.09176644,0.7029232,1.9345049,2.709182701,0.774677801
-0.10662211,0.006240958,0.048676036,-0.061998215,-1.1288885,0.8903721,-0.38727608,-0.12832755,-0.0884771,0.465051,0.41285703,-0.09116393,0.7032712,1.9344857,2.468200539,0.533714839
-0.09734658,0.009513455,0.086907454,-0.20219307,-0.9923549,0.7996423,-0.44833562,-0.13791862,-0.07464961,0.46597415,0.41479897,-0.090560995,0.7036193,1.9344666,2.371562834,0.437096234
0.116265364,-0.011033055,0.07184296,-0.38053945,-0.76606715,0.6866192,-0.50770664,-0.14728314,-0.060723577,0.46686056,0.4167221,-0.08995756,0.7039675,1.9344474,2.433414512,0.498967112
-0.022681978,-0.015983991,-0.14277436,-0.44527265,-0.48824134,0.557577,-0.56513053,-0.1563995,-0.0467016,0.4677106,0.41862625,-0.089353666,0.70431596,1.9344283,2.110118495,0.175690195
-0.021489771,-0.024063611,-0.24132428,-0.31861618,-0.1769842,0.41948545,-0.6204832,-0.16524673,-0.032586765,0.4685241,0.42051142,-0.088749245,0.7046645,1.9344091,2.258050588,0.323641488
0.24239711,-0.015687963,-0.22462842,-0.086694546,0.14889127,0.27893168,-0.6737151,-0.17381068,-0.018381495,0.46930027,0.42237726,-0.08814448,0.7050132,1.9343902,2.920238306,0.985848106
0.022622857,-0.016531471,0.12295555,0.15921779,0.4437522,0.14183305,-0.7248273,-0.18208979,-0.004485918,0.47003952,0.42422342,-0.08753916,0.7053621,1.934371,3.408903848,1.474532848
-0.18196526,0.023799237,0.23100436,0.4085708,0.66729265,0.014415324,-0.7740985,-0.1900871,0.009122311,0.47074145,0.4260501,-0.08693338,0.7057112,1.934352,3.657975192,1.723623192
-0.23612012,0.023023035,0.18186022,0.62571496,0.8037135,-0.09989608,-0.821555,-0.19781654,0.022815222,0.47140568,0.42785698,-0.08632716,0.70606023,1.934333,3.755067927,1.820734927
