IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11,IMF12,IMF13,Residual,IMF1-13,IMF1-R
-0.052910034,-0.016667943,0.025475318,0.22283462,0.26776892,0.31184614,1.1921238,-0.4467846,-0.1384131,0.52114314,-0.42434597,-0.3033984,0.53007567,1.9452709,3.634018461,1.688747561
-0.38960195,-0.05510759,-0.23496266,0.28484467,0.4216208,0.3905662,1.2591386,-0.4323363,-0.1384422,0.5171793,-0.42528048,-0.30337018,0.53038085,1.9452487,3.36987776,1.42462906
0.44582486,-0.0490563,-0.23125626,0.29768395,0.5524303,0.4562844,1.3192722,-0.41753575,-0.13830638,0.51316094,-0.42620817,-0.30333996,0.5306864,1.9452267,4.49486693,2.54964023
-0.4503276,0.025860732,-0.044652812,0.18339916,0.63382167,0.5054627,1.3721275,-0.40243414,-0.13800925,0.509089,-0.42712912,-0.3033078,0.5309922,1.9452045,3.94009674,1.99489224
0.02992053,0.026638526,0.19632408,0.05416892,0.63525206,0.5371537,1.4173421,-0.3870789,-0.13755496,0.50496453,-0.42804337,-0.30327365,0.53129846,1.9451823,4.622294326,2.677112026
0.33194232,-0.002446552,0.22155418,-0.02142961,0.5583706,0.5535617,1.4545561,-0.37151158,-0.13694751,0.50078934,-0.42895094,-0.30323756,0.531605,1.9451603,4.833015788,2.887855488
0.11621911,-0.020667644,0.107295,-0.070251755,0.43264937,0.55761045,1.4834902,-0.35576817,-0.13619146,0.49656373,-0.42985177,-0.30319944,0.53191197,1.9451381,4.354947691,2.409809591
-0.30064017,-0.023520377,-0.1345944,-0.13799852,0.2888846,0.55031186,1.5039256,-0.33988333,-0.13529196,0.49228966,-0.43074608,-0.30315948,0.53221923,1.945116,3.506912633,1.561796633
0.17892885,-0.026821,-0.2716607,-0.16364929,0.14634313,0.5300509,1.5159103,-0.3239068,-0.13425393,0.48796767,-0.4316337,-0.30311748,0.53252685,1.9450939,3.6817787,1.7366848
0.18502522,-0.024000373,-0.2787865,-0.10343978,0.020550681,0.49585062,1.5195498,-0.30789185,-0.133082,0.48359963,-0.43251482,-0.30307353,0.5328348,1.9450717,3.599693598,1.654621898
0.12119,-0.009003753,-0.0290444,0.00781381,-0.08714379,0.4486511,1.515024,-0.29189533,-0.1317807,0.47918597,-0.43337405,-0.30302766,0.53314316,1.9450496,3.764787957,1.819738357
-0.26483905,0.006974174,0.15441854,0.1145458,-0.17200992,0.39049792,1.5024507,-0.2761354,-0.13035381,0.47449845,-0.43421718,-0.30297977,0.53345186,1.9450275,3.541329814,1.596302314
-0.11446357,-0.02316907,0.22719885,0.16805874,-0.2244253,0.32437813,1.4819537,-0.26057547,-0.12880595,0.46972793,-0.43505406,-0.30292994,0.53376085,1.9450054,3.66066024,1.71565484
0.28105536,-0.05211405,0.15270926,0.1624775,-0.25157908,0.2536525,1.4536045,-0.24523804,-0.12714054,0.46491426,-0.43588468,-0.30287814,0.53407025,1.9449832,3.8326323,1.8876491
-0.14766228,-0.014090099,-0.039764047,0.087115906,-0.27080768,0.18212086,1.4175419,-0.23017567,-0.12536149,0.46005872,-0.43670917,-0.30282444,0.53438,1.9449611,3.05878361,1.11382251
-0.108825885,0.034560006,-0.11119973,-0.002104442,-0.2992224,0.11203868,1.3740716,-0.21542044,-0.123472,0.45516264,-0.4375275,-0.30276874,0.5346901,1.9449391,2.854920989,0.909981889
-0.19054517,-0.014465022,-0.1980964,-0.07368683,-0.3368771,0.045911215,1.3234731,-0.20100276,-0.121476166,0.45022756,-0.43833965,-0.30271107,0.5350005,1.9449171,2.422329307,0.477412207
0.29922846,-0.05544545,-0.1687387,-0.12426621,-0.36475435,-0.014574171,1.2660465,-0.1869502,-0.11937702,0.4452546,-0.43914568,-0.3026515,0.5353113,1.9448949,2.714832479,0.769937579
-0.24680999,-0.00108024,0.063870214,-0.116554946,-0.35865706,-0.06864205,1.2022592,-0.1732908,-0.1171774,0.44024506,-0.4399457,-0.30258992,0.5356225,1.9448727,2.362121568,0.417248868
0.08806557,0.027059883,0.08337886,-0.052281298,-0.31224748,-0.116151676,1.1327125,-0.16005948,-0.11488047,0.4352003,-0.440747,-0.3025264,0.5359339,1.9448508,2.748308009,0.803457209
-0.015643595,-0.01673587,0.076222375,-0.029112346,-0.22936758,-0.1561567,1.0579746,-0.14728987,-0.11248896,0.43012127,-0.4415459,-0.30246103,0.53624576,1.9448286,2.594590754,0.649762154
0.019445784,-0.03595976,-0.00138577,-0.05959004,-0.11954067,-0.18856905,0.9785816,-0.13501371,-0.11000602,0.42500964,-0.4423388,-0.30239362,0.5365579,1.9448066,2.509604084,0.564797484
0.122336715,-0.009292794,-0.20642246,-0.051547494,0.000121797,-0.21351857,0.8951424,-0.12390515,-0.10743549,0.41986603,-0.44312558,-0.3023243,0.5368705,1.9447845,2.461550104,0.516765604
-0.13060595,-0.020267868,-0.15605737,0.018908381,0.1115548,-0.23082404,0.8083327,-0.11333665,-0.10478275,0.41469246,-0.4439064,-0.30225298,0.5371834,1.9447625,2.333400233,0.388637733
0.100315556,-0.022792999,-0.13333449,0.14292955,0.19720466,-0.24068634,0.7188423,-0.10323853,-0.10205351,0.40948936,-0.44468108,-0.30217978,0.5374966,1.9447405,2.702051797,0.757311297
0.13950564,-0.013600463,0.09474059,0.26257464,0.2455475,-0.24292524,0.62751037,-0.09358948,-0.09925431,0.40425882,-0.44544974,-0.3021046,0.5378102,1.9447184,3.059742327,1.115023927
-0.20415853,0.012923664,0.15755907,0.26244605,0.24990372,-0.23701398,0.5352633,-0.08436737,-0.096392095,0.39900136,-0.44621238,-0.3020275,0.53812414,1.9446964,2.729745849,0.785049449
0.1929988,-0.007702802,0.17908868,0.16847107,0.21216357,-0.22349828,0.44289228,-0.07554179,-0.09347405,0.39371854,-0.4469689,-0.3019485,0.53843844,1.9446743,2.923311358,0.978637058
-0.16203454,-0.013511929,-0.09660783,0.063022844,0.1498853,-0.2047622,0.35105827,-0.06707587,-0.09050797,0.38841164,-0.4477194,-0.30186749,0.5387531,1.9446523,2.051696225,0.107043925
0.02083265,-0.021198496,-0.14942408,-0.06828821,0.08736436,-0.18312253,0.26038182,-0.05892605,-0.08750183,0.38308164,-0.4484639,-0.3017846,0.5390681,1.9446301,1.916648974,-0.027981126
0.13326938,-0.020778025,-0.1243545,-0.1997704,0.031055616,-0.16041942,0.17145891,-0.05104666,-0.08446438,0.37773043,-0.4492022,-0.3016997,0.5393834,1.9446082,1.805770651,-0.138837549
0.046252258,0.001548549,-0.038812954,-0.22729689,-0.018252868,-0.1396356,0.085068084,-0.043390118,-0.081403956,0.3723586,-0.44993207,-0.30161297,0.5396991,1.9445862,1.689175365,-0.255410835
-0.16285317,0.013188471,0.011384835,-0.15436372,-0.04530486,-0.1230992,0.001872516,-0.035920862,-0.078328244,0.3669676,-0.4506458,-0.30152425,0.5400151,1.9445641,1.525952516,-0.418611584
-0.043193635,-0.01611843,0.050059706,-0.029971266,-0.046365585,-0.11101399,-0.081217475,-0.028590828,-0.07524449,0.361559,-0.45135367,-0.30143362,0.5403315,1.9445422,1.711989417,-0.232552783
0.17356789,-0.03267665,-0.022266055,0.107663274,-0.029732814,-0.10221273,-0.16419607,-0.021345224,-0.07215961,0.35613355,-0.45205566,-0.3013411,0.5406482,1.9445201,1.924547101,-0.019972999
0.038077578,-0.013612845,-0.048018873,0.1857207,-0.007043995,-0.09620078,-0.24345587,-0.014123329,-0.06907969,0.3506918,-0.45275176,-0.30124658,0.5409653,1.9444981,1.814419756,-0.130078344
-0.027224878,0.01580249,-0.063225456,0.13847391,0.012451129,-0.09343553,-0.3190331,-0.006863306,-0.0660106,0.34523472,-0.45344198,-0.30115017,0.5412827,1.944476,1.667335929,-0.277140071
-0.17434879,0.004964595,-0.023708163,0.07385103,0.034967713,-0.09469949,-0.39092356,0.000493805,-0.06295779,0.33976305,-0.45412627,-0.30105183,0.5416005,1.9444541,1.4382789,-0.5061752
0.19070914,-0.03189691,-0.03655516,0.023281613,0.057636175,-0.1001892,-0.45905194,0.007985169,-0.059926406,0.33427736,-0.4548047,-0.30095157,0.5419186,1.9444321,1.656864271,-0.287567829
0.004930231,-0.027579779,-0.1173168,-0.00452771,0.061680324,-0.10896498,-0.523284,0.015637705,-0.056920953,0.3287786,-0.45547715,-0.30084938,0.5422371,1.9444101,1.302753308,-0.641656792
-0.09890384,-0.010092699,-0.07757195,0.018905664,0.03528834,-0.12023384,-0.58344436,0.023478324,-0.05394466,0.32326695,-0.4561437,-0.30074525,0.5425559,1.944388,1.186802879,-0.757585121
0.013969401,-0.009020204,0.011889601,0.061044052,-0.014660328,-0.13314092,-0.63940394,0.03152337,-0.050999064,0.3177434,-0.4568044,-0.3006392,0.54287505,1.944366,1.318742818,-0.625623182
0.14270546,-0.00926343,0.1479706,0.0838058,-0.07101433,-0.14703952,-0.69121414,0.03978534,-0.048086524,0.3122079,-0.45745918,-0.30053127,0.5431946,1.944344,1.489405306,-0.454938694
-0.15987663,0.002162187,0.15926568,0.04073862,-0.11825882,-0.15882382,-0.73896587,0.048273847,-0.04520822,0.30666143,-0.45810795,-0.3004214,0.54351443,1.9443221,1.065275584,-0.879046516
-0.043718092,-0.009411046,0.07297873,-0.06885373,-0.15591031,-0.16417971,-0.782758,0.056995615,-0.042365506,0.30110413,-0.4587508,-0.30030954,0.54382414,1.9443,0.892945881,-1.051354119
0.19078496,-0.021364952,-0.11892945,-0.17313407,-0.1806109,-0.16050437,-0.82264584,0.065956414,-0.03955919,0.29553643,-0.4593877,-0.3001958,0.5441182,1.9442781,0.764341832,-1.179936268
-0.16229346,-0.025993856,-0.3123023,-0.18345319,-0.18615802,-0.14772956,-0.8586459,0.07515977,-0.036789767,0.2899587,-0.46001858,-0.3000802,0.5444126,1.9442562,0.180322437,-1.763933763
0.19361897,-0.025226321,-0.18603471,-0.095262006,-0.18290164,-0.12772924,-0.8906691,0.08460248,-0.03405755,0.28437093,-0.46064356,-0.29996264,0.54470736,1.9442341,0.749047073,-1.195187027
-0.1407001,-0.000405751,-0.019565566,0.034978077,-0.17144285,-0.1045254,-0.9187114,0.09427461,-0.031362474,0.27877405,-0.4612625,-0.29984316,0.5450024,1.9442122,0.749422136,-1.194790064
0.10017871,0.004580916,0.08851266,0.21492186,-0.14686748,-0.08230034,-0.9426946,0.10414892,-0.028705094,0.27316773,-0.46187547,-0.29972175,0.5452978,1.9441904,1.312834262,-0.631356138
-0.009760457,-0.020641817,0.20363049,0.29297355,-0.102054626,-0.06222455,-0.962516,0.11417607,-0.02608473,0.2675525,-0.46248248,-0.2995984,0.54559356,1.9441684,1.42273151,-0.52143689
-0.02579783,-0.022827493,0.16533376,0.18130702,-0.039371222,-0.04610008,-0.9780616,0.12430095,-0.023501387,0.26192874,-0.46308348,-0.29947317,0.5458896,1.9441464,1.324690208,-0.619456192
0.15827958,-0.002473528,0.022851795,-0.020894274,0.02880318,-0.035018988,-0.9891373,0.13447517,-0.020954687,0.25615478,-0.46367857,-0.299346,0.54618603,1.9441245,1.259371688,-0.684752812
-0.22480078,-0.006610673,-0.17026272,-0.17938769,0.09235272,-0.031543452,-0.99538666,0.14465131,-0.01844482,0.25035638,-0.4642675,-0.29921696,0.54648274,1.9441025,0.588024395,-1.356078105
0.22131684,-0.040557534,-0.19406246,-0.2681844,0.15138318,-0.037038263,-0.9963449,0.15477651,-0.01597166,0.24454965,-0.46485046,-0.29908592,0.5467798,1.9440806,0.946790983,-0.997289617
-0.091586076,-0.016864292,-0.107834525,-0.28855142,0.20214722,-0.050846085,-0.9915649,0.16480495,-0.013535704,0.23873422,-0.46542734,-0.29895297,0.5470772,1.9440587,0.771658978,-1.172399722
-0.19615139,0.023071416,-0.052257724,-0.21723828,0.24554643,-0.07127221,-0.98079026,0.17468919,-0.011137382,0.23291063,-0.4659982,-0.29881817,0.5473749,1.9440367,0.87396565,-1.07007105
0.047227062,-0.005977135,0.03704445,-0.05979379,0.28712583,-0.09701047,-0.96396434,0.18438888,-0.008777688,0.2270791,-0.4665629,-0.2986814,0.547673,1.9440147,1.373785299,-0.570229401
-0.011344824,-0.049941022,-0.032010354,0.17137489,0.3144165,-0.126899,-0.9411022,0.1938758,-0.006457364,0.22123998,-0.46711668,-0.29854274,0.5479714,1.9439929,1.459457286,-0.484535614
0.3260537,-0.012558482,0.04436251,0.35641137,0.31057295,-0.15865375,-0.9122783,0.20312081,-0.004177399,0.21539329,-0.4676642,-0.29840216,0.5482701,1.9439709,2.094421339,0.150450439
-0.3839677,0.027323274,0.2103332,0.41047397,0.27033556,-0.18893014,-0.8777067,0.21208961,-0.001938538,0.20953979,-0.46820548,-0.29825965,0.5485692,1.9439491,1.613605496,-0.330343604
0.1426084,0.002706129,-0.040465143,0.39790484,0.19661403,-0.21435136,-0.83783007,0.22076204,0.000258726,0.20367965,-0.4687404,-0.29811525,0.5488686,1.9439272,1.797827392,-0.146099808
0.3247815,-0.046109725,-0.22127286,0.3672548,0.10156014,-0.23144978,-0.793155,0.22911982,0.002415382,0.19781326,-0.46926907,-0.29796892,0.54916835,1.9439051,1.656792997,-0.287112103
