IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11,IMF12,IMF13,Residual,
0.120737946,-0.005707127,0.221020746,0.050672203,-0.062994836,0.004450494,0.019464302,0.012479438,0.018206609,0.009289047,0.013140665,-0.014706629,0.052458368,0.836488773,50
0.028892453,-0.005782124,0.050355603,-0.002138618,-0.07084331,0.004862698,0.020473836,0.012434767,0.018209906,0.009318189,0.013066576,-0.014737423,0.052391938,0.836495508,51
-0.038049684,-0.003662011,-0.15078203,-0.053096064,-0.072984407,0.00532129,0.02126213,0.012389725,0.018203955,0.009345432,0.012991945,-0.014768023,0.052325502,0.836502241,52
-0.116687229,-0.007666128,-0.299279284,-0.098606704,-0.068981914,0.005609897,0.021822256,0.012343278,0.018188705,0.009370754,0.012916772,-0.01479843,0.052259059,0.83650897,53
-0.172479377,-0.010615638,-0.350300606,-0.122197105,-0.057772462,0.005644669,0.022147154,0.012294445,0.018164065,0.009394135,0.012841055,-0.014828644,0.052192611,0.836515696,54
-0.15213161,-0.006762381,-0.352148278,-0.125912457,-0.03909248,0.005469876,0.022235166,0.012241955,0.018129948,0.009415557,0.012764793,-0.014858664,0.052126157,0.836522419,55
-0.126426964,-0.005882845,-0.247838538,-0.088092872,-0.012996218,0.005047909,0.022095451,0.012184464,0.018086282,0.009435002,0.012687985,-0.014888492,0.052059697,0.836529139,56
-0.063107713,0.001315548,-0.100992934,-0.013861965,0.014726488,0.004349733,0.02174274,0.012121077,0.018032981,0.009452456,0.012610629,-0.014918128,0.051993231,0.836535856,57
0.027502489,0.004315074,0.099877534,0.046048708,0.039081829,0.003437069,0.021194193,0.012050824,0.017969894,0.009467904,0.012532724,-0.014947571,0.05192676,0.83654257,58
0.118145557,0.012632218,0.239055745,0.085598912,0.058429903,0.002428835,0.020471002,0.011972633,0.017896848,0.009481335,0.01245427,-0.014976821,0.051860283,0.83654928,59
0.18479551,0.01630984,0.317880918,0.12146043,0.071652601,0.001393963,0.019596484,0.011884655,0.017813681,0.009492741,0.012375267,-0.01500588,0.051793801,0.836555988,60
0.112266785,0.004834001,0.372358395,0.132653412,0.079357444,0.000377021,0.018594081,0.011785527,0.017720251,0.009502112,0.012295712,-0.015034747,0.051727314,0.836562692,61
0.120932396,0.003354197,0.271104272,0.100941182,0.080593455,-0.000589101,0.017481227,0.011674096,0.017616436,0.009509443,0.012215606,-0.015063423,0.051660822,0.836569393,62
0.014270319,0.003457391,0.114657302,0.042489549,0.071462733,-0.001388864,0.01627171,0.011549554,0.01750212,0.009514729,0.012134949,-0.015091908,0.051594324,0.836576091,63
-0.076511886,0.001948906,-0.086605954,-0.016348412,0.050181172,-0.001997594,0.014982846,0.011411633,0.017377166,0.009517977,0.012053739,-0.015120201,0.051527822,0.836582786,64
-0.18055265,-0.00442624,-0.234636202,-0.05942691,0.018021432,-0.002504221,0.013629349,0.011260344,0.017241435,0.009519197,0.011971977,-0.015148304,0.051461314,0.836589477,65
-0.217138179,-0.007298038,-0.345189435,-0.092253571,-0.019841185,-0.002914083,0.012221004,0.011095844,0.01709483,0.009518399,0.011889661,-0.015176216,0.051394802,0.836596166,66
-0.218256836,-0.012557504,-0.339248809,-0.107837453,-0.055660723,-0.00311439,0.010770677,0.010918186,0.016937273,0.009515591,0.011806791,-0.015203938,0.051328286,0.836602851,67
-0.149237633,-0.009060525,-0.263223123,-0.083788551,-0.082370537,-0.002979938,0.009290837,0.010726813,0.01676868,0.009510784,0.011723366,-0.015231469,0.051261765,0.836609533,68
-0.051388576,-0.003552173,-0.12457862,-0.036243379,-0.096354238,-0.002479953,0.007790823,0.010521127,0.016588979,0.009503985,0.011639388,-0.015258811,0.051195239,0.836616211,69
0.06453171,0.002442633,0.031925994,0.011212094,-0.098875868,-0.001727538,0.006276468,0.010300709,0.016398109,0.009495203,0.011554854,-0.015285964,0.051128709,0.836622887,70
0.201391302,0.008013724,0.202558831,0.047365111,-0.092891704,-0.000775735,0.004744432,0.010064983,0.01619604,0.009484441,0.011469767,-0.015312927,0.051062175,0.836629559,71
0.287836443,0.013486628,0.294219707,0.065533506,-0.081505583,0.000293717,0.003191607,0.009813228,0.015982758,0.009471702,0.011384124,-0.015339702,0.050995638,0.836636227,72
0.265213135,0.010513901,0.326379033,0.070689654,-0.068014126,0.001335292,0.001619721,0.009544507,0.01575827,0.009456984,0.011297928,-0.015366288,0.050929096,0.836642893,73
0.193008688,0.010597181,0.243865831,0.065673462,-0.053014045,0.002281547,3.65E-05,0.009257407,0.015522591,0.009440281,0.011211178,-0.015392685,0.050862551,0.836649555,74
0.091553684,0.007462617,0.1087452,0.041292836,-0.035382849,0.003070924,-0.001547533,0.008950592,0.01527575,0.009421585,0.011123874,-0.015418895,0.050796002,0.836656214,75
-0.06458922,-0.002515117,-0.021010163,-0.01106355,-0.011441645,0.003716745,-0.003122005,0.008622858,0.015017793,0.009400882,0.011036018,-0.015444917,0.050729449,0.83666287,76
-0.176571945,-0.001788063,-0.183885728,-0.067530777,0.019951612,0.004297235,-0.004681748,0.008273171,0.014748808,0.00937816,0.010947611,-0.015470752,0.050662894,0.836669522,77
-0.2485469,0.001337302,-0.305130408,-0.099963273,0.054260299,0.004906299,-0.006221216,0.007900785,0.014468939,0.009353412,0.010858653,-0.015496399,0.050596335,0.836676171,78
-0.290516165,-0.001885534,-0.318280451,-0.101005237,0.086290132,0.005660509,-0.007733385,0.007505201,0.014178421,0.009326633,0.010769146,-0.015521859,0.050529773,0.836682817,79
-0.222751412,-0.006016893,-0.270349398,-0.085512162,0.111656255,0.006639996,-0.009212718,0.007086326,0.013877562,0.009297818,0.010679091,-0.015547133,0.050463208,0.836689459,80
-0.15183517,-0.007652893,-0.131274813,-0.043135615,0.128177904,0.007785679,-0.010652104,0.006644361,0.013566683,0.009266962,0.010588488,-0.01557222,0.05039664,0.836696098,81
-0.000662964,0.001615316,0.00786198,0.022613992,0.137219075,0.008800995,-0.012041302,0.006179711,0.013246114,0.009234061,0.010497339,-0.015597121,0.05033007,0.836702733,82
0.131366221,0.001701887,0.181672837,0.080143224,0.138536686,0.009384811,-0.013371401,0.005693781,0.012916178,0.009199103,0.010405646,-0.015621835,0.050263498,0.836709365,83
0.232285937,0.001387855,0.311034475,0.122512711,0.129500655,0.009409285,-0.014638583,0.005188457,0.012577172,0.009162076,0.010313408,-0.015646364,0.050196922,0.836715994,84
0.254968119,0.011645826,0.33570404,0.139335621,0.108982001,0.008780552,-0.01583696,0.00466559,0.012229359,0.009122965,0.010220628,-0.015670706,0.050130345,0.836722619,85
0.251668814,0.011987302,0.289328315,0.108169779,0.078120936,0.007374085,-0.01695646,0.004127015,0.011873006,0.009081755,0.010127308,-0.015694862,0.050063766,0.836729241,86
0.170049876,0.005009568,0.170526048,0.056674157,0.038445827,0.005116736,-0.017991537,0.003574853,0.011508379,0.009038431,0.010033451,-0.015718833,0.049997184,0.83673586,87
0.04693426,0.000779397,-0.018050139,0.003304203,-0.00618284,0.002138282,-0.018933088,0.003011694,0.011135735,0.008992979,0.009939058,-0.015742618,0.049930601,0.836742475,88
-0.084739347,-0.002125235,-0.194096204,-0.049494191,-0.052405026,-0.00120237,-0.019769455,0.002440106,0.010755315,0.008945387,0.009844134,-0.015766217,0.049864016,0.836749086,89
-0.1649795,-0.00300384,-0.324815942,-0.102199495,-0.095652355,-0.004499858,-0.020486603,0.001862433,0.010367339,0.008895646,0.009748683,-0.015789631,0.049797429,0.836755694,90
-0.225210608,-0.002734234,-0.377573511,-0.139702982,-0.131769711,-0.007370624,-0.021068053,0.001280991,0.009971996,0.008843749,0.009652707,-0.015812858,0.049730841,0.836762299,91
-0.203736289,-0.004656202,-0.32475615,-0.146567719,-0.157349836,-0.00965138,-0.021492941,0.000697917,0.009569446,0.008789689,0.009556213,-0.0158359,0.049664252,0.8367689,92
-0.140403565,-0.001080704,-0.201234588,-0.120257488,-0.171845455,-0.011420903,-0.02173983,0.00011563,0.009159834,0.008733463,0.009459203,-0.015858756,0.049597661,0.836775498,93
-0.012653769,0.007187651,-0.040656876,-0.070156051,-0.178998576,-0.012678926,-0.021791896,-0.000463344,0.008743306,0.008675063,0.009361682,-0.015881427,0.04953107,0.836782092,94
0.087999731,0.003124614,0.172962076,-0.014373966,-0.179246152,-0.013338707,-0.021638563,-0.001036461,0.008320041,0.008614482,0.009263657,-0.015903911,0.049464477,0.836788682,95
0.189529632,-0.001081777,0.316008898,0.039649561,-0.168667829,-0.013440778,-0.021270696,-0.001601058,0.007890263,0.008551707,0.009165131,-0.015926209,0.049397884,0.83679527,96
0.226764833,-0.004833486,0.391685016,0.065927155,-0.142778613,-0.013121554,-0.020680917,-0.002154328,0.007454233,0.008486727,0.009066111,-0.01594832,0.04933129,0.836801853,97
0.227034626,-0.005286501,0.361741199,0.048027697,-0.100933136,-0.012526458,-0.019865657,-0.002693071,0.007012289,0.008419528,0.008966603,-0.015970245,0.049264695,0.836808433,98
0.157983502,0.000304079,0.222046177,0.023791238,-0.049055354,-0.011834287,-0.018824191,-0.003213886,0.006564885,0.008350102,0.008866611,-0.015991984,0.0491981,0.83681501,99
0.03266723,-0.001037024,0.046375486,0.003392354,0.006922085,-0.01114173,-0.017560861,-0.003714163,0.006112491,0.008278441,0.00876614,-0.016013536,0.049131505,0.836821583,100
-0.107110235,-0.00384755,-0.154024429,-0.025030978,0.060446281,-0.010533648,-0.016090572,-0.004192289,0.005655523,0.008204539,0.008665196,-0.016034901,0.04906491,0.836828152,101
-0.219413448,-0.003942934,-0.310242341,-0.041793978,0.10786015,-0.010040018,-0.014444089,-0.004646907,0.005194441,0.008128388,0.008563784,-0.01605608,0.048998314,0.836834718,102
-0.257512262,0.002091882,-0.417423476,-0.035982693,0.148215589,-0.009589981,-0.012660032,-0.005076579,0.004729738,0.008049978,0.008461908,-0.016077071,0.048931719,0.83684128,103
-0.236858471,0.000146599,-0.402532793,-0.020411074,0.180738908,-0.009032439,-0.01077664,-0.005480002,0.00426195,0.007969304,0.008359572,-0.016097876,0.048865124,0.836847839,104
-0.198922969,-0.008684567,-0.261196116,0.004744214,0.203540955,-0.008266105,-0.008828393,-0.005856211,0.003791615,0.007886364,0.008256783,-0.016118494,0.048798529,0.836854394,105
-0.07359111,-0.007371801,-0.091690514,0.053611335,0.21574708,-0.00738015,-0.006848314,-0.006204445,0.003319259,0.007801159,0.008153545,-0.016138925,0.048731935,0.836860945,106
0.062809197,0.004954327,0.084791145,0.123340052,0.217021409,-0.00651203,-0.004862574,-0.00652417,0.002845424,0.007713692,0.008049863,-0.016159169,0.048665341,0.836867493,107
0.142637516,0.011894174,0.260887391,0.170330718,0.205440529,-0.005712256,-0.002897508,-0.006814491,0.002370654,0.00762397,0.007945743,-0.016179226,0.048598748,0.836874037,108
0.255436779,0.01377905,0.350906798,0.17307643,0.178306214,-0.004935955,-0.000977247,-0.00707442,0.001895518,0.007532008,0.007841188,-0.016199096,0.048532156,0.836880577,109
0.240683701,0.008911486,0.380751262,0.154714826,0.135728668,-0.004090452,0.00087524,-0.007303305,0.001420643,0.007437825,0.007736205,-0.016218778,0.048465565,0.836887114,110
0.186175857,0.009322085,0.27551892,0.121744548,0.081124346,-0.002997111,0.002639054,-0.00750099,0.000946699,0.007341445,0.007630798,-0.016238274,0.048398975,0.836893647,111
0.044634826,-0.000671162,0.153407331,0.055607421,0.019774296,-0.001602375,0.00430035,-0.007667928,0.000474394,0.007242894,0.007524973,-0.016257582,0.048332386,0.836900177,112
-0.063181701,-0.005650606,-0.020995225,-0.032851974,-0.042962844,0.000134234,0.005852337,-0.007805433,4.48E-06,0.007142197,0.007418735,-0.016276704,0.048265799,0.836906703,113
-0.166836614,-0.002508193,-0.191311508,-0.114616685,-0.102009085,0.002198024,0.007293426,-0.007915376,-0.000462261,0.007039383,0.00731209,-0.016295638,0.048199213,0.836913225,114
-0.276332955,-0.000538836,-0.283001259,-0.173018173,-0.155201796,0.004513065,0.00862771,-0.008000208,-0.000925058,0.006934481,0.007205043,-0.016314385,0.048132629,0.836919743,115
-0.253580687,0.002184415,-0.338574955,-0.197783159,-0.200115581,0.00686849,0.009862859,-0.00806263,-0.001383232,0.006827524,0.007097599,-0.016332946,0.048066046,0.836926258,116
-0.208257177,0.001044135,-0.287494356,-0.171469571,-0.232255828,0.009080253,0.011005412,-0.008105926,-0.001836166,0.006718546,0.006989763,-0.01635132,0.047999465,0.836932769,117
-0.129654239,-0.0015038,-0.149874562,-0.12372106,-0.248022339,0.011141053,0.012060042,-0.008133566,-0.002283309,0.006607586,0.00688154,-0.016369507,0.047932886,0.836939277,118
0.036359416,0.000625747,-0.000197448,-0.078033344,-0.246606551,0.013004383,0.013028397,-0.008148628,-0.002724171,0.006494683,0.006772934,-0.016387507,0.047866309,0.83694578,119
0.166810414,-0.003156335,0.182995639,-0.03337556,-0.22884033,0.01458265,0.013904911,-0.008153604,-0.00315831,0.006379881,0.006663951,-0.016405321,0.047799734,0.83695228,120
0.274526341,0.003976486,0.256093036,0.018700581,-0.197096332,0.01577129,0.014677492,-0.008150469,-0.003585228,0.006263218,0.006554595,-0.016422948,0.047733161,0.836958776,121
0.278631404,0.003852062,0.279406101,0.050769968,-0.15415801,0.016529543,0.015333105,-0.008140802,-0.004004445,0.006144731,0.006444873,-0.016440389,0.047666591,0.836965269,122
0.233557871,0.001471653,0.214655145,0.045478917,-0.101826247,0.01686823,0.015863614,-0.008127039,-0.004415525,0.006024458,0.006334788,-0.016457644,0.047600023,0.836971757,123
0.124147598,-0.00176704,0.114579081,0.01195799,-0.042262457,0.016847792,0.016263207,-0.008111889,-0.004818049,0.005902435,0.006224345,-0.016474713,0.047533458,0.836978242,124
-0.023556658,0.000925092,-0.019315369,-0.035222494,0.021666672,0.016429569,0.016530524,-0.008097976,-0.005211628,0.005778694,0.00611355,-0.016491596,0.047466896,0.836984723,125
-0.149867068,0.003325493,-0.155866291,-0.081971582,0.085310117,0.015549658,0.016664377,-0.008087762,-0.005595857,0.005653264,0.006002407,-0.016508292,0.047400336,0.8369912,126
-0.24586513,0.000891024,-0.233019874,-0.102432545,0.142510535,0.014083345,0.016662054,-0.00808283,-0.005970326,0.005526175,0.005890923,-0.016524804,0.047333779,0.836997674,127
-0.262926772,0.00268496,-0.283605644,-0.08428761,0.190069268,0.012053673,0.01652501,-0.008085058,-0.006334624,0.005397456,0.005779101,-0.016541129,0.047267225,0.837004144,128
-0.25594511,-0.001284775,-0.214273811,-0.031057405,0.225846002,0.009655922,0.016256614,-0.008097233,-0.006688298,0.005267134,0.005666946,-0.016557269,0.047200675,0.837010609,129
-0.16028854,0.002992005,-0.134613958,0.057865871,0.248838919,0.007228611,0.015863366,-0.008123096,-0.007030856,0.005135241,0.005554463,-0.016573224,0.047134127,0.837017072,130
-0.034943819,0.000295305,-0.003976223,0.155175252,0.260597961,0.005083745,0.015350646,-0.008166652,-0.007361792,0.005001802,0.005441657,-0.016588993,0.047067583,0.83702353,131
0.084622938,-0.001525204,0.140587571,0.245301461,0.259284381,0.003296914,0.014722679,-0.008231956,-0.007680609,0.004866843,0.005328533,-0.016604577,0.047001043,0.837029984,132
0.199750352,0.005963753,0.221847213,0.289689201,0.241051124,0.001718235,0.013993026,-0.008322517,-0.007986829,0.004730386,0.005215094,-0.016619976,0.046934505,0.837036435,133
0.263147598,0.007076044,0.290042302,0.280275209,0.203871954,0.000155167,0.013183398,-0.008441125,-0.00828001,0.004592454,0.005101346,-0.016635191,0.046867972,0.837042881,134
0.204223274,0.004800153,0.277944766,0.229347932,0.149281345,-0.001398039,0.012308463,-0.00858898,-0.008559826,0.004453074,0.004987293,-0.01665022,0.046801442,0.837049324,135
0.154264821,0.001537286,0.173083583,0.135015942,0.084880508,-0.002877913,0.011377181,-0.008766135,-0.008826096,0.004312268,0.004872941,-0.016665065,0.046734916,0.837055763,136
0.050782396,-0.003732395,0.040055553,0.004634416,0.017180424,-0.004244763,0.010395534,-0.008971712,-0.00907868,0.004170066,0.004758294,-0.016679726,0.046668395,0.837062198,137
-0.062371968,-0.007937318,-0.098836679,-0.135137661,-0.050558927,-0.00565159,0.009368916,-0.009203481,-0.009317446,0.004026492,0.004643358,-0.016694202,0.046601877,0.837068629,138
-0.150476114,-0.006000186,-0.235047107,-0.248986705,-0.114774147,-0.007331682,0.008305272,-0.009458714,-0.009542252,0.003881571,0.004528139,-0.016708495,0.046535363,0.837075056,139
-0.203427973,-0.007463368,-0.277129765,-0.31318708,-0.171121133,-0.009373597,0.007214998,-0.009734843,-0.009752939,0.003735329,0.004412643,-0.016722603,0.046468854,0.837081479,140
-0.178339594,-0.004505177,-0.275696594,-0.333910559,-0.213754698,-0.011556006,0.006103135,-0.010029548,-0.009949349,0.003587793,0.004296876,-0.016736528,0.046402349,0.837087899,141
-0.146375309,-0.00188793,-0.177889813,-0.300359833,-0.238827807,-0.013458896,0.004971636,-0.010340442,-0.010131338,0.003438994,0.004180845,-0.016750269,0.046335848,0.837094314,142
-0.092826604,0.003614342,-0.037931909,-0.218311262,-0.246652947,-0.01470675,0.003819011,-0.01066486,-0.010298785,0.003288958,0.004064556,-0.016763827,0.046269352,0.837100726,143
0.024383489,0.004472234,0.127933238,-0.127959126,-0.239600365,-0.015039375,0.002642573,-0.010999628,-0.010451548,0.0031377,0.003948015,-0.016777202,0.046202861,0.837107133,144
0.095062264,0.009693027,0.266537643,-0.032522409,-0.220108353,-0.014459698,0.001452452,-0.01134143,-0.010589474,0.00298523,0.003831231,-0.016790394,0.046136375,0.837113537,145
0.133593664,0.021337433,0.316844544,0.060722301,-0.19114265,-0.01315572,0.000266995,-0.011686371,-0.010712392,0.00283156,0.003714209,-0.016803404,0.046069893,0.837119936,146
0.13530863,0.023468192,0.291394388,0.119328752,-0.153900611,-0.011440806,-0.000895318,-0.012030248,-0.01082016,0.002676706,0.003596956,-0.016816231,0.046003417,0.837126332,147
0.097068771,0.007121997,0.214724703,0.128629477,-0.107996032,-0.009495711,-0.002013327,-0.012368165,-0.010912671,0.002520687,0.00347948,-0.016828876,0.045936946,0.837132724,148
0.059013453,-0.007676097,0.045897279,0.125170921,-0.056326326,-0.007224593,-0.003063354,-0.012694976,-0.010989875,0.00236353,0.003361788,-0.016841339,0.04587048,0.837139111,149
-0.030720008,-0.019658718,-0.129325787,0.115302363,-0.001426964,-0.00462898,-0.004029085,-0.013006059,-0.011051811,0.002205267,0.003243888,-0.016853621,0.045804019,0.837145495,150
-0.065707806,-0.025851805,-0.282903604,0.096847261,0.052495578,-0.001777024,-0.004901295,-0.013297944,-0.011098797,0.002045936,0.003125784,-0.016865722,0.045737564,0.837151874,151
