IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11,IMF12,IMF13,Residual,
0.02789544,-0.000899653,0.168355068,0.045537291,-0.039995618,0.017492637,0.028312231,-0.011571474,0.020710334,0.000117736,-0.013882789,-0.014208985,0.026240498,0.838897283,459
0.007349538,-0.000659351,-0.026086156,0.016338073,0.024444838,0.016084334,0.027721351,-0.013019427,0.020673897,8.71E-05,-0.013833595,-0.014185175,0.026182363,0.83890221,460
-0.033907777,-0.000542104,-0.192016051,-0.011265124,0.086210005,0.014396867,0.026792524,-0.014438312,0.020628496,5.53E-05,-0.013783892,-0.014161302,0.026124273,0.838907133,461
-0.033733412,0.000679308,-0.312121845,-0.030236369,0.142746767,0.01222822,0.025559882,-0.015826119,0.020574103,2.22E-05,-0.013733683,-0.014137367,0.026066229,0.83891205,462
-0.030305275,-0.002008292,-0.376830543,-0.020696524,0.190736106,0.009599187,0.02405844,-0.017180743,0.020510766,-1.20E-05,-0.013682975,-0.01411337,0.026008229,0.838916963,463
-0.059551916,-0.014002614,-0.305421236,0.034377028,0.227656906,0.006566705,0.02233188,-0.018499014,0.020438553,-4.74E-05,-0.013631772,-0.01408931,0.025950275,0.838921871,464
-0.024632418,-0.009884001,-0.18389415,0.124551286,0.252433259,0.003328157,0.02042765,-0.019777272,0.020357523,-8.39E-05,-0.01358008,-0.01406519,0.025892366,0.838926775,465
0.014139735,0.005616587,-0.038131565,0.213184689,0.26340423,6.65E-05,0.018387967,-0.021011547,0.020267752,-0.000121616,-0.013527904,-0.014041007,0.025834502,0.838931674,466
0.019736863,0.011430112,0.158864308,0.286286621,0.257466343,-0.003062691,0.016246135,-0.022197732,0.020169283,-0.00016048,-0.013475251,-0.014016764,0.025776684,0.838936567,467
0.056997796,0.010423598,0.319024915,0.319130549,0.231671177,-0.006055269,0.014031552,-0.023331691,0.020062082,-0.000200491,-0.013422125,-0.01399246,0.025718912,0.838941457,468
0.060961311,0.01137996,0.39243143,0.30353883,0.18715184,-0.008794308,0.011765368,-0.024409751,0.019946067,-0.000241644,-0.013368535,-0.013968095,0.025661185,0.838946341,469
0.068301018,0.010823764,0.374271702,0.246106951,0.128700615,-0.011076423,0.009467555,-0.025428993,0.019821171,-0.00028393,-0.013314485,-0.01394367,0.025603504,0.838951221,470
0.04184757,0.011074667,0.239044463,0.153867576,0.060563489,-0.012852751,0.007158908,-0.026386719,0.019687341,-0.00032734,-0.013259984,-0.013919185,0.025545869,0.838956096,471
0.007417051,0.000748284,0.075618304,0.03100635,-0.010648933,-0.014240058,0.00485741,-0.027280644,0.01954453,-0.000371863,-0.013205037,-0.01389464,0.025488279,0.838960966,472
-0.023629481,-0.009472714,-0.118217097,-0.101342085,-0.0807333,-0.015429365,0.002581488,-0.028109501,0.019392662,-0.000417485,-0.013149652,-0.013870036,0.025430736,0.838965831,473
-0.047257535,-0.01773644,-0.264607028,-0.22334697,-0.146239374,-0.016454287,0.000342371,-0.028872909,0.019231637,-0.000464188,-0.013093835,-0.013845373,0.025373238,0.838970692,474
-0.053615441,-0.019320057,-0.347707125,-0.315585973,-0.203047606,-0.017278151,-0.001857967,-0.02957016,0.019061341,-0.00051195,-0.013037595,-0.013820652,0.025315787,0.838975548,475
-0.03797172,-0.014407154,-0.354028305,-0.353380952,-0.245077367,-0.017697957,-0.004019033,-0.030200419,0.018881685,-0.000560747,-0.012980939,-0.013795872,0.025258382,0.838980399,476
-0.041583027,-0.007569467,-0.257604416,-0.321726721,-0.266721357,-0.017471501,-0.006133551,-0.03076338,0.018692612,-0.000610551,-0.012923873,-0.013771035,0.025201023,0.838985246,477
-0.030586119,-0.004447902,-0.098067151,-0.254163808,-0.269174341,-0.016474212,-0.008181104,-0.031259347,0.018494066,-0.000661332,-0.012866407,-0.013746141,0.02514371,0.838990087,478
0.001929911,-0.003212909,0.071101751,-0.17033466,-0.255032671,-0.014750238,-0.010136844,-0.031688907,0.018285991,-0.000713056,-0.012808547,-0.013721191,0.025086444,0.838994924,479
0.043907482,-0.000698229,0.214567088,-0.068598366,-0.228695712,-0.0123368,-0.011977595,-0.03205303,0.01806835,-0.000765686,-0.0127503,-0.013696184,0.025029225,0.838999757,480
0.030840145,0.003776835,0.285877357,0.023953602,-0.193755041,-0.00928319,-0.013692432,-0.032353058,0.017841129,-0.000819185,-0.012691675,-0.013671122,0.024972052,0.839004584,481
0.040979335,0.010957522,0.257479819,0.08306153,-0.150190039,-0.005798883,-0.015275241,-0.032590518,0.017604337,-0.000873513,-0.012632679,-0.013646005,0.024914926,0.839009407,482
0.029699648,0.013118938,0.17652964,0.104642409,-0.097540386,-0.002070949,-0.016720005,-0.03276659,0.017358002,-0.000928627,-0.012573319,-0.013620833,0.024857847,0.839014225,483
0.006840738,0.00643577,0.072818283,0.080007014,-0.035809319,0.001786781,-0.018025237,-0.032882346,0.017102157,-0.000984484,-0.012513604,-0.013595606,0.024800814,0.839019038,484
-0.014834185,0.001559488,-0.05454389,0.027063928,0.031779852,0.005560463,-0.0191863,-0.032938942,0.016836817,-0.001041041,-0.01245354,-0.013570326,0.024743829,0.839023847,485
-0.010001337,-0.000928081,-0.162692624,-0.01132712,0.097043525,0.008799587,-0.020197743,-0.032937352,0.016561989,-0.001098255,-0.012393137,-0.013544993,0.024686891,0.83902865,486
-0.004216376,-0.002761168,-0.247311534,-0.007014338,0.152291888,0.011015341,-0.021059285,-0.032877577,0.016277694,-0.001156086,-0.012332403,-0.013519606,0.02463,0.83903345,487
-0.032994939,-0.004659115,-0.261590542,0.048579223,0.194564628,0.012018466,-0.021773888,-0.032759195,0.015983968,-0.001214494,-0.012271345,-0.013494167,0.024573156,0.839038244,488
-0.016474113,0.000425922,-0.221026285,0.144730697,0.224081717,0.011909377,-0.022354444,-0.032581015,0.015680839,-0.001273437,-0.012209974,-0.013468676,0.02451636,0.839043033,489
-0.021927202,0.002427207,-0.097324323,0.243760577,0.242178439,0.011098926,-0.022823075,-0.032342014,0.015368344,-0.001332879,-0.012148296,-0.013443133,0.024459611,0.839047818,490
0.016376075,-0.000934097,0.061972627,0.323723332,0.247545691,0.009956013,-0.02320317,-0.032041865,0.015046538,-0.00139279,-0.012086322,-0.013417539,0.02440291,0.839052598,491
0.019798233,-0.001402873,0.206651905,0.391625342,0.238528051,0.008733092,-0.023503159,-0.031680587,0.014715467,-0.001453147,-0.01202406,-0.013391893,0.024346256,0.839057374,492
0.013115134,0.006562881,0.276747412,0.430501556,0.212518003,0.007653659,-0.023725588,-0.031258392,0.014375183,-0.001513927,-0.011961518,-0.013366197,0.02428965,0.839062144,493
0.029795697,0.008604577,0.299059707,0.377896649,0.171834495,0.006942417,-0.023869788,-0.0307752,0.01402571,-0.00157511,-0.011898705,-0.013340451,0.024233092,0.83906691,494
0.030360784,0.00459837,0.255566648,0.242816554,0.120963213,0.006733332,-0.023937023,-0.030230239,0.013667071,-0.001636679,-0.01183563,-0.013314655,0.024176582,0.839071671,495
0.007038181,0.004401648,0.136479606,0.084222783,0.065641396,0.007029885,-0.02392689,-0.029622758,0.013299323,-0.001698612,-0.0117723,-0.01328881,0.024120119,0.839076428,496
0.007642907,0.002673811,-0.023702379,-0.080794768,0.010937263,0.007690324,-0.023829768,-0.028952296,0.012922553,-0.001760891,-0.011708725,-0.013262915,0.024063705,0.839081179,497
-0.013387876,-0.00347496,-0.16730808,-0.24251248,-0.04191499,0.008525578,-0.023633254,-0.028218699,0.012536873,-0.001823493,-0.011644913,-0.013236972,0.024007339,0.839085926,498
-0.006883616,-0.003599096,-0.293182327,-0.375866378,-0.092493357,0.009263917,-0.023322528,-0.027422447,0.012142391,-0.001886398,-0.011580872,-0.01321098,0.023951022,0.839090668,499
-0.026814505,-0.003390913,-0.311980655,-0.454132801,-0.136878525,0.009575018,-0.022889722,-0.026566186,0.011739264,-0.001949583,-0.011516611,-0.01318494,0.023894753,0.839095406,500
0.001062967,0.002465483,-0.273078033,-0.470984442,-0.171313644,0.009193107,-0.022334681,-0.025653112,0.011327697,-0.002013023,-0.011452136,-0.013158853,0.023838532,0.839100139,501
-0.020617001,0.000313709,-0.143815796,-0.434472837,-0.193335338,0.008081298,-0.021665503,-0.024686799,0.010907908,-0.002076695,-0.011387455,-0.013132718,0.02378236,0.839104866,502
-0.000686159,-0.003826097,0.004821294,-0.349645878,-0.202242932,0.00640315,-0.020898808,-0.023670855,0.010480141,-0.002140573,-0.011322573,-0.013106537,0.023726237,0.83910959,503
-0.006991097,-0.002759578,0.138099211,-0.225420354,-0.197849983,0.004295663,-0.020051771,-0.022608761,0.010044636,-0.002204627,-0.011257498,-0.01308031,0.023670162,0.839114308,504
0.019435667,0.008431975,0.207679103,-0.095402653,-0.181203206,0.001875984,-0.019132594,-0.02150399,0.009601652,-0.002268825,-0.011192236,-0.013054037,0.023614137,0.839119022,505
0.005808134,0.010294483,0.264201268,-0.003605355,-0.154920066,-0.000615152,-0.018149544,-0.020359486,0.00915147,-0.002333132,-0.011126793,-0.013027718,0.02355816,0.839123731,506
-0.001535271,0.004708808,0.263310177,0.045287615,-0.122434895,-0.002907484,-0.01711637,-0.019177595,0.008694393,-0.002397515,-0.011061176,-0.013001355,0.023502232,0.839128435,507
0.00728211,-0.000902332,0.180592819,0.070955037,-0.083423835,-0.004875642,-0.016045221,-0.017960895,0.008230755,-0.002461946,-0.010995392,-0.012974946,0.023446354,0.839133134,508
0.002418197,-0.002988307,0.056709805,0.087467297,-0.039288288,-0.006554111,-0.014936928,-0.016712592,0.007760911,-0.002526397,-0.010929448,-0.012948494,0.023390525,0.839137829,509
-0.023108474,-0.000632547,-0.058204961,0.104690282,0.006093106,-0.007997349,-0.013790811,-0.015435563,0.00728524,-0.002590841,-0.010863348,-0.012921997,0.023334745,0.839142519,510
0.011924436,0.005845579,-0.187171479,0.126480317,0.047965331,-0.009181936,-0.012612334,-0.014132462,0.006804143,-0.002655256,-0.0107971,-0.012895457,0.023279014,0.839147204,511
0.012035187,0.001394734,-0.238943956,0.165211044,0.084239346,-0.010097859,-0.011406453,-0.012806104,0.006318046,-0.00271962,-0.010730709,-0.012868873,0.023223334,0.839151885,512
-0.005463361,-0.003748701,-0.210118828,0.232688811,0.113211701,-0.010799124,-0.01017234,-0.011459463,0.005827381,-0.002783911,-0.010664181,-0.012842246,0.023167702,0.83915656,513
0.006011379,0.000300362,-0.139988923,0.315956614,0.134750507,-0.011372692,-0.008905456,-0.010096507,0.00533257,-0.00284811,-0.01059752,-0.012815577,0.023112121,0.839161231,514
-0.003560766,0.000908956,-0.010426235,0.39725362,0.149115691,-0.011791783,-0.007602127,-0.008722066,0.004834015,-0.002912195,-0.010530732,-0.012788864,0.023056589,0.839165898,515
-0.000174949,0.003587122,0.103130395,0.472676546,0.155166304,-0.012091027,-0.0062545,-0.007341555,0.004332077,-0.002976147,-0.010463823,-0.012762108,0.023001107,0.839170559,516
0.002607938,0.004361551,0.195330415,0.512221994,0.15180131,-0.012283356,-0.00485508,-0.00596072,0.003827115,-0.00303995,-0.010396798,-0.01273531,0.022945675,0.839175216,517
0.004600931,0.003735374,0.231388676,0.487579415,0.135801949,-0.012369729,-0.003399962,-0.00458459,0.003319493,-0.003103586,-0.010329662,-0.012708469,0.022890293,0.839179868,518
0.009740072,0.002343549,0.215568942,0.400604434,0.107314286,-0.012177334,-0.001894514,-0.003217463,0.002809599,-0.00316704,-0.010262423,-0.012681585,0.022834962,0.839184515,519
0.005658805,0.001725711,0.13605209,0.266745554,0.070455456,-0.011609526,-0.000351566,-0.001863163,0.002297845,-0.003230298,-0.010195085,-0.01265466,0.02277968,0.839189158,520
-0.015662124,-0.003645236,0.048567997,0.091442883,0.029636813,-0.010686382,0.001217134,-0.000525303,0.001784666,-0.003293346,-0.010127655,-0.012627691,0.022724449,0.839193795,521
0.003800999,-0.002090717,-0.092526757,-0.106292447,-0.012166061,-0.009448585,0.002808694,0.00079369,0.001270481,-0.003356173,-0.01006014,-0.01260068,0.022669269,0.839198428,522
-0.009131896,-0.0035387,-0.170038815,-0.293503413,-0.050879739,-0.008009327,0.004421933,0.002092038,0.000755672,-0.003418775,-0.009992546,-0.012573627,0.022614139,0.839203057,523
-0.00024788,0.00288332,-0.236414077,-0.428569098,-0.085618727,-0.006515873,0.006059415,0.003368161,0.000240582,-0.003481151,-0.009924879,-0.012546532,0.022559059,0.83920768,524
0.015044176,0.007081638,-0.256117697,-0.499450181,-0.113377587,-0.005043737,0.007720737,0.004620665,-0.000274501,-0.003543305,-0.009857145,-0.012519393,0.022504031,0.839212299,525
-0.020154517,-0.001963637,-0.171852894,-0.505652942,-0.131900027,-0.00371253,0.009398172,0.005848514,-0.000789308,-0.003605234,-0.009789351,-0.012492212,0.022449053,0.839216913,526
0.007443642,-0.002121031,-0.094446373,-0.452923898,-0.139968803,-0.002569478,0.011076613,0.007050686,-0.001303578,-0.003666938,-0.009721503,-0.012464987,0.022394126,0.839221522,527
0.010511148,0.001928447,0.002193898,-0.35776052,-0.139292101,-0.001465855,0.012730853,0.008225555,-0.001817064,-0.003728412,-0.009653607,-0.012437719,0.02233925,0.839226126,528
0.003598348,0.006302808,0.089139755,-0.23981273,-0.131165024,-0.00017011,0.014336153,0.009370869,-0.002329493,-0.003789653,-0.009585669,-0.012410406,0.022284426,0.839230726,529
0.002604559,0.001689164,0.177090783,-0.133283709,-0.114665825,0.001334477,0.015873716,0.010483842,-0.00284058,-0.003850659,-0.009517693,-0.012383049,0.022229652,0.839235321,530
0.002689416,0.000111208,0.202666455,-0.054749326,-0.087980974,0.003028128,0.017325169,0.011561876,-0.003350043,-0.003911422,-0.009449681,-0.012355648,0.02217493,0.839239911,531
0.000755007,-0.001997076,0.188161074,-0.019855251,-0.050072081,0.004912832,0.018667191,0.012602936,-0.003857613,-0.003971937,-0.009381638,-0.012328202,0.02212026,0.839244497,532
-0.004686217,-0.002679658,0.13039267,-0.024441244,-0.005353444,0.006990869,0.019866401,0.013605384,-0.004363005,-0.004032199,-0.009313565,-0.012300711,0.022065641,0.839249078,533
-0.003191143,-0.001955852,0.05396332,-0.028558864,0.038301183,0.009206637,0.020878865,0.014567901,-0.004865937,-0.004092197,-0.009245465,-0.012273174,0.022011073,0.839253654,534
0.000876306,0.006947385,-0.064719225,-0.00445119,0.074535718,0.011393092,0.021655036,0.015489078,-0.005366126,-0.004151924,-0.009177341,-0.012245591,0.021956557,0.839258225,535
0.015734489,0.007129245,-0.13752922,0.048715581,0.100524142,0.013145656,0.02214956,0.016367454,-0.005863273,-0.004211364,-0.009109193,-0.012217962,0.021902093,0.839262791,536
-0.001574447,0.002345841,-0.15841569,0.121054497,0.11877139,0.014029341,0.022330573,0.017202364,-0.006357088,-0.004270504,-0.009041024,-0.012190286,0.021847681,0.839267353,537
-0.010236974,-0.005929049,-0.114819859,0.195135332,0.133039347,0.01387974,0.022184513,0.017993721,-0.006847271,-0.004329331,-0.008972835,-0.012162563,0.021793321,0.83927191,538
-0.003043078,-0.006225655,-0.063065252,0.280974292,0.144943105,0.012705963,0.021713408,0.018742559,-0.007333557,-0.004387841,-0.008904627,-0.012134793,0.021739012,0.839276462,539
-0.001490066,-0.000711122,-0.004001486,0.374961849,0.154318965,0.010778066,0.020932301,0.019450942,-0.007815793,-0.004446046,-0.008836402,-0.012106974,0.021684756,0.83928101,540
-0.007234478,0.00112048,0.090876288,0.433154076,0.157539576,0.008293291,0.01985868,0.020121106,-0.008293895,-0.00450396,-0.008768162,-0.012079108,0.021630553,0.839285552,541
0.017889599,0.006771058,0.133807143,0.43963897,0.148363372,0.005474713,0.018514325,0.020754819,-0.008767798,-0.004561595,-0.008699907,-0.012051192,0.021576401,0.83929009,542
0.003859769,0.007186996,0.150611838,0.398408332,0.123617152,0.002729243,0.016926959,0.02135406,-0.009237449,-0.004618959,-0.008631639,-0.012023227,0.021522302,0.839294623,543
0.01067311,0.007471818,0.108301268,0.316628474,0.08463781,0.000404147,0.015132299,0.021921075,-0.00970278,-0.004676054,-0.008563361,-0.011995212,0.021468256,0.839299152,544
0.016197659,0.005602112,0.037945471,0.189613704,0.035907456,-0.001256858,0.01317305,0.022458282,-0.010163715,-0.00473288,-0.008495072,-0.011967148,0.021414262,0.839303676,545
-0.02519064,-0.003297219,0.002873622,0.02250553,-0.016705234,-0.002146648,0.01109934,0.02296816,-0.010620181,-0.004789436,-0.008426776,-0.011939032,0.021360321,0.839308195,546
-0.007018343,-0.004744883,-0.06306676,-0.149716764,-0.067909394,-0.002392978,0.008965117,0.023452035,-0.011072105,-0.004845723,-0.008358475,-0.011910866,0.021306433,0.839312709,547
-0.001970888,-0.000482145,-0.129644808,-0.29029105,-0.114084386,-0.002235351,0.006822262,0.023910459,-0.011519346,-0.004901743,-0.00829017,-0.011882649,0.021252597,0.839317218,548
0.002431839,0.00210904,-0.156829716,-0.384605226,-0.151709572,-0.001979639,0.004714885,0.024343334,-0.01196174,-0.004957499,-0.008221863,-0.011854381,0.021198815,0.839321723,549
-0.012381088,-1.01E-05,-0.138711293,-0.422892423,-0.177545818,-0.001972096,0.002683659,0.024749633,-0.012399152,-0.005012994,-0.008153557,-0.011826061,0.021145086,0.839326223,550
-0.003410822,-0.002349485,-0.102431231,-0.407300253,-0.188597777,-0.002437106,0.000760407,0.025126788,-0.012831475,-0.005068232,-0.008085253,-0.011797689,0.02109141,0.839330718,551
-0.008509723,-0.006083963,-0.037345321,-0.346079325,-0.182259727,-0.003365751,-0.001032602,0.02547149,-0.013258636,-0.00512322,-0.008016953,-0.011769265,0.021037787,0.839335208,552
0.003855346,-0.006013106,0.007325561,-0.247876987,-0.162493822,-0.00466707,-0.002686485,0.025780633,-0.01368057,-0.005177964,-0.007948659,-0.011740789,0.020984217,0.839339694,553
-0.005128419,-0.003405944,0.040035893,-0.13008444,-0.133434003,-0.006187328,-0.004199705,0.026051424,-0.014097251,-0.005232472,-0.007880371,-0.01171226,0.020930701,0.839344175,554
0.004768927,0.004129219,0.04597131,-0.028105722,-0.096620023,-0.007793963,-0.005565695,0.026281248,-0.01450867,-0.005286751,-0.007812092,-0.011683678,0.020877239,0.839348651,555
0.015170499,0.003969311,0.07052293,0.023394172,-0.054018642,-0.009255202,-0.006772443,0.026466924,-0.014914836,-0.005340803,-0.007743821,-0.011655043,0.02082383,0.839353122,556
-0.010100139,-0.002001792,0.090066401,0.031744731,-0.00735927,-0.010265143,-0.007805848,0.026605299,-0.01531576,-0.005394629,-0.00767556,-0.011626355,0.020770475,0.839357589,557
0.008792561,-0.00387288,0.062912177,0.03097986,0.042007932,-0.01057046,-0.008657426,0.026693592,-0.01571143,-0.005448225,-0.007607311,-0.011597614,0.020717174,0.83936205,558
-0.010632804,-0.0054403,0.040839548,0.032781406,0.090810114,-0.010078045,-0.009328664,0.026729609,-0.016101815,-0.005501591,-0.007539075,-0.011568818,0.020663927,0.839366508,559
0.005219247,-0.00278898,-0.019694727,0.030177546,0.134064385,-0.008786599,-0.009831934,0.026711742,-0.016486828,-0.005554724,-0.007470854,-0.011539968,0.020610733,0.83937096,560
-0.002646845,-0.001633051,-0.05693749,0.047792436,0.168216685,-0.00679764,-0.010177928,0.026638525,-0.016866365,-0.005607617,-0.007402647,-0.011511064,0.020557594,0.839375407,561
0.008170984,-0.003952608,-0.068025573,0.094252097,0.192553499,-0.004300185,-0.010373745,0.026508323,-0.017240326,-0.005660264,-0.007334457,-0.011482105,0.020504509,0.83937985,562
-0.017636251,-0.006765658,-0.029472777,0.158675488,0.20909575,-0.001584409,-0.010426076,0.026318811,-0.017608618,-0.005712654,-0.007266283,-0.01145309,0.020451478,0.839384288,563
0.005820458,0.001519262,-0.026577005,0.22918691,0.218980281,0.000914947,-0.010342273,0.026068279,-0.017971154,-0.005764781,-0.007198126,-0.011424021,0.020398502,0.839388721,564
0.014620733,0.001482555,0.012723281,0.300458267,0.219082069,0.00293816,-0.010130085,0.025755669,-0.018327866,-0.005816632,-0.007129987,-0.011394895,0.02034558,0.83939315,565
-0.003847739,-0.002299568,0.056743236,0.360419319,0.203365177,0.004323597,-0.009799977,0.025380127,-0.018678683,-0.005868197,-0.007061865,-0.011365714,0.020292712,0.839397573,566
-0.001351705,0.000530312,0.061074369,0.393803276,0.168121318,0.00488407,-0.009371463,0.024941206,-0.019023582,-0.005919456,-0.006993761,-0.011336476,0.0202399,0.839401992,567
0.001492755,0.008045184,0.04686587,0.381474012,0.115917881,0.004599499,-0.008862655,0.024439733,-0.019362587,-0.005970385,-0.006925675,-0.011307181,0.020187141,0.839406407,568
0.026657724,0.015474276,-0.002918793,0.310654296,0.053173221,0.0036802,-0.008291493,0.023877467,-0.019695761,-0.006020954,-0.006857607,-0.011277829,0.020134438,0.839410816,569
0.00013143,0.000254481,0.023985639,0.18456133,-0.012327266,0.002451705,-0.007678787,0.023256742,-0.020023172,-0.006071134,-0.006789557,-0.01124842,0.02008179,0.839415221,570
-0.015185953,-0.00960573,0.014169592,0.026887372,-0.07606504,0.001225311,-0.00704773,0.022579625,-0.020344893,-0.006120892,-0.006721525,-0.011218953,0.020029196,0.83941962,571
-0.009415909,-0.007629005,-0.013277642,-0.137564733,-0.136533998,0.000266294,-0.00641998,0.021848409,-0.020660973,-0.006170199,-0.006653509,-0.011189428,0.019976657,0.839424015,572
0.011293105,0.00076641,-0.041243031,-0.274234982,-0.190046433,-0.00019655,-0.005821695,0.021066373,-0.020971397,-0.006219027,-0.006585509,-0.011159845,0.019924174,0.839428406,573
-0.009619251,0.000259918,-0.040446494,-0.361370747,-0.229873767,-2.01E-05,-0.005279818,0.020236915,-0.021276109,-0.00626735,-0.006517524,-0.011130203,0.019871746,0.839432791,574
-0.011976168,-0.002418147,-0.037519524,-0.392357328,-0.250851656,0.000752846,-0.004809597,0.019363292,-0.021575067,-0.00631514,-0.006449554,-0.011100502,0.019819373,0.839437172,575
-0.004586963,-0.0010167,-0.022936579,-0.367746657,-0.253192138,0.001916134,-0.004411391,0.018448642,-0.021868245,-0.006362368,-0.006381597,-0.011070741,0.019767055,0.839441548,576
0.014761211,0.006670074,-0.032544008,-0.300189172,-0.241446629,0.003087993,-0.004077129,0.017496154,-0.022155625,-0.006409007,-0.006313653,-0.011040921,0.019714793,0.839445919,577
-0.005959811,-5.88E-05,0.017128081,-0.202449154,-0.221233902,0.003896745,-0.003796307,0.016509296,-0.022437211,-0.006455025,-0.006245721,-0.011011041,0.019662587,0.839450286,578
0.010277865,-0.000118265,0.018171479,-0.089363059,-0.192694677,0.004101404,-0.003559271,0.015491749,-0.022713014,-0.006500392,-0.006177801,-0.010981101,0.019610435,0.839454647,579
-0.01497533,-0.00211506,0.040238315,0.008544847,-0.152934151,0.003724784,-0.0033592,0.014447539,-0.02298303,-0.006545065,-0.006109891,-0.0109511,0.01955834,0.839459004,580
0.019354675,0.001481885,0.024582437,0.082356341,-0.100078599,0.002941614,-0.003189813,0.013381043,-0.023247212,-0.006588997,-0.006041992,-0.010921038,0.0195063,0.839463356,581
-0.011499597,-0.000552229,0.030965034,0.112755405,-0.03469298,0.001850205,-0.00304147,0.012296282,-0.02350552,-0.006632134,-0.005974102,-0.010890915,0.019454317,0.839467704,582
0.006207916,0.004194281,-0.012450408,0.115025805,0.039500824,0.000548904,-0.002899469,0.011196963,-0.023757871,-0.006674427,-0.005906221,-0.010860731,0.019402389,0.839472046,583
-0.000346807,0.002109125,-0.017573041,0.092109104,0.114576796,-0.000649422,-0.002751246,0.01008741,-0.024004165,-0.006715823,-0.005838348,-0.010830484,0.019350517,0.839476384,584
0.004772862,-0.005617307,-0.002474851,0.040369266,0.181882116,-0.001518836,-0.002593839,0.00897235,-0.024244256,-0.006756267,-0.00577048,-0.010800175,0.019298701,0.839480717,585
-0.021139545,-0.010359448,0.013988893,-0.005378786,0.236454378,-0.001984377,-0.002423466,0.007856458,-0.024477974,-0.006795701,-0.005702615,-0.010769803,0.019246941,0.839485045,586
-0.001532193,-0.00532036,-0.012175276,0.006531032,0.273246892,-0.002041183,-0.002224563,0.006744304,-0.024705082,-0.006834058,-0.005634752,-0.010739368,0.019195237,0.839489369,587
0.006245492,-0.000429685,-0.037647292,0.063922232,0.290515285,-0.00183127,-0.00198,0.005640294,-0.024925299,-0.006871275,-0.005566889,-0.010708869,0.01914359,0.839493687,588
-0.001714185,0.002064035,-0.029595405,0.128698769,0.288832728,-0.001526316,-0.001675406,0.0045487,-0.025138299,-0.00690729,-0.005499022,-0.010678307,0.019091998,0.839498001,589
0.003023695,0.003883805,-0.00763514,0.196212997,0.267372879,-0.001208366,-0.001301408,0.003473365,-0.025343725,-0.006942043,-0.005431151,-0.01064768,0.019040463,0.83950231,590
0.00297144,-0.000333063,0.009258111,0.256718582,0.227773958,-0.000946938,-0.000859198,0.002418445,-0.025541195,-0.006975478,-0.005363274,-0.010616989,0.018988985,0.839506614,591
-0.021754366,-0.004157575,0.03269841,0.295804188,0.173229669,-0.000683646,-0.000353841,0.001388154,-0.025730309,-0.00700754,-0.005295387,-0.010586233,0.018937563,0.839510914,592
0.017411167,0.004184213,0.00790575,0.297117277,0.107385751,-0.000265868,0.00020547,0.000386571,-0.025910659,-0.007038174,-0.005227491,-0.010555412,0.018886197,0.839515208,593
-0.006234368,0.005978505,0.00971681,0.251326668,0.034125876,0.000340673,0.000807271,-0.000582536,-0.026081846,-0.007067332,-0.005159582,-0.010524525,0.018834888,0.839519498,594
-0.002097322,-0.000691388,0.015332372,0.159244075,-0.04112981,0.001039918,0.001434597,-0.001516188,-0.026243475,-0.007094967,-0.005091659,-0.010493573,0.018783636,0.839523783,595
0.00614989,-0.007878012,0.003147215,0.04234804,-0.114412489,0.001733577,0.002066085,-0.002412359,-0.026395146,-0.007121032,-0.00502372,-0.010462554,0.01873244,0.839528063,596
-0.026898261,-0.014182624,0.021563506,-0.068675862,-0.183663095,0.002305607,0.002676026,-0.003269781,-0.026536443,-0.007145482,-0.004955763,-0.010431469,0.018681301,0.839532339,597
0.012217761,-0.000145923,-0.036984728,-0.162523766,-0.245393483,0.002632283,0.00324207,-0.004087741,-0.026666927,-0.007168272,-0.004887786,-0.010400317,0.018630219,0.839536609,598
-0.002432489,0.00428304,-0.029608923,-0.23674152,-0.293871671,0.00253836,0.003743511,-0.004866013,-0.026786127,-0.007189354,-0.004819787,-0.010369098,0.018579194,0.839540875,599
-0.005478254,-0.004323988,-0.004544541,-0.277104031,-0.320936975,0.001949283,0.004162385,-0.005605397,-0.026893582,-0.007208687,-0.004751764,-0.010337812,0.018528226,0.839545136,600
-0.002017224,-0.013665656,0.018634816,-0.256685657,-0.321216465,0.000951861,0.004485015,-0.006308129,-0.026988866,-0.007226232,-0.004683714,-0.010306459,0.018477315,0.839549392,601
-0.013182561,-0.0064061,-0.001312767,-0.184389095,-0.296850944,-0.000357241,0.004699903,-0.006977073,-0.027071608,-0.007241945,-0.004615636,-0.010275038,0.018426462,0.839553644,602
0.011273758,0.006209403,-0.027615231,-0.091213041,-0.252787255,-0.001794416,0.004797207,-0.007615657,-0.027141463,-0.007255783,-0.004547527,-0.010243548,0.018375665,0.83955789,603
0.001249425,0.004104136,-0.000828922,-0.010420596,-0.194328858,-0.003051033,0.004773506,-0.008227527,-0.027198104,-0.007267706,-0.004479386,-0.010211991,0.018324925,0.839562132,604
0.004344197,-0.001969152,0.026214539,0.057613619,-0.126003811,-0.003750429,0.004637162,-0.00881624,-0.027241246,-0.007277676,-0.00441121,-0.010180365,0.018274243,0.839566368,605
0.015708532,-0.00087029,0.017882609,0.115368277,-0.051146305,-0.003706915,0.004403591,-0.00938576,-0.027270639,-0.007285653,-0.004342996,-0.01014867,0.018223618,0.8395706,606
