True,LightGBM,BiLSTM,StackLSTM ,LSTM,RF,SVM,XGB
29.20431034,33.535767556677555,33.404694,30.824112,32.059578,30.52880735708994,33.95516988941716,29.178144
25.24655172,30.615380305145663,29.92994,26.625961,28.858118,24.33122561368961,29.68783023714792,25.687391
20.29396552,24.396965634839862,24.635336,21.22949,24.093872,18.785767154498107,25.00580687701725,22.829815
15.05603448,18.4964310849484,18.751999,15.477984,18.352385,13.810897410589837,19.51966966153884,15.0887
9.65862069,12.80830848785009,13.304284,10.47527,12.590254,7.471040968326471,14.118272547066631,12.952721
4.41637931,6.954746432901481,7.537293,5.0577316,7.0889273,3.339429409162923,8.73911983741714,6.8995085
3.263793103,5.172345202799259,4.043544,2.665327,3.1853712,1.629390232556238,5.417764283611271,5.043502
5.696551724,4.914841615003258,6.279464,5.6948104,6.032748,3.2691663581149504,7.282507932832954,5.242257
6.926724138,7.87388187484457,8.520863,7.7387004,8.528378,4.653042738187375,8.853675963272591,4.583182
9.139655172,8.296583043018831,9.206385,8.533157,9.212542,5.860988561686634,9.662410814811253,6.5088906
9.860344828,11.064779341390366,11.995483,11.565638,11.818638,9.097259128094429,11.361478385296932,9.513997
12.01293103,11.75623927163883,12.009494,11.482772,11.738085,8.206804603912996,12.097912198745318,9.570108
15.77672414,14.300989516722444,14.885966,14.461663,14.652937,10.473315273032467,14.127819483936772,10.447686
31.01724138,18.928388108781977,19.302176,19.255774,18.952333,16.757820987896334,17.479795563474397,16.560228
30.13103448,33.47565018941059,32.94462,32.8039,32.548923,30.825813970833867,31.7537689015494,28.05422
27.95948276,30.48522581289276,32.87501,30.404055,31.87082,29.411550701127226,31.467004765863106,28.174076
27.2112069,29.02692836665389,29.655134,27.463749,28.399845,25.5801535069098,28.4385527650195,30.740154
28.00603448,27.761657031671227,30.518541,28.331892,29.264114,24.20010296548718,28.79115489625784,23.900505
24.75603448,29.69552904030188,31.996176,29.87814,30.864273,25.87566268933664,29.232151776052117,19.338425
12.92672414,24.365498429921853,24.734295,21.927336,23.480198,20.560749105732995,23.963401702343827,25.533493
9.038793103,13.925787711552738,12.061188,11.698187,10.889696,11.919513040385665,10.99591869501761,11.279745
4.053448276,8.522792187135407,8.608604,7.8466563,8.744214,6.094275405422724,9.827262961959942,5.5069933
2.387068966,5.017144091551649,4.2713714,4.503998,4.52812,2.7595561343043458,6.1146328681994975,1.3742647
4.480172414,4.445698536962734,4.963164,4.501797,5.037818,1.6361739655612422,6.402049138484118,3.1515625
7.225,6.479467322208591,7.171257,6.398177,7.1952863,3.6439644730293774,8.06714854742769,4.6321616
6.563793103,9.57573417676946,10.158896,9.458125,10.317117,6.005353304046219,9.876277607959528,6.357385
5.59137931,6.888522989116031,7.8052044,7.7248983,8.457201,5.841606687263805,9.084083852066678,5.1542435
8.61637931,5.63281746740632,6.809322,6.977805,7.567492,4.989522874760834,8.08400338763958,3.3231082
14.04224138,10.97711108618486,11.547493,11.043989,11.608996,8.880488475834133,11.102058513349585,5.256161
19.87672414,17.123395338087974,17.570978,17.40885,17.126297,13.71684339309842,15.676065820305917,13.894743
11.20948276,23.437278183968548,23.462437,23.638483,22.89769,22.007876011015703,20.845960374905346,23.037977
