True,LightGBM,BiLSTM,StackLSTM ,LSTM,RF,SVM,XGB
67.06896552,66.78347800115145,64.81507,66.10979,65.33911,66.8038062986092,63.85596832455027,67.58398
57.4137931,61.3132814783953,59.509583,60.766598,59.882805,59.27991041246021,59.3848656712939,60.871777
50.0862069,51.32189254754998,49.792473,52.005512,51.148552,50.95012549072048,50.28183211028277,51.078007
42.5,41.49208901420735,41.252388,42.72726,41.87081,39.05224662792498,41.61450461309148,37.419533
34.56896552,33.240775799493555,33.583496,34.82536,33.961845,32.8324819067501,33.115682113089534,32.540432
24.82758621,24.499714570553248,25.533146,26.897133,25.751345,22.412621351329104,24.6623097593217,24.217129
16.72413793,16.72006442213652,16.284775,16.753881,16.526588,13.96437083983822,15.705035582928444,14.494378
8.879310345,8.87861588883891,8.748384,8.608616,9.126453,6.736219552069089,8.587468592544987,5.833906
3.017241379,4.295094888343458,4.4449234,4.223144,4.6587305,1.1290012377578489,3.190962191138962,1.3825673
6.982758621,4.047999027899458,5.1633515,3.6555297,5.245008,2.708192928007669,0.4208111276760947,2.617641
13.36206897,12.698988546757144,13.790077,12.534591,12.815462,11.321185257410397,11.40798904139336,10.651049
21.72413793,16.742953294962035,18.769133,17.405762,17.76356,14.66810481518698,15.034599623771005,15.842475
26.81034483,24.03616654506328,26.669891,27.538721,26.198057,27.514025279971506,21.428147680795654,22.846785
22.93103448,27.499704395008298,29.676647,30.852728,28.972816,23.97210546788956,25.004305899505887,25.96035
49.56896552,16.483995291779543,18.59542,16.973566,18.593084,15.775549213028867,18.44984275238417,13.899982
51.46551724,49.0932567508018,50.582462,50.42195,51.8395,52.689092887403056,47.66975318649335,47.576843
61.55172414,49.599614461391965,51.37736,52.8489,50.721783,48.86875999570282,47.378659441887024,47.36664
68.10344828,59.57297117470127,62.697636,64.48567,63.56386,59.58196349792911,57.377340799649645,62.22838
72.84482759,66.43110234352255,68.79676,70.58327,68.65844,67.65560823964,63.77298023085353,67.44233
76.81034483,70.46532928341674,72.58633,74.3961,72.179085,71.34033974911833,69.07771559429264,75.316795
79.48275862,73.02723800692554,75.0772,76.91062,75.08704,75.24779311829818,72.89695719573055,75.64369
80.51724138,75.55288125326578,76.38568,77.94009,75.722176,77.13070001338528,74.2058832495136,81.873085
81.29310345,75.90006026191293,75.84437,78.09524,75.52031,77.78844701114411,74.5181853942932,80.8023
51.81034483,77.03762887042969,75.86647,77.09445,75.97384,77.81623831370896,74.74522260241822,78.97486
77.75862069,52.5767804539536,51.947723,53.895718,53.342632,51.1657721571747,51.76135604180843,44.391373
75.0,68.06570165578266,65.29815,66.03501,65.50061,72.25493552948392,68.66952855273821,63.829624
60.68965517,68.61091790001323,68.75671,69.12314,69.37202,69.10339214396387,67.60373933047318,71.02806
55.68965517,55.54992615788621,56.007687,57.536533,57.538708,56.0225619471206,55.16392576335943,61.22214
30.60344828,45.401325300346144,47.487587,48.399326,47.88705,47.06321346767893,47.1373607900238,49.47806
19.48275862,27.204821228767308,29.76631,30.468601,29.735687,26.359873946729557,32.05831008840989,29.097788
13.79310345,12.141093198061274,14.070224,14.114453,14.60344,9.687935598098347,13.264360941938872,13.292922
28.27586207,6.789979838274918,6.4854164,6.6153674,7.2110014,4.993208278263433,3.664801746439713,3.8802438
