Date,Time (GMT),Wind Speed (m/s),Wind Dir (deg),Wind Gust (m/s),Air Temp (°C),Baro (mb),Water Level(m)
2022/3/28,9:00,2.1,192,3.4,14.7,1012.7,1.395
2022/3/28,10:00,1.6,174,2.4,14.7,1012.3,1.017
2022/3/28,11:00,1.7,152,2.2,14.3,1011.9,0.59
2022/3/28,12:00,2.5,158,3.1,14.6,1012.1,0.198
2022/3/28,13:00,2.4,154,3.1,14.8,1012.1,-0.072
2022/3/28,14:00,4.2,162,6.1,14.9,1011.9,-0.196
2022/3/28,15:00,6.6,169,8.6,15.2,1012.1,-0.082
2022/3/28,16:00,8,162,10.1,16,1012,0.171
2022/3/28,17:00,10.7,164,13.4,16.4,1011.4,0.545
2022/3/28,18:00,10.7,167,14,17.3,1011.4,0.93
2022/3/28,19:00,12.1,182,15.6,17.6,1010.6,1.266
2022/3/28,20:00,10.8,180,15.3,16.6,1010.4,1.466
2022/3/28,21:00,10.1,185,13.6,15.9,1009.6,1.457
2022/3/28,22:00,9.8,187,13.4,14.8,1009.4,1.287
2022/3/28,23:00,4.3,243,5.6,14.5,1009.4,1.02
2022/3/29,0:00,3.1,234,3.6,15.3,1008.9,0.784
2022/3/29,1:00,3.4,226,4.2,15.2,1008.8,0.574
2022/3/29,2:00,3.7,184,4.6,15,1008.6,0.493
2022/3/29,3:00,4.4,201,5.8,15,1008.4,0.587
2022/3/29,4:00,2.3,166,3.5,13.2,1008.9,0.795
2022/3/29,5:00,5.3,228,5.9,14.1,1009.7,1.077
2022/3/29,6:00,0.1,124,1.8,13,1009.2,1.446
2022/3/29,7:00,2.6,262,3.6,13.2,1009.6,1.65
2022/3/29,8:00,1.3,250,1.8,13.6,1009.9,1.786
2022/3/29,9:00,1.5,154,2.3,13.3,1009.7,1.64
2022/3/29,10:00,1.5,160,2.4,12.9,1009.5,1.3
2022/3/29,11:00,1.2,153,1.7,12.7,1009.9,0.898
2022/3/29,12:00,1.9,174,2.5,12.7,1010.5,0.419
2022/3/29,13:00,0.9,110,1.9,12.7,1010.8,0.041
2022/3/29,14:00,2.4,103,3.2,12.3,1011.4,-0.186
2022/3/29,15:00,1.6,100,2.2,13.8,1012.5,-0.212
2022/3/29,16:00,0.8,234,1,14.7,1013,-0.035
2022/3/29,17:00,2.1,266,2.5,14.5,1014.4,0.289
2022/3/29,18:00,3.2,257,3.4,14.7,1014.9,0.686
2022/3/29,19:00,3.2,253,4.1,14.4,1015.6,1.124
2022/3/29,20:00,2.3,257,3.1,14.8,1016,1.343
2022/3/29,21:00,2.3,250,2.7,14.9,1015.9,1.49
2022/3/29,22:00,4,312,5.2,15.4,1015.5,1.376
2022/3/29,23:00,3.4,293,4.8,15.8,1015.4,1.061
2022/3/30,0:00,4.4,288,5,15.5,1015.6,0.764
2022/3/30,1:00,2.8,309,3.4,15.5,1015.7,0.461
2022/3/30,2:00,3.6,295,4.5,14.9,1016.1,0.267
2022/3/30,3:00,1.8,306,2.6,14.8,1016.9,0.238
2022/3/30,4:00,0,237,0.8,14.6,1017.4,0.387
2022/3/30,5:00,1.2,141,1.6,14.2,1017.7,0.664
2022/3/30,6:00,1,110,1.3,14.1,1017.7,1.054
2022/3/30,7:00,1.2,142,1.9,13.6,1018.2,1.384
2022/3/30,8:00,1.6,171,1.9,13.8,1018.2,1.657
2022/3/30,9:00,1.9,124,2.5,13.5,1018.4,1.69
2022/3/30,10:00,1.5,146,2.1,13.6,1018.2,1.526
2022/3/30,11:00,1,147,1.5,14.1,1018.1,1.158
2022/3/30,12:00,2.7,95,3.2,13.6,1018,0.696
2022/3/30,13:00,2.5,100,3.6,13.6,1017.8,0.277
2022/3/30,14:00,1.5,71,1.8,13.9,1017.7,-0.004
2022/3/30,15:00,2.6,53,3,14.7,1017.8,-0.145
2022/3/30,16:00,1,15,1.5,15.5,1017.9,-0.08
2022/3/30,17:00,2.1,283,2.6,15.6,1018.1,0.175
2022/3/30,18:00,2.3,287,2.9,15.9,1018.2,0.576
2022/3/30,19:00,2.2,281,3.6,15.9,1017.9,1.012
2022/3/30,20:00,2.7,281,4,15.5,1017.2,1.372
2022/3/30,21:00,3.6,272,4.6,15.7,1016.5,1.548
2022/3/30,22:00,4.5,283,5,15.7,1016.2,1.51
2022/3/30,23:00,3.2,285,4.6,16.1,1015.8,1.289
2022/3/31,0:00,2.3,278,3.8,16.1,1015.7,0.951
2022/3/31,1:00,2.3,274,3.4,15.4,1015.3,0.593
2022/3/31,2:00,0.4,314,2.1,15.3,1015,0.287
2022/3/31,3:00,0.7,141,1.2,15.3,1014.9,0.142
2022/3/31,4:00,1.7,228,2.1,15.4,1015.3,0.177
2022/3/31,5:00,1.4,291,2.8,15.3,1015.3,0.417
2022/3/31,6:00,2,259,2.3,14.8,1015,0.722
2022/3/31,7:00,1.6,262,1.9,14.7,1014.7,1.139
2022/3/31,8:00,4,231,4.5,14.4,1014.5,1.443
2022/3/31,9:00,3.7,216,4.4,14.2,1014.1,1.639
2022/3/31,10:00,3.8,196,4.2,14.4,1013.4,1.592
2022/3/31,11:00,2.8,207,3.9,14.3,1013,1.377
2022/3/31,12:00,4.3,196,5.1,13.6,1012.8,0.999
2022/3/31,13:00,3.2,187,4.2,13.5,1012.5,0.583
2022/3/31,14:00,3.5,190,4.2,13.6,1012.7,0.233
2022/3/31,15:00,3.6,187,5.4,13.6,1012.7,0.018
2022/3/31,16:00,3.7,180,5.1,13.6,1012.7,0.016
2022/3/31,17:00,4.9,203,5.8,14,1013.6,0.177
2022/3/31,18:00,4.4,205,6.7,14.7,1013.2,0.533
2022/3/31,19:00,7.2,207,9.2,14.6,1012.4,0.937
2022/3/31,20:00,7.6,214,8.2,14.4,1012.3,1.322
2022/3/31,21:00,5.6,208,7,14.7,1011.7,1.571
2022/3/31,22:00,6,206,8.2,14.9,1011.3,1.666
2022/3/31,23:00,6.6,207,8.2,15,1010.5,1.514
2022/4/1,0:00,5.7,185,6.7,14.7,1010.1,1.2
2022/4/1,1:00,5.1,194,5.7,14.6,1010.1,0.812
2022/4/1,2:00,2.9,194,3.8,14.9,1010.1,0.436
2022/4/1,3:00,3.5,170,4.1,14.7,1010.1,0.169
2022/4/1,4:00,4.6,179,5,14.7,1010.4,0.094
2022/4/1,5:00,1.6,84,2.4,14.4,1010.7,0.203
2022/4/1,6:00,0.5,82,0.9,14.1,1010.9,0.456
2022/4/1,7:00,0.5,201,1.5,14.3,1011.1,0.818
2022/4/1,8:00,1.6,103,2.1,14.4,1010.8,1.18
2022/4/1,9:00,1.2,167,1.5,14.6,1010.9,1.443
2022/4/1,10:00,1.1,156,1.8,14.5,1010.6,1.544
2022/4/1,11:00,1.1,148,1.4,14.4,1010.4,1.417
2022/4/1,12:00,2.2,168,2.6,14.5,1010.3,1.165
2022/4/1,13:00,1.3,50,1.7,14.5,1010.8,0.801
2022/4/1,14:00,0.8,170,2.4,14.6,1011.3,0.46
2022/4/1,15:00,0.8,299,1.1,15,1012.1,0.204
2022/4/1,16:00,1.7,349,1.9,15.3,1012.3,0.111
2022/4/1,17:00,2.6,337,2.8,15.4,1012.8,0.192
2022/4/1,18:00,1.5,317,3.3,16.4,1012.9,0.471
2022/4/1,19:00,3,254,3.4,15.9,1012.9,0.825
2022/4/1,20:00,4.1,247,4.3,16,1012.6,1.188
2022/4/1,21:00,4.3,258,4.7,16,1012.4,1.505
2022/4/1,22:00,3.2,286,4.1,16.4,1012.1,1.664
2022/4/1,23:00,2.4,288,3.1,17.4,1011.8,1.596
2022/4/2,0:00,2.4,263,2.8,16.9,1012.1,1.345
2022/4/2,1:00,2.4,250,2.7,16.8,1012.3,0.974
2022/4/2,2:00,1.7,296,2.1,16.3,1012.7,0.578
2022/4/2,3:00,2.1,350,2.4,15.9,1013.2,0.256
2022/4/2,4:00,2.1,27,2.6,15.8,1013.7,0.063
2022/4/2,5:00,1.9,29,2.2,15.5,1014.2,0.057
2022/4/2,6:00,1.4,34,1.6,15.5,1014.5,0.204
2022/4/2,7:00,1,42,1.2,15.5,1014.5,0.497
2022/4/2,8:00,0,167,0.1,15,1014.5,0.822
2022/4/2,9:00,0.5,173,0.7,15,1014.6,1.129
2022/4/2,10:00,1.5,291,1.8,15.4,1014.7,1.284
2022/4/2,11:00,1.7,335,2.2,15.5,1014.8,1.309
2022/4/2,12:00,1.7,319,2.4,15.4,1014.9,1.177
2022/4/2,13:00,2.3,250,2.7,15.1,1015,0.954
2022/4/2,14:00,1.8,238,2.1,14.8,1014.9,0.642
2022/4/2,15:00,2,209,2.4,14.5,1015.4,0.384
2022/4/2,16:00,1.9,212,2.3,14.7,1015.8,0.253
2022/4/2,17:00,2.8,233,3.3,14.7,1017.1,0.277
2022/4/2,18:00,2.2,218,2.6,15,1017.6,0.441
2022/4/2,19:00,1.5,12,1.7,14.7,1017.3,0.749
2022/4/2,20:00,0.9,27,1.1,15.3,1016.6,1.092
2022/4/2,21:00,1.3,301,2.6,15.8,1016.1,1.399
2022/4/2,22:00,3.2,299,4.5,15.6,1016,1.589
2022/4/2,23:00,2.3,302,3.9,15.6,1015.4,1.611
2022/4/3,0:00,2.8,334,3.2,15.3,1015.1,1.438
2022/4/3,1:00,2.8,305,3.5,15.2,1015.2,1.148
2022/4/3,2:00,2.2,319,2.9,15.3,1015.1,0.777
2022/4/3,3:00,3.2,320,3.7,15.3,1015.4,0.413
2022/4/3,4:00,2.5,326,3.1,15.4,1015.9,0.15
2022/4/3,5:00,2.4,323,3,15.4,1015.9,0.014
2022/4/3,6:00,1.9,337,2.6,15.5,1016.1,0.06
2022/4/3,7:00,1.9,344,2.4,15.3,1015.7,0.244
2022/4/3,8:00,1.6,301,2.3,15.5,1015.8,0.52
2022/4/3,9:00,1.7,329,2,15.5,1015.3,0.816
2022/4/3,10:00,1.8,352,2,15.4,1014.8,1.054
2022/4/3,11:00,2,350,2.3,15.4,1014.4,1.143
2022/4/3,12:00,2.2,336,3.2,15,1014.4,1.136
2022/4/3,13:00,4.1,340,4.9,14.3,1014.2,0.983
2022/4/3,14:00,1.6,40,1.9,14.4,1014.5,0.785
2022/4/3,15:00,5.4,354,5.8,14.4,1014.9,0.573
2022/4/3,16:00,2.4,4,2.9,14.5,1015.1,0.432
2022/4/3,17:00,1.9,342,2.6,14.9,1015.5,0.393
2022/4/3,19:00,4.1,268,4.6,14,1015.6,0.705
2022/4/3,20:00,1.1,244,1.5,14.1,1015,1.027
2022/4/3,21:00,1.7,262,2.2,14.4,1014.3,1.309
2022/4/3,22:00,3.9,334,4.6,15.3,1013.3,1.51
2022/4/3,23:00,4.3,334,5.1,15.4,1012.6,1.604
2022/4/4,0:00,3.7,315,5,15.4,1012.4,1.516
2022/4/4,1:00,3.8,331,4.4,15.3,1012.2,1.285
2022/4/4,2:00,3.6,325,4.3,15.3,1012.1,0.962
2022/4/4,3:00,3.5,329,4,15.4,1012.2,0.614
2022/4/4,4:00,3.4,326,4.3,15.4,1012.5,0.309
2022/4/4,5:00,4.3,321,4.9,15.3,1012.7,0.101
2022/4/4,6:00,3.7,320,4.6,15.4,1012.5,0.045
2022/4/4,7:00,3.4,350,3.9,15.5,1012.4,0.121
2022/4/4,8:00,3.9,314,4.7,15.3,1012.6,0.302
2022/4/4,9:00,4.7,329,5.7,15.4,1012.5,0.546
2022/4/4,10:00,4.8,360,5.3,15.2,1012.2,0.777
2022/4/4,11:00,3.9,20,4.4,14.8,1011.8,0.927
2022/4/4,12:00,3.6,26,4.5,14.8,1011.7,0.979
2022/4/4,13:00,3.3,21,4.3,14.7,1012.4,0.967
2022/4/4,14:00,3,25,3.3,14.7,1012.8,0.833
2022/4/4,15:00,2.9,20,3.5,14.8,1013.3,0.67
2022/4/4,16:00,1.6,360,1.9,14.8,1013.4,0.552
2022/4/4,17:00,2.1,320,2.8,15.9,1013.7,0.506
2022/4/4,18:00,2.7,311,3.6,15.9,1014.1,0.595
2022/4/4,19:00,3.4,309,3.8,15.8,1014,0.716
2022/4/4,20:00,3.3,307,4,15.7,1013.5,0.93
2022/4/4,21:00,3.8,308,4.4,15.7,1013.2,1.18
2022/4/4,22:00,3.9,315,4.7,15.6,1012.7,1.395
2022/4/4,23:00,3.3,308,4.4,15.8,1012.5,1.491
2022/4/5,0:00,3.8,324,4.7,15.6,1012.6,1.482
2022/4/5,1:00,2,330,2.9,15.5,1012.3,1.335
2022/4/5,2:00,1.6,352,2.9,15.1,1012.3,1.092
2022/4/5,3:00,1.8,336,2.2,14.9,1012.8,0.812
2022/4/5,4:00,0.9,320,1.3,14.9,1013.3,0.528
2022/4/5,5:00,0.4,146,1.1,14.4,1013.7,0.257
2022/4/5,6:00,1.6,95,1.8,14.4,1013.5,0.149
2022/4/5,7:00,0.1,92,0.8,14,1014,0.126
2022/4/5,8:00,0.3,93,0.7,13.9,1014,0.176
2022/4/5,9:00,0.5,94,1.1,13.9,1013.8,0.304
2022/4/5,10:00,1.4,194,1.7,13,1013.1,0.525
2022/4/5,11:00,0.1,84,0.9,13.1,1012.6,0.708
2022/4/5,12:00,0.6,119,1,13.4,1012.6,0.806
2022/4/5,13:00,0.6,124,1.2,13.4,1012.7,0.846
2022/4/5,14:00,1.6,139,2,13.3,1013,0.826
2022/4/5,15:00,1.7,151,2.1,13.6,1013.6,0.741
2022/4/5,16:00,0.8,72,1.1,14.1,1013.5,0.692
2022/4/5,17:00,1,317,1.2,14.7,1013.7,0.663
2022/4/5,18:00,2,248,2.3,15.2,1013.5,0.7
2022/4/5,19:00,1.9,267,2.5,15.3,1013.3,0.797
2022/4/5,20:00,1.8,249,2.6,15.6,1012.9,0.934
2022/4/5,21:00,1.4,255,2.6,16.3,1012.7,1.122
2022/4/5,22:00,3,258,3.3,16.3,1011.8,1.29
2022/4/5,23:00,4.5,248,4.7,16.2,1011.3,1.419
2022/4/6,0:00,5.1,247,5.4,16.2,1010.8,1.443
2022/4/6,1:00,4.1,237,5,16.5,1010.9,1.411
2022/4/6,2:00,4.4,210,5.3,16.6,1011,1.213
2022/4/6,3:00,1.7,196,2.2,16.3,1011.1,0.988
2022/4/6,4:00,1.2,148,2.2,16.1,1011.8,0.747
2022/4/6,5:00,2,128,3.1,15.8,1012,0.503
2022/4/6,6:00,0.8,121,1.4,15.6,1012.1,0.323
2022/4/6,7:00,1.9,142,2.6,15.4,1012.4,0.204
2022/4/6,8:00,0.3,140,1,15,1012.5,0.206
2022/4/6,9:00,1.9,164,2.7,14.8,1012.3,0.239
2022/4/6,10:00,1.4,102,2.2,14.9,1012.3,0.355
2022/4/6,11:00,0.6,88,1.7,14.6,1012.1,0.463
2022/4/6,12:00,0.6,38,0.7,14.3,1012.3,0.584
2022/4/6,13:00,0.1,49,0.5,14.2,1012.8,0.689
2022/4/6,14:00,0.3,94,0.5,14.3,1013.6,0.754
2022/4/6,15:00,0,45,0,16.1,1014.3,0.763
2022/4/6,16:00,0.5,320,2.2,14.8,1014.7,0.744
2022/4/6,17:00,0.6,323,1.3,14.7,1014.8,0.72
2022/4/6,18:00,1,319,2.3,14.9,1014.8,0.764
2022/4/6,19:00,1,2,1.8,15.4,1014.7,0.847
2022/4/6,20:00,1.4,288,2.2,15.9,1015,0.941
2022/4/6,21:00,0.5,319,1,17.3,1015.2,1.042
2022/4/6,22:00,2.5,238,2.8,16.5,1015.1,1.179
2022/4/6,23:00,2.4,258,2.7,16.7,1014.8,1.293
2022/4/7,0:00,0.8,277,1.2,18.9,1014.7,1.32
2022/4/7,1:00,2.7,251,3,16.7,1014.8,1.35
2022/4/7,2:00,2.2,246,2.5,16.3,1015,1.256
2022/4/7,3:00,0.1,260,0.5,16.1,1015.4,1.066
2022/4/7,4:00,0.9,242,1.1,16.2,1016.1,0.893
2022/4/7,5:00,0.3,184,0.8,15.8,1016.6,0.692
2022/4/7,6:00,0.1,337,0.4,15.8,1016.7,0.489
2022/4/7,7:00,0.1,214,0.7,15.8,1016.9,0.339
2022/4/7,8:00,1.6,7,2.6,15.7,1016.9,0.247
2022/4/7,9:00,1.8,12,2.7,15.1,1016.7,0.22
2022/4/7,10:00,2,10,2.7,14.8,1016.5,0.273
2022/4/7,11:00,2,31,2.9,14.4,1016.4,0.328
2022/4/7,12:00,0.7,52,2,13.7,1016.2,0.433
2022/4/7,13:00,0.4,90,0.7,13,1016.4,0.537
2022/4/7,14:00,0.5,240,1.6,12.4,1016.7,0.625
2022/4/7,15:00,0.4,202,1.1,13.6,1017.2,0.718
2022/4/7,16:00,0.5,257,0.7,14.3,1017.2,0.766
2022/4/7,17:00,0.4,190,0.8,15.5,1017.3,0.824
2022/4/7,18:00,0.5,9,1.6,17.2,1017.2,0.872
2022/4/7,19:00,0.6,300,1.3,19.7,1016.6,0.921
2022/4/7,20:00,0.4,292,1,20.5,1015.8,0.985
2022/4/7,21:00,0.6,254,1.6,22.1,1015,1.077
2022/4/7,22:00,0.2,25,0.8,26.1,1014.2,1.138
2022/4/7,23:00,2,22,2.4,25.8,1013.5,1.206
2022/4/8,0:00,2.4,23,2.7,24.8,1013.2,1.248
2022/4/8,1:00,1.8,6,2,23.1,1013.2,1.303
2022/4/8,2:00,1.2,34,1.7,22.4,1013.3,1.267
2022/4/8,3:00,0.4,27,0.8,23,1013.4,1.212
2022/4/8,4:00,0.1,93,0.6,22.5,1014,1.102
2022/4/8,5:00,0.5,60,1.2,23.1,1014.3,0.959
2022/4/8,6:00,0.4,109,1.2,23.4,1014.3,0.793
2022/4/8,7:00,0.2,119,0.2,21.4,1014.1,0.632
2022/4/8,8:00,0.3,188,1.3,21.7,1013.6,0.483
2022/4/8,9:00,0.9,126,1.7,21,1013.1,0.365
2022/4/8,10:00,0,133,0.6,19.8,1012.5,0.304
2022/4/8,11:00,0.7,59,0.9,19.8,1012.5,0.289
2022/4/8,12:00,0.8,223,1.4,19,1012.2,0.326
2022/4/8,13:00,0.8,13,1.1,19,1012.4,0.388
2022/4/8,14:00,0.7,47,1.9,20.2,1012.7,0.52
2022/4/8,15:00,0.5,12,1.4,23.7,1013,0.654
2022/4/8,16:00,0,110,0,25,1013.3,0.771
2022/4/8,17:00,0.3,178,0.6,24.2,1013.5,0.877
2022/4/8,18:00,0.1,319,0.7,25.6,1013.5,0.961
2022/4/8,19:00,1.4,308,1.9,25.7,1013,1.055
2022/4/8,20:00,1.3,353,1.5,23,1012.5,1.081
2022/4/8,21:00,1.3,27,1.3,22.7,1012,1.092
2022/4/8,22:00,2.8,20,3.3,24.2,1011.2,1.129
2022/4/8,23:00,2.6,14,3.1,24.7,1010.6,1.148
2022/4/9,0:00,3.1,18,3.9,24.7,1010.3,1.171
2022/4/9,1:00,1.8,24,2,24.1,1010.1,1.2
2022/4/9,2:00,0.7,177,1,23.8,1009.8,1.228
2022/4/9,3:00,1.4,198,1.5,24.4,1009.9,1.239
2022/4/9,4:00,0.8,83,1.4,24.6,1010.4,1.218
2022/4/9,5:00,0.5,182,0.6,21.5,1010.8,1.15
2022/4/9,6:00,0.1,133,0.4,20.4,1010.7,1.034
2022/4/9,7:00,0.8,43,1.1,20,1010.6,0.87
2022/4/9,8:00,1.6,105,1.8,21.3,1010.1,0.699
2022/4/9,9:00,1.7,119,2.8,21.8,1009.7,0.51
2022/4/9,10:00,1.4,29,1.7,18.9,1009.3,0.351
2022/4/9,11:00,0.1,170,0.7,17.7,1009.1,0.243
2022/4/9,12:00,0,170,0.3,17.3,1009.2,0.203
2022/4/9,13:00,3.5,177,4.4,17.2,1009.2,0.269
2022/4/9,14:00,2.3,143,3.6,16.7,1009.7,0.351
2022/4/9,15:00,0.7,199,0.9,18.3,1010.2,0.504
2022/4/9,16:00,2.8,294,3.6,17.7,1010.4,0.726
2022/4/9,17:00,3.3,244,4.3,16.6,1010.8,0.842
2022/4/9,18:00,2.5,253,5.1,17.1,1011,1.01
2022/4/9,19:00,4.5,234,5.4,19.4,1010.5,1.076
2022/4/9,20:00,4.5,202,5.8,21.5,1009.6,1.099
2022/4/9,21:00,7.2,224,9,18.6,1009.6,1.092
2022/4/9,22:00,6.9,220,8.7,17.3,1009.9,1.066
2022/4/9,23:00,5.8,231,9.1,17.2,1009.5,1.009
2022/4/10,0:00,5.6,189,7.9,17.5,1008.9,0.971
2022/4/10,1:00,4.9,185,6.2,17.2,1008.9,1.025
2022/4/10,2:00,4.5,208,5.6,16.4,1009.6,1.056
2022/4/10,3:00,6.8,196,8.9,16.1,1009.7,1.123
2022/4/10,4:00,5.3,168,7.6,16.1,1010.3,1.224
2022/4/10,5:00,6.2,188,8.2,16,1010.2,1.235
2022/4/10,6:00,6.1,165,9.2,15.7,1010.3,1.193
2022/4/10,7:00,5.4,188,6.1,15.5,1010.7,1.066
2022/4/10,8:00,3.1,184,5,15.6,1010.5,0.917
2022/4/10,9:00,3.9,193,6,15.4,1010.1,0.68
2022/4/10,10:00,3,203,3.7,15.2,1009.8,0.456
2022/4/10,11:00,3.4,183,5.2,15.2,1009.7,0.251
2022/4/10,12:00,3.4,202,4.2,15.2,1010,0.151
2022/4/10,13:00,4.4,186,5,15.2,1010.7,0.093
2022/4/10,14:00,3.2,186,3.8,15.4,1010.8,0.19
2022/4/10,15:00,3.3,163,3.8,15.8,1010.8,0.367
2022/4/10,16:00,4,229,4.7,15.7,1011.6,0.622
2022/4/10,17:00,4.6,207,5.7,16,1012.3,0.861
2022/4/10,18:00,5.1,213,6.4,16.2,1012.5,1.032
2022/4/10,19:00,3.8,217,5.5,16.3,1012.4,1.173
2022/4/10,20:00,5,203,6.7,16.6,1011.9,1.208
2022/4/10,21:00,6.1,235,7,16.3,1011.7,1.168
2022/4/10,22:00,5.3,235,6.4,16.2,1011.4,1.069
2022/4/10,23:00,5.6,222,7.6,16.2,1010.6,0.98
2022/4/11,0:00,4.5,235,6.6,15.9,1010.8,0.857
2022/4/11,1:00,4,234,5.5,15.8,1010.8,0.871
2022/4/11,2:00,4.1,228,4.7,15.7,1010.6,0.893
2022/4/11,3:00,3.4,206,4.5,15.5,1011.1,1.009
2022/4/11,4:00,2.4,214,3.4,15.7,1011.4,1.151
2022/4/11,5:00,1.7,171,2.7,15.8,1011.4,1.266
2022/4/11,6:00,2.4,150,2.9,16,1011.1,1.348
2022/4/11,7:00,2.7,153,4.2,16.2,1011,1.303
2022/4/11,8:00,2.5,152,4.9,16.1,1011.2,1.139
2022/4/11,9:00,4,159,5.4,16.1,1010.8,0.933
2022/4/11,10:00,4.1,167,5.7,15.8,1011,0.616
2022/4/11,11:00,5.1,197,6.2,15.3,1011.4,0.352
2022/4/11,12:00,4.1,198,5,15,1011.2,0.149
2022/4/11,13:00,3.2,180,4,14.5,1011.2,0.072
2022/4/11,14:00,2.5,168,3.3,14.5,1011.6,0.116
2022/4/11,15:00,3.1,198,4.3,15,1012.2,0.261
2022/4/11,16:00,5.9,200,7.3,15,1012.9,0.496
2022/4/11,17:00,4.7,207,6.3,15.2,1013.6,0.761
2022/4/11,18:00,4.9,221,7.5,15.1,1013.8,1.03
2022/4/11,19:00,6.3,221,8.4,15.6,1013.5,1.226
2022/4/11,20:00,7.4,208,10.3,15.9,1013.4,1.28
2022/4/11,21:00,6.3,218,7.6,15.2,1013.2,1.275
2022/4/11,22:00,2.7,232,3.4,15.8,1012.4,1.085
2022/4/11,23:00,4.2,221,5.3,15.8,1011.7,0.902
2022/4/12,0:00,3.4,227,4.5,16,1011.3,0.741
2022/4/12,1:00,3,231,4,15.9,1011.4,0.633
2022/4/12,2:00,6.4,260,8.1,15.6,1011.6,0.733
2022/4/12,3:00,6.5,252,7.6,15.6,1012,0.837
2022/4/12,4:00,7.4,267,8.2,15.5,1012.4,1.044
2022/4/12,5:00,8.7,275,10.1,15.5,1012.8,1.216
2022/4/12,6:00,6.8,284,8.3,15.2,1012.8,1.367
2022/4/12,7:00,8.6,278,10,14.3,1013.3,1.359
2022/4/12,8:00,7.6,283,9.3,13.3,1013.5,1.342
2022/4/12,9:00,7.9,272,10.4,13,1013.3,1.139
2022/4/12,10:00,7.2,265,9.1,13.2,1012.8,0.846
2022/4/12,11:00,5.6,274,8.7,13.3,1012.8,0.485
2022/4/12,12:00,4.6,263,6.2,13,1012.5,0.217
2022/4/12,13:00,3.4,257,4.3,13.5,1012.8,-0.01
2022/4/12,14:00,0.5,299,1.6,13.8,1013.8,-0.003
2022/4/12,15:00,1.2,177,1.8,15.2,1014.5,0.092
2022/4/12,16:00,0.8,269,1.4,16.3,1015,0.333
2022/4/12,17:00,0.7,293,1.3,16.7,1015.6,0.596
2022/4/12,18:00,2.2,317,3.4,15.7,1016.2,0.963
2022/4/12,19:00,5.9,280,7.5,14.8,1016.3,1.17
2022/4/12,20:00,5.8,293,7.4,14.8,1016.3,1.304
2022/4/12,21:00,5.1,305,7.1,15.4,1016.2,1.238
2022/4/12,22:00,7.3,320,9.2,16,1015.8,1.095
2022/4/12,23:00,7.9,308,11.6,15.9,1015.9,0.88
2022/4/13,0:00,7.7,315,9.4,15.5,1015.8,0.681
2022/4/13,1:00,6.6,317,8.5,15.3,1016.4,0.479
2022/4/13,2:00,6.2,311,7.6,15.2,1017,0.413
2022/4/13,3:00,5.8,304,6.7,15,1017.2,0.552
2022/4/13,4:00,5.8,299,6.8,15.1,1017.9,0.718
2022/4/13,5:00,4.9,308,6.2,15.1,1018.2,1.002
2022/4/13,6:00,3.2,315,4.6,15.2,1018.2,1.236
2022/4/13,7:00,3.9,340,4.5,15.3,1018.4,1.375
2022/4/13,8:00,1.1,328,2.6,15.1,1018.3,1.428
2022/4/13,9:00,4.7,98,5.8,12.7,1018.1,1.285
2022/4/13,10:00,5.5,99,6.3,11.9,1017.9,1.013
2022/4/13,11:00,4,110,5.2,11.3,1018,0.631
2022/4/13,12:00,4.6,119,5.9,12.2,1017.8,0.282
2022/4/13,13:00,4.7,107,5.7,11.1,1018.2,0.055
2022/4/13,14:00,5.3,100,6.4,10.8,1018.6,-0.092
2022/4/13,15:00,3.7,99,4.5,13,1018.9,-0.001
2022/4/13,16:00,1.3,210,1.8,15.4,1019.5,0.176
2022/4/13,17:00,3.3,244,4.2,14.7,1020.3,0.515
2022/4/13,18:00,3.1,284,4.2,15.5,1020.5,0.871
2022/4/13,19:00,2.8,291,3.7,16,1020.3,1.191
2022/4/13,20:00,4.4,311,5.5,15.5,1020,1.359
2022/4/13,21:00,4.2,316,5.6,15.4,1019.7,1.384
2022/4/13,22:00,3.9,289,4.6,15.8,1019.2,1.221
2022/4/13,23:00,3.2,312,4.2,15.9,1018.6,0.954
2022/4/14,0:00,2.4,290,3.8,15.9,1018.4,0.645
2022/4/14,1:00,2.9,301,3.7,15.5,1018.3,0.408
2022/4/14,2:00,1.6,324,2.6,15,1018.2,0.264
2022/4/14,3:00,2.1,302,3.2,14.6,1018.4,0.304
2022/4/14,4:00,1,313,1.5,14.4,1018.5,0.464
2022/4/14,5:00,0.3,161,0.7,13.8,1018.5,0.727
2022/4/14,6:00,0.5,126,0.8,13.4,1018.4,1.065
2022/4/14,7:00,0.8,119,1,13.4,1017.9,1.33
2022/4/14,8:00,0.7,120,1.4,12.6,1018.2,1.468
2022/4/14,9:00,2.2,105,2.7,12.6,1017.7,1.443
2022/4/14,10:00,3.5,94,4.5,12.3,1016.8,1.26
2022/4/14,11:00,3.4,89,4.9,11.6,1016.2,0.891
2022/4/14,12:00,2.1,96,2.7,11.6,1016,0.517
2022/4/14,13:00,4,89,4.7,11.4,1015.7,0.196
2022/4/14,14:00,4.2,98,4.9,11.1,1015.8,-0.017
2022/4/14,15:00,1.4,115,2.7,14,1016.4,-0.045
2022/4/14,16:00,0.7,299,1.3,16.3,1016.3,0.136
2022/4/14,17:00,1,293,1.4,15.6,1016.5,0.447
2022/4/14,18:00,2,267,2.6,15.2,1016.6,0.842
2022/4/14,19:00,3.7,241,4.7,14.7,1016.2,1.184
